BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3
true,567866,567866,567866,567866,true,342420,342420,342420,342420,true,332370,332370,332370,332370
true,172992,172992,172992,172992,true,112268,112268,112268,112268,true,112268,112268,112268,112268
true,327344,327344,327344,327344,true,211056,211056,211056,211056,true,204838,204838,204838,204838
true,279818,279818,279818,279818,true,199203,199203,199203,199203,true,191290,191290,191290,191290
true,434356,434356,434356,434356,true,287664,287664,287664,287664,true,225339,225339,225339,225339
true,304249,304249,304249,304249,true,203388,203388,203388,203388,true,151180,151180,151180,151180
true,290628,290628,290628,290628,true,213018,213018,238992,238992,true,213018,213018,213018,213018
true,371956,371956,371956,371956,true,301366,301366,301366,301366,true,270520,270520,270520,270520
true,241872,241872,241872,241872,true,204355,204355,222467,222467,true,204355,204355,204355,204355
true,61428,61428,61428,61428,true,61428,61428,61428,61428,true,61428,61428,61428,61428
true,190179,190179,190179,190179,true,102905,102905,102905,102905,true,101948,101948,101948,101948
true,483300,483300,483300,483300,true,363180,363180,363180,363180,true,363180,363180,363180,363180
true,151723,151723,151723,151723,true,137825,137825,137825,137825,true,137825,137825,137825,137825
true,265720,265720,265720,265720,true,246246,246246,246246,246246,true,246246,246246,246246,246246
true,172863,172863,172863,172863,true,172863,172863,172863,172863,true,172863,172863,172863,172863
true,392960,392960,392960,392960,true,285721,285721,290290,290290,true,265930,265930,265930,265930
true,150060,150060,150060,150060,true,145635,145635,145635,145635,true,145635,145635,145635,145635
true,126276,126276,126276,126276,true,101813,101813,101813,101813,true,101813,101813,101813,101813
true,153315,153315,153315,153315,true,109395,109395,109395,109395,true,109395,109395,109395,109395
true,68272,68272,68272,68272,true,39520,39520,39520,39520,true,39520,39520,39520,39520
true,469133,469133,469133,469133,true,345361,345361,345361,345361,true,345361,345361,345361,345361
true,111792,111792,111792,111792,true,76200,76200,76200,76200,true,76200,76200,76200,76200
true,271410,271410,271410,271410,true,234725,234725,234725,234725,true,234725,234725,234725,234725
true,306345,306345,306345,306345,true,282945,282945,282945,282945,true,282945,282945,282945,282945
true,219505,219505,219505,219505,true,139935,139935,164076,164076,true,139935,139935,139935,139935
true,79304,79304,79304,79304,true,54976,54976,65032,65032,true,54976,54976,54976,54976
true,97960,97960,97960,97960,true,80464,80464,80464,80464,true,80464,80464,80464,80464
true,215292,215292,215292,215292,true,201069,201069,201069,201069,true,201069,201069,201069,201069
true,189680,189680,189680,189680,true,125880,125880,125880,125880,true,91312,91312,91312,91312
true,92496,92496,92496,92496,true,69808,69808,72324,72324,true,69808,69808,69808,69808
true,86780,86780,86780,86780,true,67850,67850,67850,67850,true,67850,67850,67850,67850
true,175538,175538,175538,175538,true,142384,142384,142384,142384,true,142384,142384,142384,142384
true,111330,111330,111330,111330,true,86112,86112,86112,86112,true,86112,86112,86112,86112
true,38990,38990,38990,38990,true,38990,38990,38990,38990,true,38990,38990,38990,38990
true,185328,185328,185328,185328,true,178636,178636,178636,178636,true,175864,175864,175864,175864
true,379933,379933,379933,379933,true,264519,264519,264519,264519,true,264519,264519,264519,264519
true,131395,131395,131395,131395,true,101046,101046,113553,113553,true,101046,101046,101046,101046
true,311923,311923,311923,311923,true,215745,215745,215745,215745,true,203310,203310,203310,203310
true,86160,86160,86160,86160,true,79910,79910,79910,79910,true,79910,79910,79910,79910
true,496356,496356,496356,496356,true,291284,291284,291284,291284,true,246232,246232,246232,246232
true,400620,400620,400620,400620,true,286320,286320,286320,286320,true,286320,286320,286320,286320
true,556248,556248,556248,556248,true,387765,387765,387765,387765,true,374724,374724,374724,374724
true,72000,72000,72000,72000,true,71428,71428,71428,71428,true,71428,71428,71428,71428
true,454142,454142,454142,454142,true,296044,296044,351156,351156,true,296044,296044,296044,296044
true,183181,183181,183181,183181,true,109062,109062,116624,116624,true,107248,107248,107248,107248
true,334939,334939,334939,334939,true,229372,229372,229372,229372,true,229372,229372,229372,229372
true,210699,210699,210699,210699,true,155776,155776,178800,178800,true,155776,155776,155776,155776
true,72978,72978,72978,72978,true,52104,52104,52104,52104,true,52104,52104,52104,52104
true,104990,104990,104990,104990,true,81955,81955,81955,81955,true,81955,81955,81955,81955
true,90380,90380,90380,90380,true,56805,56805,56805,56805,true,50319,50319,50319,50319
true,130571,130571,130571,130571,true,69776,69776,69776,69776,true,69776,69776,69776,69776
true,282750,282750,282750,282750,true,211750,211750,211750,211750,true,211750,211750,211750,211750
true,327175,327175,327175,327175,true,236575,236575,236575,236575,true,186543,186543,186543,186543
true,420075,420075,420075,420075,true,251049,251049,251049,251049,true,251049,251049,251049,251049
true,168350,168350,168350,168350,true,162719,162719,162719,162719,true,162719,162719,162719,162719
true,197002,197002,197002,197002,true,161231,161231,163306,163306,true,149136,149136,149136,149136
true,355515,355515,355515,355515,true,212280,212280,212280,212280,true,212280,212280,212280,212280
true,54888,54888,54888,54888,true,47054,47054,47054,47054,true,47054,47054,47054,47054
true,354840,354840,354840,354840,true,199740,199740,199740,199740,true,199740,199740,199740,199740
true,140304,140304,140304,140304,true,140304,140304,140304,140304,true,140304,140304,140304,140304
true,101450,101450,101450,101450,true,101450,101450,101450,101450,true,101450,101450,101450,101450
true,439944,439944,439944,439944,true,385472,385472,385472,385472,true,385472,385472,385472,385472
true,314560,314560,314560,314560,true,229120,229120,251344,251344,true,215820,215820,215820,215820
true,303750,303750,303750,303750,true,231137,231137,235888,235888,true,203783,203783,203783,203783
true,148676,148676,148676,148676,true,112849,112849,112849,112849,true,112849,112849,112849,112849
true,179911,179911,179911,179911,true,148808,148808,148808,148808,true,148808,148808,148808,148808
true,190124,190124,190124,190124,true,111650,111650,111650,111650,true,111650,111650,111650,111650
true,416016,416016,416016,416016,true,297004,297004,297004,297004,true,297004,297004,297004,297004
true,575760,575760,575760,575760,true,420900,420900,420900,420900,true,420900,420900,420900,420900
true,279036,279036,279036,279036,true,192186,192186,192186,192186,true,156546,156546,156546,156546
true,220337,220337,220337,220337,true,175797,175797,175797,175797,true,175797,175797,175797,175797
true,105248,105248,105248,105248,true,85096,85096,85096,85096,true,85096,85096,85096,85096
true,57128,57128,57128,57128,true,42184,42184,42184,42184,true,42184,42184,42184,42184
true,204690,204690,204690,204690,true,179172,179172,179172,179172,true,179172,179172,179172,179172
true,195060,195060,195060,195060,true,195060,195060,195060,195060,true,195060,195060,195060,195060
true,731133,731133,731133,731133,true,472017,472017,472017,472017,true,444362,444362,444362,444362
true,78595,78595,78595,78595,true,68985,68985,68985,68985,true,68985,68985,68985,68985
true,80226,80226,80226,80226,true,80226,80226,80226,80226,true,80226,80226,80226,80226
true,140336,140336,140336,140336,true,104320,104320,104320,104320,true,104320,104320,104320,104320
true,73050,73050,73050,73050,true,66580,66580,66580,66580,true,66580,66580,66580,66580
true,47136,47136,47136,47136,true,40224,40224,40224,40224,true,40224,40224,40224,40224
true,322426,322426,322426,322426,true,203710,203710,203710,203710,true,203710,203710,203710,203710
true,360506,360506,360506,360506,true,259388,259388,259388,259388,true,179740,179740,179740,179740
true,114414,114414,114414,114414,true,82348,82348,82348,82348,true,82348,82348,82348,82348
true,247573,247573,247573,247573,true,239440,239440,239440,239440,true,239440,239440,239440,239440
true,382800,382800,382800,382800,true,312000,312000,312000,312000,true,312000,312000,312000,312000
true,262821,262821,262821,262821,true,188045,188045,188045,188045,true,188045,188045,188045,188045
true,464793,464793,464793,464793,true,307755,307755,307755,307755,true,307755,307755,307755,307755
true,522896,522896,522896,522896,true,338008,338008,338008,338008,true,218878,218878,218878,218878
true,376250,376250,376250,376250,true,256452,256452,256452,256452,true,196346,196346,196346,196346
true,140208,140208,140208,140208,true,115600,115600,115600,115600,true,115600,115600,115600,115600
true,213876,213876,213876,213876,true,192390,192390,192390,192390,true,192390,192390,192390,192390
true,123845,123845,123845,123845,true,123845,123845,123845,123845,true,123845,123845,123845,123845
true,357120,357120,357120,357120,true,260400,260400,260400,260400,true,260400,260400,260400,260400
true,120183,120183,120183,120183,true,93212,93212,93212,93212,true,93212,93212,93212,93212
true,135864,135864,135864,135864,true,135864,135864,135864,135864,true,135864,135864,135864,135864
true,84825,84825,84825,84825,true,75735,75735,79773,79773,true,73710,73710,73710,73710
true,498899,498899,498899,498899,true,340092,340092,382347,382347,true,271660,271660,271660,271660
true,82710,82710,82710,82710,true,67026,67026,67026,67026,true,67026,67026,67026,67026
true,141022,141022,141022,141022,true,130613,130613,130613,130613,true,130613,130613,130613,130613
true,131915,131915,131915,131915,true,78744,78744,78744,78744,true,67410,67410,67410,67410
true,205338,205338,205338,205338,true,134664,134664,134664,134664,true,134664,134664,134664,134664
true,273286,273286,273286,273286,true,149357,149357,149357,149357,true,133198,133198,133198,133198
true,409850,409850,409850,409850,true,350948,350948,350948,350948,true,350948,350948,350948,350948
true,207009,207009,207009,207009,true,180000,180000,180000,180000,true,180000,180000,180000,180000
true,124305,124305,124305,124305,true,87315,87315,87315,87315,true,87315,87315,87315,87315
true,219428,219428,219428,219428,true,213483,213483,213483,213483,true,213483,213483,213483,213483
true,185085,185085,185085,185085,true,135450,135450,135450,135450,true,135450,135450,135450,135450
true,455364,455364,455364,455364,true,315644,315644,315644,315644,true,315644,315644,315644,315644
true,132964,132964,132964,132964,true,126660,126660,126660,126660,true,126660,126660,126660,126660
true,225134,225134,225134,225134,true,170434,170434,185852,185852,true,170434,170434,170434,170434
true,357042,357042,357042,357042,true,242823,242823,242823,242823,true,242823,242823,242823,242823
true,182952,182952,182952,182952,true,130240,130240,130240,130240,true,103350,103350,103350,103350
true,498880,498880,498880,498880,true,333800,333800,333800,333800,true,325880,325880,325880,325880
true,319056,319056,319056,319056,true,256512,256512,256512,256512,true,256512,256512,256512,256512
true,205839,205839,205839,205839,true,145719,145719,145719,145719,true,145719,145719,145719,145719
true,536703,536703,536703,536703,true,347703,347703,347703,347703,true,309516,309516,309516,309516
true,107166,107166,107166,107166,true,103956,103956,103956,103956,true,103956,103956,103956,103956
true,102616,102616,102616,102616,true,89992,89992,89992,89992,true,89992,89992,89992,89992
true,109284,109284,109284,109284,true,74034,74034,74034,74034,true,54900,54900,54900,54900
true,142548,142548,142548,142548,true,96789,96789,96789,96789,true,96789,96789,96789,96789
true,93822,93822,93822,93822,true,93822,93822,93822,93822,true,93822,93822,93822,93822
true,165976,165976,165976,165976,true,101880,101880,101880,101880,true,101004,101004,101004,101004
true,387492,387492,387492,387492,true,232262,232262,232262,232262,true,230414,230414,230414,230414
true,320656,320656,320656,320656,true,204416,204416,204416,204416,true,174282,174282,174282,174282
true,160010,160010,160010,160010,true,142240,142240,142240,142240,true,142240,142240,142240,142240
true,157458,157458,157458,157458,true,102543,102543,102543,102543,true,102543,102543,102543,102543
true,262219,262219,262219,262219,true,237120,237120,237120,237120,true,237120,237120,237120,237120
true,153036,153036,153036,153036,true,91188,91188,91188,91188,true,91188,91188,91188,91188
true,137264,137264,137264,137264,true,106192,106192,106192,106192,true,106192,106192,106192,106192
true,75572,75572,75572,75572,true,49056,49056,50953,50953,true,28868,28868,28868,28868
true,77592,77592,77592,77592,true,77592,77592,77592,77592,true,77592,77592,77592,77592
true,102893,102893,102893,102893,true,98315,98315,98315,98315,true,98315,98315,98315,98315
true,120928,120928,120928,120928,true,90936,90936,95656,95656,true,90936,90936,90936,90936
true,126378,126378,126378,126378,true,114462,114462,114462,114462,true,114462,114462,114462,114462
true,161520,161520,161520,161520,true,101316,101316,112370,112370,true,85810,85810,85810,85810
true,129525,129525,129525,129525,true,95340,95340,95340,95340,true,95340,95340,95340,95340
true,331394,331394,331394,331394,true,268218,268218,268218,268218,true,268218,268218,268218,268218
true,112519,112519,112519,112519,true,83160,83160,83160,83160,true,66660,66660,66660,66660
true,106589,106589,106589,106589,true,84889,84889,89831,89831,true,80155,80155,80155,80155
true,290664,290664,290664,290664,true,186840,186840,211302,211302,true,180522,180522,180522,180522
true,148743,148743,148743,148743,true,94059,94059,94059,94059,true,94059,94059,94059,94059
true,115125,115125,115125,115125,true,115125,115125,115125,115125,true,115125,115125,115125,115125
true,207912,207912,207912,207912,true,134184,134184,134184,134184,true,134184,134184,134184,134184
true,267426,267426,267426,267426,true,204084,204084,204084,204084,true,204084,204084,204084,204084
true,132684,132684,132684,132684,true,76512,76512,76512,76512,true,67572,67572,67572,67572
true,94122,94122,94122,94122,true,86718,86718,86718,86718,true,86718,86718,86718,86718
true,212030,212030,212030,212030,true,164846,164846,168311,168311,true,137501,137501,137501,137501
true,154528,154528,154528,154528,true,102376,102376,102376,102376,true,99939,99939,99939,99939
true,465764,465764,465764,465764,true,352378,352378,352378,352378,true,327404,327404,327404,327404
true,147521,147521,147521,147521,true,147521,147521,147521,147521,true,147521,147521,147521,147521
true,121616,121616,121616,121616,true,92780,92780,92780,92780,true,92780,92780,92780,92780
true,224070,224070,224070,224070,true,166144,166144,166144,166144,true,166144,166144,166144,166144
true,50790,50790,50790,50790,true,38059,38059,42055,42055,true,38059,38059,38059,38059
true,141560,141560,141560,141560,true,101150,101150,101150,101150,true,101150,101150,101150,101150
true,231341,231341,231341,231341,true,159522,159522,159522,159522,true,159522,159522,159522,159522
true,763785,763785,763785,763785,true,538758,538758,548460,548460,true,392067,392067,392067,392067
true,160410,160410,160410,160410,true,160410,160410,160410,160410,true,160410,160410,160410,160410
true,144914,144914,144914,144914,true,78757,78757,78757,78757,true,78757,78757,78757,78757
true,161432,161432,161432,161432,true,93008,93008,93008,93008,true,93008,93008,93008,93008
true,89040,89040,89040,89040,true,70182,70182,70182,70182,true,70182,70182,70182,70182
true,179898,179898,179898,179898,true,136648,136648,155008,155008,true,136648,136648,136648,136648
true,113472,113472,113472,113472,true,94684,94684,94684,94684,true,94684,94684,94684,94684
true,132888,132888,132888,132888,true,102613,102613,102613,102613,true,89271,89271,89271,89271
true,89905,89905,89905,89905,true,89905,89905,89905,89905,true,89905,89905,89905,89905
true,90153,90153,90153,90153,true,48566,48566,48566,48566,true,48566,48566,48566,48566
true,451462,451462,451462,451462,true,306768,306768,307802,307802,true,306768,306768,306768,306768
true,67920,67920,67920,67920,true,67920,67920,67920,67920,true,67920,67920,67920,67920
true,308434,308434,308434,308434,true,234000,234000,263800,263800,true,234000,234000,234000,234000
true,413805,413805,413805,413805,true,296217,296217,300432,300432,true,296217,296217,296217,296217
true,468846,468846,468846,468846,true,406504,406504,406504,406504,true,406504,406504,406504,406504
true,327640,327640,327640,327640,true,256620,256620,256620,256620,true,256620,256620,256620,256620
true,579200,579200,579200,579200,true,371361,371361,415688,415688,true,286104,286104,286104,286104
true,98686,98686,98686,98686,true,97286,97286,97286,97286,true,97286,97286,97286,97286
true,475950,475950,475950,475950,true,314475,314475,326800,326800,true,238786,238786,238786,238786
true,119586,119586,119586,119586,true,76506,76506,79644,79644,true,56940,56940,56940,56940
true,283460,283460,283460,283460,true,191260,191260,231700,231700,true,191260,191260,191260,191260
true,34685,34685,34685,34685,true,34685,34685,34685,34685,true,34685,34685,34685,34685
true,294709,294709,294709,294709,true,188119,188119,188119,188119,true,152250,152250,152250,152250
true,104296,104296,104296,104296,true,87632,87632,87632,87632,true,87632,87632,87632,87632
true,100428,100428,100428,100428,true,71754,71754,71754,71754,true,65448,65448,65448,65448
true,48648,48648,48648,48648,true,35176,35176,35176,35176,true,35176,35176,35176,35176
true,41508,41508,41508,41508,true,41508,41508,41508,41508,true,41508,41508,41508,41508
true,176810,176810,176810,176810,true,152500,152500,152500,152500,true,152500,152500,152500,152500
true,115296,115296,115296,115296,true,81594,81594,81594,81594,true,60496,60496,60496,60496
true,218916,218916,218916,218916,true,214082,214082,214082,214082,true,214082,214082,214082,214082
true,119120,119120,119120,119120,true,93850,93850,93850,93850,true,93850,93850,93850,93850
true,442728,442728,442728,442728,true,245232,245232,245232,245232,true,245232,245232,245232,245232
true,67410,67410,67410,67410,true,59245,59245,59245,59245,true,59245,59245,59245,59245
true,345332,345332,345332,345332,true,281242,281242,281242,281242,true,231681,231681,231681,231681
true,75100,75100,75100,75100,true,50570,50570,50570,50570,true,50570,50570,50570,50570
true,326865,326865,326865,326865,true,205050,205050,205050,205050,true,205050,205050,205050,205050
true,163616,163616,163616,163616,true,103872,103872,105424,105424,true,103872,103872,103872,103872
true,109504,109504,109504,109504,true,99880,99880,99880,99880,true,99880,99880,99880,99880
true,221730,221730,221730,221730,true,131400,131400,149370,149370,true,118439,118439,118439,118439
true,191020,191020,191020,191020,true,117700,117700,117700,117700,true,96273,96273,96273,96273
true,176115,176115,176115,176115,true,176115,176115,176115,176115,true,176115,176115,176115,176115
true,250770,250770,250770,250770,true,156637,156637,159821,159821,true,105182,105182,105182,105182
true,412317,412317,412317,412317,true,300132,300132,300132,300132,true,300132,300132,300132,300132
true,576214,576214,576214,576214,true,463587,463587,463587,463587,true,463587,463587,463587,463587
true,240735,240735,240735,240735,true,165616,165616,165616,165616,true,116176,116176,116176,116176
true,134613,134613,134613,134613,true,114588,114588,114588,114588,true,114588,114588,114588,114588
true,352457,352457,352457,352457,true,253225,253225,271482,271482,true,229250,229250,229250,229250
true,46272,46272,46272,46272,true,46272,46272,46272,46272,true,46272,46272,46272,46272
true,239344,239344,239344,239344,true,136514,136514,136514,136514,true,136514,136514,136514,136514
true,233884,233884,233884,233884,true,173586,173586,173586,173586,true,173586,173586,173586,173586
true,305756,305756,305756,305756,true,201058,201058,213070,213070,true,166324,166324,166324,166324
true,735958,735958,735958,735958,true,477496,477496,494282,494282,true,463784,463784,463784,463784
true,69780,69780,69780,69780,true,59510,59510,59510,59510,true,59510,59510,59510,59510
true,181020,181020,181020,181020,true,109634,109634,109634,109634,true,109634,109634,109634,109634
true,237852,237852,237852,237852,true,213425,213425,223236,223236,true,213425,213425,213425,213425
true,219828,219828,219828,219828,true,157828,157828,157828,157828,true,157828,157828,157828,157828
true,60810,60810,60810,60810,true,60810,60810,60810,60810,true,60810,60810,60810,60810
true,240187,240187,240187,240187,true,153489,153489,173439,173439,true,153489,153489,153489,153489
true,159467,159467,159467,159467,true,109599,109599,109599,109599,true,109599,109599,109599,109599
true,153309,153309,153309,153309,true,98311,98311,106434,106434,true,97812,97812,97812,97812
true,108117,108117,108117,108117,true,68247,68247,78822,78822,true,59532,59532,59532,59532
true,284180,284180,284180,284180,true,209092,209092,209092,209092,true,195162,195162,195162,195162
true,392483,392483,392483,392483,true,277457,277457,277457,277457,true,221445,221445,221445,221445
true,185328,185328,185328,185328,true,164720,164720,164720,164720,true,164720,164720,164720,164720
true,210738,210738,210738,210738,true,111969,111969,111969,111969,true,110627,110627,110627,110627
true,164232,164232,164232,164232,true,108948,108948,108948,108948,true,108948,108948,108948,108948
true,122115,122115,122115,122115,true,68285,68285,68285,68285,true,68285,68285,68285,68285
true,181401,181401,181401,181401,true,142538,142538,142538,142538,true,142538,142538,142538,142538
true,83090,83090,83090,83090,true,83090,83090,83090,83090,true,83090,83090,83090,83090
true,171145,171145,171145,171145,true,162474,162474,162474,162474,true,162474,162474,162474,162474
true,333360,333360,333360,333360,true,217413,217413,217413,217413,true,217413,217413,217413,217413
true,133254,133254,133254,133254,true,86247,86247,86247,86247,true,86247,86247,86247,86247
true,85750,85750,85750,85750,true,50880,50880,50880,50880,true,50880,50880,50880,50880
true,74630,74630,74630,74630,true,62630,62630,62630,62630,true,62630,62630,62630,62630
true,57280,57280,57280,57280,true,48305,48305,48305,48305,true,48305,48305,48305,48305
true,73582,73582,73582,73582,true,44820,44820,55642,55642,true,44820,44820,44820,44820
true,270930,270930,270930,270930,true,162480,162480,164524,164524,true,162480,162480,162480,162480
true,181992,181992,181992,181992,true,106524,106524,106524,106524,true,106524,106524,106524,106524
true,343152,343152,343152,343152,true,278694,278694,278694,278694,true,245682,245682,245682,245682
true,203040,203040,203040,203040,true,141490,141490,141490,141490,true,111376,111376,111376,111376
true,63231,63231,63231,63231,true,55958,55958,55958,55958,true,55958,55958,55958,55958
true,99252,99252,99252,99252,true,69612,69612,69612,69612,true,69612,69612,69612,69612
true,125146,125146,125146,125146,true,125146,125146,125146,125146,true,125146,125146,125146,125146
true,237740,237740,237740,237740,true,237740,237740,237740,237740,true,237740,237740,237740,237740
true,394686,394686,394686,394686,true,286723,286723,286723,286723,true,286723,286723,286723,286723
true,259317,259317,259317,259317,true,173709,173709,173709,173709,true,173709,173709,173709,173709
true,337905,337905,337905,337905,true,207660,207660,215361,215361,true,178543,178543,178543,178543
true,79745,79745,79745,79745,true,54085,54085,54085,54085,true,54085,54085,54085,54085
true,157296,157296,157296,157296,true,132312,132312,132312,132312,true,132312,132312,132312,132312
true,199518,199518,199518,199518,true,127776,127776,127776,127776,true,81653,81653,81653,81653
true,254628,254628,254628,254628,true,229985,229985,229985,229985,true,229985,229985,229985,229985
true,148050,148050,148050,148050,true,100296,100296,100296,100296,true,100296,100296,100296,100296
true,162876,162876,162876,162876,true,106446,106446,106446,106446,true,106446,106446,106446,106446
true,130207,130207,130207,130207,true,96100,96100,96100,96100,true,96100,96100,96100,96100
true,273276,273276,273276,273276,true,273276,273276,273276,273276,true,273276,273276,273276,273276
true,471933,471933,471933,471933,true,322772,322772,322772,322772,true,322772,322772,322772,322772
true,65525,65525,65525,65525,true,41955,41955,41955,41955,true,41955,41955,41955,41955
true,33905,33905,33905,33905,true,23510,23510,23510,23510,true,23510,23510,23510,23510
true,44016,44016,44016,44016,true,36702,36702,36702,36702,true,36702,36702,36702,36702
true,138784,138784,138784,138784,true,106368,106368,106368,106368,true,106368,106368,106368,106368
true,332460,332460,332460,332460,true,205420,205420,258843,258843,true,205420,205420,205420,205420
true,158319,158319,158319,158319,true,158319,158319,158319,158319,true,158319,158319,158319,158319
true,109249,109249,109249,109249,true,95340,95340,95340,95340,true,95340,95340,95340,95340
true,326819,326819,326819,326819,true,249953,249953,249953,249953,true,249953,249953,249953,249953
true,591188,591188,591188,591188,true,404820,404820,404820,404820,true,404820,404820,404820,404820
true,251559,251559,251559,251559,true,164925,164925,173931,173931,true,134862,134862,134862,134862
true,119010,119010,119010,119010,true,84740,84740,84740,84740,true,84740,84740,84740,84740
true,120848,120848,120848,120848,true,84240,84240,84240,84240,true,84240,84240,84240,84240
true,118740,118740,118740,118740,true,114690,114690,114690,114690,true,114690,114690,114690,114690
true,161000,161000,161000,161000,true,141790,141790,141790,141790,true,141790,141790,141790,141790
true,316381,316381,316381,316381,true,212797,212797,224215,224215,true,186428,186428,186428,186428
true,121206,121206,121206,121206,true,62490,62490,70494,70494,true,61740,61740,61740,61740
true,283035,283035,283035,283035,true,214320,214320,214320,214320,true,214320,214320,214320,214320
true,255600,255600,255600,255600,true,160488,160488,160488,160488,true,160488,160488,160488,160488
true,120318,120318,120318,120318,true,120318,120318,120318,120318,true,120318,120318,120318,120318
true,396690,396690,396690,396690,true,254877,254877,254877,254877,true,253568,253568,253568,253568
true,104790,104790,104790,104790,true,99771,99771,99771,99771,true,99771,99771,99771,99771
true,97266,97266,97266,97266,true,79200,79200,79200,79200,true,79200,79200,79200,79200
true,177210,177210,177210,177210,true,126476,126476,132156,132156,true,126476,126476,126476,126476
true,256025,256025,256025,256025,true,177192,177192,177192,177192,true,141064,141064,141064,141064
true,82144,82144,82144,82144,true,60336,60336,60336,60336,true,60336,60336,60336,60336
true,266384,266384,266384,266384,true,178592,178592,187136,187136,true,178592,178592,178592,178592
true,91455,91455,91455,91455,true,88340,88340,88340,88340,true,88340,88340,88340,88340
true,540771,540771,540771,540771,true,342237,342237,368724,368724,true,248280,248280,248280,248280
true,120857,120857,120857,120857,true,94831,94831,94831,94831,true,94831,94831,94831,94831
true,346731,346731,346731,346731,true,210653,210653,210653,210653,true,210653,210653,210653,210653
true,155475,155475,155475,155475,true,121464,121464,122304,122304,true,121464,121464,121464,121464
true,97195,97195,97195,97195,true,77015,77015,77015,77015,true,63400,63400,63400,63400
true,243552,243552,243552,243552,true,231585,231585,231585,231585,true,231585,231585,231585,231585
true,151950,151950,151950,151950,true,89980,89980,112960,112960,true,89980,89980,89980,89980
true,123616,123616,123616,123616,true,77016,77016,77016,77016,true,70296,70296,70296,70296
true,67392,67392,67392,67392,true,57825,57825,57825,57825,true,57825,57825,57825,57825
true,196612,196612,196612,196612,true,143868,143868,143868,143868,true,143868,143868,143868,143868
true,101822,101822,101822,101822,true,68698,68698,68698,68698,true,62337,62337,62337,62337
true,75480,75480,75480,75480,true,55728,55728,55728,55728,true,55728,55728,55728,55728
true,172600,172600,172600,172600,true,172600,172600,172600,172600,true,172600,172600,172600,172600
true,144078,144078,144078,144078,true,85844,85844,85844,85844,true,85844,85844,85844,85844
true,100156,100156,100156,100156,true,58793,58793,58793,58793,true,58793,58793,58793,58793
true,327465,327465,327465,327465,true,228570,228570,228570,228570,true,228570,228570,228570,228570
true,103384,103384,103384,103384,true,76608,76608,76608,76608,true,76608,76608,76608,76608
true,171860,171860,171860,171860,true,142885,142885,142885,142885,true,142885,142885,142885,142885
true,432713,432713,432713,432713,true,263000,263000,265679,265679,true,239988,239988,239988,239988
true,85146,85146,85146,85146,true,53250,53250,53250,53250,true,53250,53250,53250,53250
true,434478,434478,434478,434478,true,278772,278772,278772,278772,true,278772,278772,278772,278772
true,123032,123032,123032,123032,true,66829,66829,66829,66829,true,66829,66829,66829,66829
true,144552,144552,144552,144552,true,112176,112176,116784,116784,true,112176,112176,112176,112176
true,182304,182304,182304,182304,true,137816,137816,137816,137816,true,137816,137816,137816,137816
true,132396,132396,132396,132396,true,87018,87018,92154,92154,true,70281,70281,70281,70281
true,184074,184074,184074,184074,true,118965,118965,118965,118965,true,118965,118965,118965,118965
true,141831,141831,141831,141831,true,95670,95670,98595,98595,true,95670,95670,95670,95670
true,355820,355820,355820,355820,true,355820,355820,355820,355820,true,355820,355820,355820,355820
true,181448,181448,181448,181448,true,110056,110056,110056,110056,true,110056,110056,110056,110056
true,164540,164540,164540,164540,true,99770,99770,99770,99770,true,99770,99770,99770,99770
true,202113,202113,202113,202113,true,144891,144891,148653,148653,true,144891,144891,144891,144891
true,110000,110000,110000,110000,true,106485,106485,106485,106485,true,106485,106485,106485,106485
true,142875,142875,142875,142875,true,127026,127026,127026,127026,true,127026,127026,127026,127026
true,270753,270753,270753,270753,true,262479,262479,262479,262479,true,262479,262479,262479,262479
true,197670,197670,197670,197670,true,138816,138816,138816,138816,true,138816,138816,138816,138816
true,243376,243376,243376,243376,true,168042,168042,202034,202034,true,168042,168042,168042,168042
true,179080,179080,179080,179080,true,108560,108560,108560,108560,true,108560,108560,108560,108560
true,300469,300469,300469,300469,true,254736,254736,271730,271730,true,254736,254736,254736,254736
true,65334,65334,65334,65334,true,52734,52734,52734,52734,true,52734,52734,52734,52734
true,94797,94797,94797,94797,true,57717,57717,57717,57717,true,57717,57717,57717,57717
true,130858,130858,130858,130858,true,109144,109144,109144,109144,true,109144,109144,109144,109144
true,179411,179411,179411,179411,true,132572,132572,132572,132572,true,132572,132572,132572,132572
true,155092,155092,155092,155092,true,117075,117075,117075,117075,true,117075,117075,117075,117075
true,65570,65570,65570,65570,true,34035,34035,34035,34035,true,34035,34035,34035,34035
true,210048,210048,210048,210048,true,136500,136500,136500,136500,true,136500,136500,136500,136500
true,233940,233940,233940,233940,true,169932,169932,169932,169932,true,169932,169932,169932,169932
true,239760,239760,239760,239760,true,156208,156208,156208,156208,true,156208,156208,156208,156208
true,240823,240823,240823,240823,true,152422,152422,152422,152422,true,152422,152422,152422,152422
true,232668,232668,232668,232668,true,128868,128868,128868,128868,true,128868,128868,128868,128868
true,206772,206772,206772,206772,true,182297,182297,182729,182729,true,182297,182297,182297,182297
true,709373,709373,709373,709373,true,442045,442045,525915,525915,true,405852,405852,405852,405852
