BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3
true,232111,232111,232111,232111,true,190751,190751,190751,190751,true,190751,190751,190751,190751
true,79536,79536,79536,79536,true,49200,49200,49200,49200,true,49200,49200,49200,49200
true,112236,112236,112236,112236,true,77202,77202,77202,77202,true,77202,77202,77202,77202
true,174420,174420,174420,174420,true,115750,115750,115750,115750,true,115750,115750,115750,115750
true,242610,242610,242610,242610,true,169390,169390,169390,169390,true,132930,132930,132930,132930
true,150745,150745,150745,150745,true,111433,111433,111433,111433,true,111433,111433,111433,111433
true,191808,191808,191808,191808,true,137634,137634,144837,144837,true,137634,137634,137634,137634
true,386370,386370,386370,386370,true,381587,381587,381587,381587,true,381587,381587,381587,381587
true,492493,492493,492493,492493,true,269450,269450,269450,269450,true,269450,269450,269450,269450
true,154980,154980,154980,154980,true,154980,154980,154980,154980,true,154980,154980,154980,154980
true,218764,218764,218764,218764,true,213108,213108,213108,213108,true,213108,213108,213108,213108
true,197448,197448,197448,197448,true,151074,151074,151074,151074,true,114804,114804,114804,114804
true,143055,143055,143055,143055,true,143055,143055,143055,143055,true,143055,143055,143055,143055
true,131838,131838,131838,131838,true,90580,90580,90580,90580,true,90580,90580,90580,90580
true,377979,377979,377979,377979,true,260374,260374,265335,265335,true,220878,220878,220878,220878
true,98210,98210,98210,98210,true,59283,59283,59283,59283,true,41433,41433,41433,41433
true,269154,269154,269154,269154,true,203438,203438,222822,222822,true,203438,203438,203438,203438
true,445596,445596,445596,445596,true,392436,392436,392436,392436,true,392436,392436,392436,392436
true,299364,299364,299364,299364,true,200545,200545,200545,200545,true,200545,200545,200545,200545
true,53775,53775,53775,53775,true,34092,34092,34092,34092,true,34092,34092,34092,34092
true,106808,106808,106808,106808,true,106464,106464,106464,106464,true,106464,106464,106464,106464
true,772270,772270,772270,772270,true,522116,522116,522116,522116,true,344723,344723,344723,344723
true,104565,104565,104565,104565,true,56050,56050,56050,56050,true,49730,49730,49730,49730
true,142335,142335,142335,142335,true,142335,142335,142335,142335,true,142335,142335,142335,142335
true,126348,126348,126348,126348,true,67500,67500,67500,67500,true,67500,67500,67500,67500
true,456150,456150,456150,456150,true,269441,269441,269441,269441,true,263358,263358,263358,263358
true,198072,198072,198072,198072,true,148905,148905,148905,148905,true,148905,148905,148905,148905
true,215436,215436,215436,215436,true,162474,162474,162474,162474,true,157360,157360,157360,157360
true,246832,246832,246832,246832,true,158032,158032,158032,158032,true,158032,158032,158032,158032
true,164754,164754,164754,164754,true,108540,108540,111861,111861,true,65367,65367,65367,65367
true,36636,36636,36636,36636,true,19686,19686,19686,19686,true,18660,18660,18660,18660
true,191584,191584,191584,191584,true,127864,127864,127864,127864,true,127864,127864,127864,127864
true,470316,470316,470316,470316,true,329406,329406,329406,329406,true,263466,263466,263466,263466
true,177396,177396,177396,177396,true,118524,118524,118524,118524,true,80768,80768,80768,80768
true,145120,145120,145120,145120,true,114288,114288,114288,114288,true,114288,114288,114288,114288
true,138556,138556,138556,138556,true,128986,128986,128986,128986,true,128986,128986,128986,128986
true,389850,389850,389850,389850,true,272918,272918,272918,272918,true,272918,272918,272918,272918
true,531832,531832,531832,531832,true,344232,344232,350653,350653,true,253358,253358,253358,253358
true,68072,68072,68072,68072,true,55968,55968,55968,55968,true,55968,55968,55968,55968
true,253680,253680,253680,253680,true,216324,216324,216324,216324,true,216324,216324,216324,216324
true,166077,166077,166077,166077,true,107730,107730,107730,107730,true,107730,107730,107730,107730
true,351285,351285,351285,351285,true,202275,202275,202275,202275,true,156915,156915,156915,156915
true,128982,128982,128982,128982,true,128982,128982,128982,128982,true,128982,128982,128982,128982
true,275904,275904,275904,275904,true,178300,178300,178300,178300,true,178300,178300,178300,178300
true,120624,120624,120624,120624,true,97472,97472,97472,97472,true,76041,76041,76041,76041
true,341032,341032,341032,341032,true,292131,292131,292131,292131,true,292131,292131,292131,292131
true,748524,748524,748524,748524,true,497988,497988,525153,525153,true,317343,317343,317343,317343
true,212895,212895,212895,212895,true,160560,160560,160560,160560,true,160560,160560,160560,160560
true,255012,255012,255012,255012,true,195576,195576,195576,195576,true,195576,195576,195576,195576
true,102012,102012,102012,102012,true,102012,102012,102012,102012,true,102012,102012,102012,102012
true,126960,126960,126960,126960,true,100796,100796,100796,100796,true,77976,77976,77976,77976
true,205996,205996,205996,205996,true,117628,117628,117628,117628,true,117628,117628,117628,117628
true,108816,108816,108816,108816,true,80088,80088,91224,91224,true,80088,80088,80088,80088
true,439843,439843,439843,439843,true,414526,414526,414526,414526,true,414526,414526,414526,414526
true,194733,194733,194733,194733,true,105314,105314,105314,105314,true,105314,105314,105314,105314
true,146412,146412,146412,146412,true,129321,129321,129321,129321,true,129321,129321,129321,129321
true,207478,207478,207478,207478,true,171071,171071,171071,171071,true,171071,171071,171071,171071
true,66960,66960,66960,66960,true,66960,66960,66960,66960,true,66960,66960,66960,66960
true,165008,165008,165008,165008,true,161248,161248,161248,161248,true,161248,161248,161248,161248
true,168366,168366,168366,168366,true,123585,123585,123585,123585,true,123585,123585,123585,123585
true,470117,470117,470117,470117,true,403744,403744,403744,403744,true,403744,403744,403744,403744
true,269046,269046,269046,269046,true,209106,209106,209106,209106,true,209106,209106,209106,209106
true,87732,87732,87732,87732,true,54096,54096,54096,54096,true,54096,54096,54096,54096
true,197604,197604,197604,197604,true,115668,115668,115668,115668,true,103600,103600,103600,103600
true,127610,127610,127610,127610,true,123728,123728,123728,123728,true,123728,123728,123728,123728
true,155925,155925,155925,155925,true,155925,155925,155925,155925,true,155925,155925,155925,155925
true,106673,106673,106673,106673,true,82511,82511,82511,82511,true,82511,82511,82511,82511
true,500390,500390,500390,500390,true,342650,342650,342650,342650,true,253154,253154,253154,253154
true,127056,127056,127056,127056,true,78544,78544,78544,78544,true,78544,78544,78544,78544
true,186510,186510,186510,186510,true,134040,134040,134040,134040,true,134040,134040,134040,134040
true,482760,482760,482760,482760,true,382720,382720,382720,382720,true,382720,382720,382720,382720
true,136006,136006,136006,136006,true,130404,130404,130404,130404,true,130404,130404,130404,130404
true,87768,87768,87768,87768,true,66912,66912,66912,66912,true,66912,66912,66912,66912
true,383472,383472,383472,383472,true,247077,247077,247077,247077,true,240093,240093,240093,240093
true,355316,355316,355316,355316,true,355316,355316,355316,355316,true,355316,355316,355316,355316
true,129312,129312,129312,129312,true,127971,127971,127971,127971,true,127971,127971,127971,127971
true,531020,531020,531020,531020,true,322364,322364,347172,347172,true,322364,322364,322364,322364
true,199736,199736,199736,199736,true,162810,162810,180828,180828,true,162810,162810,162810,162810
true,286858,286858,286858,286858,true,179758,179758,179758,179758,true,179758,179758,179758,179758
true,191781,191781,191781,191781,true,120420,120420,120420,120420,true,94228,94228,94228,94228
true,117792,117792,117792,117792,true,67356,67356,67356,67356,true,67356,67356,67356,67356
true,288255,288255,288255,288255,true,176595,176595,176595,176595,true,157158,157158,157158,157158
true,587300,587300,587300,587300,true,392625,392625,459473,459473,true,343898,343898,343898,343898
true,101598,101598,101598,101598,true,84568,84568,84568,84568,true,84568,84568,84568,84568
true,559026,559026,559026,559026,true,398476,398476,468546,468546,true,386451,386451,386451,386451
true,260226,260226,260226,260226,true,236430,236430,236430,236430,true,236430,236430,236430,236430
true,167424,167424,167424,167424,true,145054,145054,145054,145054,true,145054,145054,145054,145054
true,530584,530584,530584,530584,true,379175,379175,379175,379175,true,321059,321059,321059,321059
true,133152,133152,133152,133152,true,120842,120842,120842,120842,true,110162,110162,110162,110162
true,305430,305430,305430,305430,true,252875,252875,252875,252875,true,252875,252875,252875,252875
true,169800,169800,169800,169800,true,130346,130346,130346,130346,true,130346,130346,130346,130346
true,70416,70416,70416,70416,true,56925,56925,56925,56925,true,56925,56925,56925,56925
true,290564,290564,290564,290564,true,180897,180897,180897,180897,true,180897,180897,180897,180897
true,264876,264876,264876,264876,true,264876,264876,264876,264876,true,264876,264876,264876,264876
true,233590,233590,233590,233590,true,233590,233590,233590,233590,true,233590,233590,233590,233590
true,153104,153104,153104,153104,true,109216,109216,109216,109216,true,109216,109216,109216,109216
true,98440,98440,98440,98440,true,60231,60231,78310,78310,true,59575,59575,59575,59575
true,150084,150084,150084,150084,true,133848,133848,133848,133848,true,133848,133848,133848,133848
true,92440,92440,92440,92440,true,81654,81654,85710,85710,true,81654,81654,81654,81654
true,602910,602910,602910,602910,true,420420,420420,431134,431134,true,325215,325215,325215,325215
true,449480,449480,449480,449480,true,333897,333897,333897,333897,true,333897,333897,333897,333897
true,93786,93786,93786,93786,true,55836,55836,74166,74166,true,55836,55836,55836,55836
true,77274,77274,77274,77274,true,74079,74079,74079,74079,true,74079,74079,74079,74079
true,306798,306798,306798,306798,true,214909,214909,258438,258438,true,214909,214909,214909,214909
true,124860,124860,124860,124860,true,124860,124860,124860,124860,true,124860,124860,124860,124860
true,217532,217532,217532,217532,true,137354,137354,146888,146888,true,97818,97818,97818,97818
true,61900,61900,61900,61900,true,55340,55340,55340,55340,true,55340,55340,55340,55340
true,168930,168930,168930,168930,true,122144,122144,122144,122144,true,122144,122144,122144,122144
true,68845,68845,68845,68845,true,59055,59055,59055,59055,true,59055,59055,59055,59055
true,90816,90816,90816,90816,true,90816,90816,90816,90816,true,90816,90816,90816,90816
true,163770,163770,163770,163770,true,84420,84420,84420,84420,true,84110,84110,84110,84110
true,120192,120192,120192,120192,true,74880,74880,74880,74880,true,74880,74880,74880,74880
true,325983,325983,325983,325983,true,290092,290092,290092,290092,true,290092,290092,290092,290092
true,126270,126270,126270,126270,true,87305,87305,89095,89095,true,59726,59726,59726,59726
true,481027,481027,481027,481027,true,327876,327876,327876,327876,true,312418,312418,312418,312418
true,294950,294950,294950,294950,true,260773,260773,260773,260773,true,240135,240135,240135,240135
true,160765,160765,160765,160765,true,110244,110244,110244,110244,true,110244,110244,110244,110244
true,69748,69748,69748,69748,true,52351,52351,57781,57781,true,52351,52351,52351,52351
true,248079,248079,248079,248079,true,134797,134797,134797,134797,true,134797,134797,134797,134797
true,82645,82645,82645,82645,true,63860,63860,63860,63860,true,63860,63860,63860,63860
true,315810,315810,315810,315810,true,184374,184374,184374,184374,true,167076,167076,167076,167076
true,274442,274442,274442,274442,true,175840,175840,175840,175840,true,175840,175840,175840,175840
true,113310,113310,113310,113310,true,113310,113310,113310,113310,true,113310,113310,113310,113310
true,90414,90414,90414,90414,true,84519,84519,84519,84519,true,84519,84519,84519,84519
true,124630,124630,124630,124630,true,88900,88900,91580,91580,true,60060,60060,60060,60060
true,114890,114890,114890,114890,true,97930,97930,97930,97930,true,97930,97930,97930,97930
true,114569,114569,114569,114569,true,69713,69713,69713,69713,true,69713,69713,69713,69713
true,219756,219756,219756,219756,true,184500,184500,184500,184500,true,184500,184500,184500,184500
true,59235,59235,59235,59235,true,59235,59235,59235,59235,true,59235,59235,59235,59235
true,268090,268090,268090,268090,true,155669,155669,155669,155669,true,124389,124389,124389,124389
true,117040,117040,117040,117040,true,70483,70483,70483,70483,true,70483,70483,70483,70483
true,284928,284928,284928,284928,true,180720,180720,180720,180720,true,180720,180720,180720,180720
true,376008,376008,376008,376008,true,228024,228024,228024,228024,true,228024,228024,228024,228024
true,569589,569589,569589,569589,true,421424,421424,421424,421424,true,307193,307193,307193,307193
true,127883,127883,127883,127883,true,68698,68698,68698,68698,true,68698,68698,68698,68698
true,189706,189706,189706,189706,true,119144,119144,131450,131450,true,85855,85855,85855,85855
true,244998,244998,244998,244998,true,141544,141544,141544,141544,true,128400,128400,128400,128400
true,105900,105900,105900,105900,true,66695,66695,66695,66695,true,66695,66695,66695,66695
true,173796,173796,173796,173796,true,106320,106320,106320,106320,true,99072,99072,99072,99072
