BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2
true,107624,107624,107624,107624,true,98879,98879,98879,98879
true,95598,95598,95598,95598,true,55416,55416,55416,55416
true,133528,133528,133528,133528,true,118928,118928,118928,118928
true,377890,377890,377890,377890,true,365552,365552,365552,365552
true,182835,182835,182835,182835,true,163824,163824,163824,163824
true,53595,53595,53595,53595,true,52475,52475,52475,52475
true,86450,86450,86450,86450,true,57610,57610,57610,57610
true,32994,32994,32994,32994,true,32994,32994,32994,32994
true,50162,50162,50162,50162,true,50162,50162,50162,50162
true,84788,84788,84788,84788,true,46200,46200,46200,46200
true,296769,296769,296769,296769,true,230805,230805,230805,230805
true,43650,43650,43650,43650,true,28600,28600,28600,28600
true,301952,301952,301952,301952,true,234080,234080,234080,234080
true,465021,465021,465021,465021,true,306460,306460,306460,306460
true,37416,37416,37416,37416,true,27936,27936,27936,27936
true,187470,187470,187470,187470,true,163344,163344,163344,163344
true,259248,259248,259248,259248,true,259248,259248,259248,259248
true,110400,110400,110400,110400,true,110400,110400,110400,110400
true,508156,508156,508156,508156,true,387156,387156,387156,387156
true,72132,72132,72132,72132,true,42198,42198,42198,42198
true,50965,50965,50965,50965,true,36735,36735,36735,36735
true,167838,167838,167838,167838,true,160394,160394,160394,160394
true,62440,62440,62440,62440,true,62240,62240,62240,62240
true,238785,238785,238785,238785,true,177788,177788,177788,177788
true,163559,163559,163559,163559,true,120852,120852,120852,120852
true,48165,48165,48165,48165,true,36153,36153,36153,36153
true,87920,87920,87920,87920,true,78151,78151,78151,78151
true,743289,743289,743289,743289,true,574704,574704,574704,574704
true,117424,117424,117424,117424,true,117424,117424,117424,117424
true,179438,179438,179438,179438,true,112014,112014,112014,112014
true,395720,395720,395720,395720,true,345246,345246,345246,345246
true,130732,130732,130732,130732,true,105800,105800,105800,105800
true,153472,153472,153472,153472,true,94787,94787,94787,94787
true,69174,69174,69174,69174,true,69174,69174,69174,69174
true,198285,198285,198285,198285,true,198285,198285,198285,198285
true,84352,84352,84352,84352,true,61744,61744,61744,61744
true,110960,110960,110960,110960,true,66500,66500,66500,66500
true,104260,104260,104260,104260,true,75450,75450,75450,75450
true,107240,107240,107240,107240,true,107240,107240,107240,107240
true,193464,193464,193464,193464,true,190296,190296,190296,190296
true,100248,100248,100248,100248,true,100248,100248,100248,100248
true,93912,93912,93912,93912,true,74841,74841,74841,74841
true,90360,90360,90360,90360,true,90360,90360,90360,90360
true,72500,72500,72500,72500,true,48440,48440,48440,48440
true,31829,31829,31829,31829,true,31829,31829,31829,31829
true,360026,360026,360026,360026,true,302396,302396,302396,302396
true,167067,167067,167067,167067,true,167067,167067,167067,167067
true,296790,296790,296790,296790,true,285662,285662,285662,285662
true,239408,239408,239408,239408,true,239408,239408,239408,239408
true,146709,146709,146709,146709,true,146709,146709,146709,146709
true,299970,299970,299970,299970,true,296340,296340,296340,296340
true,37794,37794,37794,37794,true,37794,37794,37794,37794
true,104040,104040,104040,104040,true,61080,61080,61080,61080
true,71028,71028,71028,71028,true,63261,63261,63261,63261
true,200872,200872,200872,200872,true,177395,177395,177395,177395
true,312290,312290,312290,312290,true,230120,230120,230120,230120
true,91020,91020,91020,91020,true,91020,91020,91020,91020
true,171318,171318,171318,171318,true,150556,150556,150556,150556
true,187825,187825,187825,187825,true,187825,187825,187825,187825
true,182826,182826,182826,182826,true,174636,174636,174636,174636
true,386042,386042,386042,386042,true,365864,365864,365864,365864
true,104190,104190,104190,104190,true,104190,104190,104190,104190
true,92127,92127,92127,92127,true,92127,92127,92127,92127
true,143576,143576,143576,143576,true,80592,80592,80592,80592
true,57992,57992,57992,57992,true,57992,57992,57992,57992
true,131292,131292,131292,131292,true,131292,131292,131292,131292
true,52476,52476,52476,52476,true,52476,52476,52476,52476
true,516032,516032,516032,516032,true,401676,401676,401676,401676
true,88122,88122,88122,88122,true,60534,60534,60534,60534
true,103992,103992,103992,103992,true,103992,103992,103992,103992
true,85367,85367,85367,85367,true,46189,46189,46189,46189
true,38260,38260,38260,38260,true,38260,38260,38260,38260
true,211242,211242,211242,211242,true,211242,211242,211242,211242
true,273435,273435,273435,273435,true,273435,273435,273435,273435
true,98520,98520,98520,98520,true,76200,76200,76200,76200
true,240394,240394,240394,240394,true,157275,157275,157275,157275
true,24840,24840,24840,24840,true,20340,20340,20340,20340
true,405288,405288,405288,405288,true,289137,289137,289137,289137
true,122710,122710,122710,122710,true,97680,97680,97680,97680
true,211770,211770,211770,211770,true,131004,131004,131004,131004
true,158064,158064,158064,158064,true,158064,158064,158064,158064
true,324429,324429,324429,324429,true,201066,201066,201066,201066
true,140859,140859,140859,140859,true,140859,140859,140859,140859
true,153566,153566,153566,153566,true,138152,138152,138152,138152
true,47551,47551,47551,47551,true,45038,45038,45038,45038
true,138992,138992,138992,138992,true,138992,138992,138992,138992
true,325500,325500,325500,325500,true,239085,239085,239085,239085
true,108834,108834,108834,108834,true,89562,89562,89562,89562
true,109040,109040,109040,109040,true,67280,67280,67280,67280
true,237090,237090,237090,237090,true,167958,167958,167958,167958
true,56688,56688,56688,56688,true,50736,50736,50736,50736
true,323424,323424,323424,323424,true,323424,323424,323424,323424
true,139678,139678,139678,139678,true,139678,139678,139678,139678
true,70116,70116,70116,70116,true,70116,70116,70116,70116
true,163950,163950,163950,163950,true,106605,106605,106605,106605
true,241891,241891,241891,241891,true,160196,160196,160196,160196
true,177640,177640,177640,177640,true,104350,104350,104350,104350
true,71239,71239,71239,71239,true,71239,71239,71239,71239
true,91180,91180,91180,91180,true,62440,62440,62440,62440
true,118674,118674,118674,118674,true,97974,97974,97974,97974
true,75990,75990,75990,75990,true,75990,75990,75990,75990
true,141207,141207,141207,141207,true,101442,101442,101442,101442
true,73017,73017,73017,73017,true,49221,49221,49221,49221
true,88088,88088,88088,88088,true,88088,88088,88088,88088
true,62931,62931,62931,62931,true,62931,62931,62931,62931
true,248860,248860,248860,248860,true,248860,248860,248860,248860
true,99576,99576,99576,99576,true,64750,64750,64750,64750
true,200279,200279,200279,200279,true,162032,162032,162032,162032
true,197490,197490,197490,197490,true,183628,183628,183628,183628
true,120244,120244,120244,120244,true,117001,117001,117001,117001
true,358944,358944,358944,358944,true,358944,358944,358944,358944
true,256848,256848,256848,256848,true,194568,194568,194568,194568
true,61650,61650,61650,61650,true,45220,45220,45220,45220
true,84050,84050,84050,84050,true,57620,57620,57620,57620
true,120528,120528,120528,120528,true,120528,120528,120528,120528
true,55105,55105,55105,55105,true,44395,44395,44395,44395
true,102976,102976,102976,102976,true,102976,102976,102976,102976
true,142389,142389,142389,142389,true,91674,91674,91674,91674
true,250200,250200,250200,250200,true,164745,164745,164745,164745
true,386979,386979,386979,386979,true,386979,386979,386979,386979
true,137995,137995,137995,137995,true,110786,110786,110786,110786
true,350428,350428,350428,350428,true,275834,275834,275834,275834
true,116405,116405,116405,116405,true,67694,67694,67694,67694
true,452676,452676,452676,452676,true,422674,422674,422674,422674
true,80610,80610,80610,80610,true,68016,68016,68016,68016
true,236262,236262,236262,236262,true,223912,223912,223912,223912
true,205072,205072,205072,205072,true,205072,205072,205072,205072
true,115181,115181,115181,115181,true,115181,115181,115181,115181
true,89442,89442,89442,89442,true,89442,89442,89442,89442
true,150214,150214,150214,150214,true,146947,146947,146947,146947
true,328566,328566,328566,328566,true,234213,234213,234213,234213
true,171654,171654,171654,171654,true,106484,106484,106484,106484
true,219903,219903,219903,219903,true,219903,219903,219903,219903
true,120220,120220,120220,120220,true,120220,120220,120220,120220
true,158376,158376,158376,158376,true,141248,141248,141248,141248
true,217971,217971,217971,217971,true,175237,175237,175237,175237
true,105111,105111,105111,105111,true,83520,83520,83520,83520
true,220460,220460,220460,220460,true,220460,220460,220460,220460
true,140030,140030,140030,140030,true,94753,94753,94753,94753
true,127466,127466,127466,127466,true,98952,98952,98952,98952
true,42800,42800,42800,42800,true,42800,42800,42800,42800
true,117585,117585,117585,117585,true,66664,66664,66664,66664
true,113040,113040,113040,113040,true,73104,73104,73104,73104
true,416080,416080,416080,416080,true,314188,314188,314188,314188
true,528728,528728,528728,528728,true,333326,333326,333326,333326
true,157440,157440,157440,157440,true,157440,157440,157440,157440
true,164255,164255,164255,164255,true,164255,164255,164255,164255
true,106392,106392,106392,106392,true,106392,106392,106392,106392
true,172886,172886,172886,172886,true,136066,136066,136066,136066
true,223873,223873,223873,223873,true,186084,186084,186084,186084
true,448868,448868,448868,448868,true,392700,392700,392700,392700
true,229212,229212,229212,229212,true,229212,229212,229212,229212
true,189165,189165,189165,189165,true,152074,152074,152074,152074
true,522929,522929,522929,522929,true,380391,380391,380391,380391
true,113168,113168,113168,113168,true,95584,95584,95584,95584
true,113380,113380,113380,113380,true,98096,98096,98096,98096
true,355410,355410,355410,355410,true,244800,244800,244800,244800
true,158238,158238,158238,158238,true,151112,151112,151112,151112
true,549910,549910,549910,549910,true,346176,346176,346176,346176
true,74520,74520,74520,74520,true,74520,74520,74520,74520
true,329475,329475,329475,329475,true,258550,258550,258550,258550
true,273866,273866,273866,273866,true,169043,169043,169043,169043
true,156253,156253,156253,156253,true,116831,116831,116831,116831
true,139916,139916,139916,139916,true,132664,132664,132664,132664
true,136455,136455,136455,136455,true,102795,102795,102795,102795
true,157212,157212,157212,157212,true,111749,111749,111749,111749
true,175648,175648,175648,175648,true,134055,134055,134055,134055
true,53757,53757,53757,53757,true,53757,53757,53757,53757
true,133760,133760,133760,133760,true,133760,133760,133760,133760
true,253965,253965,253965,253965,true,159330,159330,159330,159330
true,100765,100765,100765,100765,true,100765,100765,100765,100765
true,299882,299882,299882,299882,true,211838,211838,211838,211838
true,145938,145938,145938,145938,true,119106,119106,119106,119106
true,291728,291728,291728,291728,true,216832,216832,216832,216832
true,212784,212784,212784,212784,true,115531,115531,115531,115531
true,153576,153576,153576,153576,true,153576,153576,153576,153576
true,34415,34415,34415,34415,true,20325,20325,20325,20325
true,379944,379944,379944,379944,true,349056,349056,349056,349056
true,202792,202792,202792,202792,true,155092,155092,155092,155092
true,196588,196588,196588,196588,true,143122,143122,143122,143122
true,414909,414909,414909,414909,true,366486,366486,366486,366486
true,224840,224840,224840,224840,true,175080,175080,175080,175080
true,135864,135864,135864,135864,true,135864,135864,135864,135864
true,102718,102718,102718,102718,true,60784,60784,60784,60784
true,433472,433472,433472,433472,true,294372,294372,294372,294372
true,253589,253589,253589,253589,true,184008,184008,184008,184008
true,122746,122746,122746,122746,true,112914,112914,112914,112914
true,425100,425100,425100,425100,true,420888,420888,420888,420888
true,106589,106589,106589,106589,true,106589,106589,106589,106589
true,197676,197676,197676,197676,true,197676,197676,197676,197676
true,136240,136240,136240,136240,true,136240,136240,136240,136240
true,69715,69715,69715,69715,true,46565,46565,46565,46565
true,86457,86457,86457,86457,true,86457,86457,86457,86457
true,154912,154912,154912,154912,true,154912,154912,154912,154912
true,487260,487260,487260,487260,true,293944,293944,293944,293944
true,105378,105378,105378,105378,true,105378,105378,105378,105378
true,54260,54260,54260,54260,true,54260,54260,54260,54260
true,323882,323882,323882,323882,true,243412,243412,243412,243412
true,131408,131408,131408,131408,true,131408,131408,131408,131408
true,138924,138924,138924,138924,true,138924,138924,138924,138924
true,86580,86580,86580,86580,true,86054,86054,86054,86054
true,153736,153736,153736,153736,true,114543,114543,114543,114543
true,350693,350693,350693,350693,true,191437,191437,191437,191437
true,188851,188851,188851,188851,true,188851,188851,188851,188851
true,185440,185440,185440,185440,true,102960,102960,102960,102960
true,44170,44170,44170,44170,true,44170,44170,44170,44170
true,143600,143600,143600,143600,true,132444,132444,132444,132444
true,188640,188640,188640,188640,true,188640,188640,188640,188640
true,213049,213049,213049,213049,true,162540,162540,162540,162540
true,153330,153330,153330,153330,true,153330,153330,153330,153330
true,133805,133805,133805,133805,true,69566,69566,69566,69566
true,267536,267536,267536,267536,true,207240,207240,207240,207240
true,162260,162260,162260,162260,true,151740,151740,151740,151740
true,177840,177840,177840,177840,true,177840,177840,177840,177840
true,109791,109791,109791,109791,true,109791,109791,109791,109791
true,60876,60876,60876,60876,true,60876,60876,60876,60876
true,128350,128350,128350,128350,true,68670,68670,68670,68670
true,330652,330652,330652,330652,true,240324,240324,240324,240324
true,99702,99702,99702,99702,true,99702,99702,99702,99702
true,158340,158340,158340,158340,true,142856,142856,142856,142856
true,206970,206970,206970,206970,true,158895,158895,158895,158895
true,92820,92820,92820,92820,true,92820,92820,92820,92820
true,72010,72010,72010,72010,true,72010,72010,72010,72010
true,267251,267251,267251,267251,true,267251,267251,267251,267251
true,80480,80480,80480,80480,true,80480,80480,80480,80480
true,317563,317563,317563,317563,true,256958,256958,256958,256958
true,146471,146471,146471,146471,true,96083,96083,96083,96083
true,49930,49930,49930,49930,true,36910,36910,36910,36910
true,129970,129970,129970,129970,true,92130,92130,92130,92130
true,153333,153333,153333,153333,true,89973,89973,89973,89973
true,308500,308500,308500,308500,true,308500,308500,308500,308500
true,116613,116613,116613,116613,true,61749,61749,61749,61749
true,90324,90324,90324,90324,true,78200,78200,78200,78200
true,416953,416953,416953,416953,true,363916,363916,363916,363916
true,158288,158288,158288,158288,true,158288,158288,158288,158288
true,54558,54558,54558,54558,true,54558,54558,54558,54558
true,197532,197532,197532,197532,true,132930,132930,132930,132930
true,181980,181980,181980,181980,true,143580,143580,143580,143580
true,73456,73456,73456,73456,true,62448,62448,62448,62448
true,116350,116350,116350,116350,true,116350,116350,116350,116350
true,122128,122128,122128,122128,true,111771,111771,111771,111771
true,112910,112910,112910,112910,true,76230,76230,76230,76230
true,390260,390260,390260,390260,true,254774,254774,254774,254774
true,317064,317064,317064,317064,true,250464,250464,250464,250464
true,75045,75045,75045,75045,true,75045,75045,75045,75045
true,312001,312001,312001,312001,true,194752,194752,194752,194752
true,37150,37150,37150,37150,true,32510,32510,32510,32510
true,82212,82212,82212,82212,true,66708,66708,66708,66708
true,249616,249616,249616,249616,true,249616,249616,249616,249616
true,197820,197820,197820,197820,true,166037,166037,166037,166037
true,213376,213376,213376,213376,true,165536,165536,165536,165536
true,197532,197532,197532,197532,true,123498,123498,123498,123498
true,203193,203193,203193,203193,true,130520,130520,130520,130520
true,500395,500395,500395,500395,true,373346,373346,373346,373346
true,57424,57424,57424,57424,true,57424,57424,57424,57424
true,184800,184800,184800,184800,true,129608,129608,129608,129608
true,73935,73935,73935,73935,true,43230,43230,43230,43230
true,418418,418418,418418,418418,true,365832,365832,365832,365832
true,262390,262390,262390,262390,true,207879,207879,207879,207879
true,353870,353870,353870,353870,true,348390,348390,348390,348390
true,125888,125888,125888,125888,true,125888,125888,125888,125888
true,230506,230506,230506,230506,true,158088,158088,158088,158088
true,120264,120264,120264,120264,true,120264,120264,120264,120264
true,278496,278496,278496,278496,true,175536,175536,175536,175536
true,275760,275760,275760,275760,true,275760,275760,275760,275760
true,286280,286280,286280,286280,true,183277,183277,183277,183277
true,256245,256245,256245,256245,true,256245,256245,256245,256245
true,509150,509150,509150,509150,true,357578,357578,357578,357578
true,269824,269824,269824,269824,true,159256,159256,159256,159256
true,203568,203568,203568,203568,true,160656,160656,160656,160656
true,310170,310170,310170,310170,true,179529,179529,179529,179529
true,117280,117280,117280,117280,true,105840,105840,105840,105840
true,161681,161681,161681,161681,true,161681,161681,161681,161681
true,156094,156094,156094,156094,true,137666,137666,137666,137666
true,195669,195669,195669,195669,true,195669,195669,195669,195669
true,180705,180705,180705,180705,true,148905,148905,148905,148905
true,96312,96312,96312,96312,true,76840,76840,76840,76840
true,115850,115850,115850,115850,true,115850,115850,115850,115850
true,403677,403677,403677,403677,true,236871,236871,236871,236871
true,46890,46890,46890,46890,true,46890,46890,46890,46890
true,119720,119720,119720,119720,true,90702,90702,90702,90702
true,230280,230280,230280,230280,true,167715,167715,167715,167715
true,107195,107195,107195,107195,true,107195,107195,107195,107195
true,507192,507192,507192,507192,true,432222,432222,432222,432222
true,186251,186251,186251,186251,true,142116,142116,142116,142116
true,35872,35872,35872,35872,true,35872,35872,35872,35872
true,521196,521196,521196,521196,true,424047,424047,424047,424047
true,305604,305604,305604,305604,true,260182,260182,260182,260182
true,60552,60552,60552,60552,true,52866,52866,52866,52866
true,180795,180795,180795,180795,true,132430,132430,132430,132430
true,65128,65128,65128,65128,true,54929,54929,54929,54929
true,31332,31332,31332,31332,true,31332,31332,31332,31332
true,65784,65784,65784,65784,true,65784,65784,65784,65784
true,94473,94473,94473,94473,true,76563,76563,76563,76563
true,231300,231300,231300,231300,true,231300,231300,231300,231300
true,323228,323228,323228,323228,true,301988,301988,301988,301988
true,111726,111726,111726,111726,true,92655,92655,92655,92655
true,68570,68570,68570,68570,true,58400,58400,58400,58400
true,150654,150654,150654,150654,true,91420,91420,91420,91420
true,437970,437970,437970,437970,true,373113,373113,373113,373113
true,312740,312740,312740,312740,true,312740,312740,312740,312740
true,48395,48395,48395,48395,true,39135,39135,39135,39135
true,96162,96162,96162,96162,true,96162,96162,96162,96162
true,68504,68504,68504,68504,true,68504,68504,68504,68504
true,363300,363300,363300,363300,true,262332,262332,262332,262332
true,113538,113538,113538,113538,true,60096,60096,60096,60096
true,283050,283050,283050,283050,true,187697,187697,187697,187697
true,173394,173394,173394,173394,true,173394,173394,173394,173394
true,328644,328644,328644,328644,true,183150,183150,183150,183150
true,69069,69069,69069,69069,true,69069,69069,69069,69069
true,121536,121536,121536,121536,true,119808,119808,119808,119808
true,339216,339216,339216,339216,true,219856,219856,219856,219856
true,299338,299338,299338,299338,true,194428,194428,194428,194428
true,58311,58311,58311,58311,true,38673,38673,38673,38673
true,162032,162032,162032,162032,true,148466,148466,148466,148466
true,130740,130740,130740,130740,true,117348,117348,117348,117348
true,114438,114438,114438,114438,true,65976,65976,65976,65976
true,114959,114959,114959,114959,true,65234,65234,65234,65234
true,172848,172848,172848,172848,true,172848,172848,172848,172848
true,241756,241756,241756,241756,true,195415,195415,195415,195415
true,32620,32620,32620,32620,true,32620,32620,32620,32620
true,269300,269300,269300,269300,true,236650,236650,236650,236650
true,42790,42790,42790,42790,true,32200,32200,32200,32200
true,70140,70140,70140,70140,true,70140,70140,70140,70140
true,280508,280508,280508,280508,true,221950,221950,221950,221950
true,51260,51260,51260,51260,true,33275,33275,33275,33275
true,160901,160901,160901,160901,true,132832,132832,132832,132832
true,184187,184187,184187,184187,true,119835,119835,119835,119835
true,399487,399487,399487,399487,true,224020,224020,224020,224020
true,172809,172809,172809,172809,true,131287,131287,131287,131287
true,638443,638443,638443,638443,true,353728,353728,353728,353728
true,203688,203688,203688,203688,true,117288,117288,117288,117288
true,365079,365079,365079,365079,true,334840,334840,334840,334840
true,153440,153440,153440,153440,true,145320,145320,145320,145320
true,175560,175560,175560,175560,true,175560,175560,175560,175560
true,142380,142380,142380,142380,true,142380,142380,142380,142380
true,304050,304050,304050,304050,true,209025,209025,209025,209025
true,65865,65865,65865,65865,true,54295,54295,54295,54295
true,121398,121398,121398,121398,true,94048,94048,94048,94048
true,218615,218615,218615,218615,true,199175,199175,199175,199175
true,101381,101381,101381,101381,true,60011,60011,60011,60011
true,195640,195640,195640,195640,true,140920,140920,140920,140920
true,110460,110460,110460,110460,true,92136,92136,92136,92136
true,38533,38533,38533,38533,true,29580,29580,29580,29580
true,47310,47310,47310,47310,true,44100,44100,44100,44100
true,122560,122560,122560,122560,true,83180,83180,83180,83180
true,148806,148806,148806,148806,true,122904,122904,122904,122904
true,240984,240984,240984,240984,true,240984,240984,240984,240984
true,273840,273840,273840,273840,true,172845,172845,172845,172845
true,195102,195102,195102,195102,true,146525,146525,146525,146525
true,140250,140250,140250,140250,true,126944,126944,126944,126944
true,75501,75501,75501,75501,true,75501,75501,75501,75501
true,78550,78550,78550,78550,true,78550,78550,78550,78550
true,120690,120690,120690,120690,true,101244,101244,101244,101244
true,39738,39738,39738,39738,true,25956,25956,25956,25956
true,41520,41520,41520,41520,true,41520,41520,41520,41520
true,150240,150240,150240,150240,true,150240,150240,150240,150240
true,157773,157773,157773,157773,true,95920,95920,95920,95920
true,432390,432390,432390,432390,true,427791,427791,427791,427791
true,66550,66550,66550,66550,true,66550,66550,66550,66550
true,437696,437696,437696,437696,true,313696,313696,313696,313696
true,110912,110912,110912,110912,true,78504,78504,78504,78504
true,88605,88605,88605,88605,true,48020,48020,48020,48020
true,59480,59480,59480,59480,true,59480,59480,59480,59480
true,132548,132548,132548,132548,true,132548,132548,132548,132548
true,64998,64998,64998,64998,true,64998,64998,64998,64998
true,230985,230985,230985,230985,true,211140,211140,211140,211140
true,243562,243562,243562,243562,true,223476,223476,223476,223476
true,36996,36996,36996,36996,true,36996,36996,36996,36996
true,83769,83769,83769,83769,true,54397,54397,54397,54397
true,128898,128898,128898,128898,true,94006,94006,94006,94006
true,217288,217288,217288,217288,true,170375,170375,170375,170375
true,88044,88044,88044,88044,true,88044,88044,88044,88044
true,476736,476736,476736,476736,true,332320,332320,332320,332320
true,170810,170810,170810,170810,true,170810,170810,170810,170810
true,509085,509085,509085,509085,true,446039,446039,446039,446039
true,41172,41172,41172,41172,true,37440,37440,37440,37440
true,289296,289296,289296,289296,true,226800,226800,226800,226800
true,109054,109054,109054,109054,true,85525,85525,85525,85525
true,541380,541380,541380,541380,true,359800,359800,359800,359800
true,162315,162315,162315,162315,true,145935,145935,145935,145935
true,259644,259644,259644,259644,true,259644,259644,259644,259644
true,76566,76566,76566,76566,true,76566,76566,76566,76566
true,83656,83656,83656,83656,true,67544,67544,67544,67544
true,145404,145404,145404,145404,true,145404,145404,145404,145404
true,34195,34195,34195,34195,true,34195,34195,34195,34195
true,60860,60860,60860,60860,true,46955,46955,46955,46955
true,185225,185225,185225,185225,true,185225,185225,185225,185225
true,155288,155288,155288,155288,true,136629,136629,136629,136629
true,110952,110952,110952,110952,true,110952,110952,110952,110952
true,233406,233406,233406,233406,true,158094,158094,158094,158094
true,53688,53688,53688,53688,true,53688,53688,53688,53688
true,67998,67998,67998,67998,true,67998,67998,67998,67998
true,193378,193378,193378,193378,true,193378,193378,193378,193378
true,549747,549747,549747,549747,true,325053,325053,325053,325053
true,219811,219811,219811,219811,true,151829,151829,151829,151829
true,344061,344061,344061,344061,true,235791,235791,235791,235791
true,175058,175058,175058,175058,true,175058,175058,175058,175058
true,108376,108376,108376,108376,true,87423,87423,87423,87423
true,116543,116543,116543,116543,true,116543,116543,116543,116543
true,318782,318782,318782,318782,true,318782,318782,318782,318782
true,111080,111080,111080,111080,true,111080,111080,111080,111080
true,79266,79266,79266,79266,true,54306,54306,54306,54306
true,333962,333962,333962,333962,true,305970,305970,305970,305970
true,305256,305256,305256,305256,true,247872,247872,247872,247872
true,72128,72128,72128,72128,true,52948,52948,52948,52948
true,79646,79646,79646,79646,true,51793,51793,51793,51793
true,283130,283130,283130,283130,true,198090,198090,198090,198090
true,57192,57192,57192,57192,true,40560,40560,40560,40560
true,121374,121374,121374,121374,true,89276,89276,89276,89276
true,145440,145440,145440,145440,true,139710,139710,139710,139710
true,93100,93100,93100,93100,true,58002,58002,58002,58002
true,167849,167849,167849,167849,true,114411,114411,114411,114411
true,251064,251064,251064,251064,true,251064,251064,251064,251064
true,212142,212142,212142,212142,true,196014,196014,196014,196014
true,117138,117138,117138,117138,true,111720,111720,111720,111720
true,64470,64470,64470,64470,true,59787,59787,59787,59787
true,98544,98544,98544,98544,true,53886,53886,53886,53886
true,390443,390443,390443,390443,true,293888,293888,293888,293888
true,302956,302956,302956,302956,true,228114,228114,228114,228114
true,301944,301944,301944,301944,true,184575,184575,184575,184575
true,249825,249825,249825,249825,true,156960,156960,156960,156960
true,210231,210231,210231,210231,true,201789,201789,201789,201789
true,82368,82368,82368,82368,true,82368,82368,82368,82368
true,130600,130600,130600,130600,true,130600,130600,130600,130600
true,201871,201871,201871,201871,true,136114,136114,136114,136114
true,265020,265020,265020,265020,true,200424,200424,200424,200424
true,428640,428640,428640,428640,true,334890,334890,334890,334890
true,351600,351600,351600,351600,true,201740,201740,201740,201740
true,362880,362880,362880,362880,true,340384,340384,340384,340384
true,96216,96216,96216,96216,true,89940,89940,89940,89940
true,300216,300216,300216,300216,true,212856,212856,212856,212856
true,78141,78141,78141,78141,true,78141,78141,78141,78141
true,560552,560552,560552,560552,true,419717,419717,419717,419717
true,67131,67131,67131,67131,true,43416,43416,43416,43416
true,135267,135267,135267,135267,true,135267,135267,135267,135267
true,93640,93640,93640,93640,true,67120,67120,67120,67120
true,162015,162015,162015,162015,true,162015,162015,162015,162015
true,149501,149501,149501,149501,true,111705,111705,111705,111705
true,386334,386334,386334,386334,true,386334,386334,386334,386334
true,30744,30744,30744,30744,true,22480,22480,22480,22480
true,61965,61965,61965,61965,true,61164,61164,61164,61164
true,47060,47060,47060,47060,true,30165,30165,30165,30165
true,121310,121310,121310,121310,true,74529,74529,74529,74529
true,69740,69740,69740,69740,true,69740,69740,69740,69740
true,46528,46528,46528,46528,true,46528,46528,46528,46528
true,58098,58098,58098,58098,true,58098,58098,58098,58098
true,137800,137800,137800,137800,true,113802,113802,113802,113802
true,166250,166250,166250,166250,true,147953,147953,147953,147953
true,51357,51357,51357,51357,true,51357,51357,51357,51357
true,82692,82692,82692,82692,true,59328,59328,59328,59328
true,114354,114354,114354,114354,true,70344,70344,70344,70344
true,223600,223600,223600,223600,true,143616,143616,143616,143616
true,76848,76848,76848,76848,true,70880,70880,70880,70880
true,271325,271325,271325,271325,true,271325,271325,271325,271325
true,72974,72974,72974,72974,true,72974,72974,72974,72974
true,128800,128800,128800,128800,true,128800,128800,128800,128800
true,166710,166710,166710,166710,true,166710,166710,166710,166710
true,127990,127990,127990,127990,true,79924,79924,79924,79924
true,80540,80540,80540,80540,true,80540,80540,80540,80540
true,116545,116545,116545,116545,true,84326,84326,84326,84326
true,84150,84150,84150,84150,true,80199,80199,80199,80199
true,292971,292971,292971,292971,true,181398,181398,181398,181398
true,98520,98520,98520,98520,true,51678,51678,51678,51678
true,126340,126340,126340,126340,true,119820,119820,119820,119820
true,229789,229789,229789,229789,true,149804,149804,149804,149804
true,55910,55910,55910,55910,true,44460,44460,44460,44460
true,219009,219009,219009,219009,true,172011,172011,172011,172011
true,42240,42240,42240,42240,true,28632,28632,28632,28632
true,123100,123100,123100,123100,true,115450,115450,115450,115450
true,149513,149513,149513,149513,true,149513,149513,149513,149513
true,121975,121975,121975,121975,true,71029,71029,71029,71029
true,132146,132146,132146,132146,true,103754,103754,103754,103754
true,111113,111113,111113,111113,true,111113,111113,111113,111113
true,571064,571064,571064,571064,true,505062,505062,505062,505062
true,76570,76570,76570,76570,true,40300,40300,40300,40300
true,415038,415038,415038,415038,true,415038,415038,415038,415038
true,336744,336744,336744,336744,true,317072,317072,317072,317072
true,195648,195648,195648,195648,true,152992,152992,152992,152992
true,34355,34355,34355,34355,true,34355,34355,34355,34355
true,97860,97860,97860,97860,true,68852,68852,68852,68852
true,509268,509268,509268,509268,true,290160,290160,290160,290160
true,35230,35230,35230,35230,true,28320,28320,28320,28320
true,51372,51372,51372,51372,true,42471,42471,42471,42471
true,370094,370094,370094,370094,true,352384,352384,352384,352384
true,148105,148105,148105,148105,true,95380,95380,95380,95380
true,105664,105664,105664,105664,true,105664,105664,105664,105664
true,349940,349940,349940,349940,true,302976,302976,302976,302976
true,193920,193920,193920,193920,true,122388,122388,122388,122388
true,188496,188496,188496,188496,true,144858,144858,144858,144858
true,83514,83514,83514,83514,true,83514,83514,83514,83514
true,167742,167742,167742,167742,true,167742,167742,167742,167742
true,101600,101600,101600,101600,true,94460,94460,94460,94460
true,55746,55746,55746,55746,true,43010,43010,43010,43010
true,159810,159810,159810,159810,true,159810,159810,159810,159810
true,160542,160542,160542,160542,true,98351,98351,98351,98351
