BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5
true,493710,493710,493710,493710,true,305032,305032,305032,305032,true,249928,249928,249928,249928,true,249928,249928,249928,249928,true,249928,249928,249928,249928
true,134225,134225,134225,134225,true,89390,89390,89992,89992,true,89390,89390,89390,89390,true,89390,89390,89390,89390,true,89390,89390,89390,89390
true,254352,254352,254352,254352,true,155240,155240,164328,164328,true,128216,128216,128216,128216,true,128216,128216,128216,128216,true,128216,128216,128216,128216
true,159222,159222,159222,159222,true,123012,123012,123012,123012,true,123012,123012,123012,123012,true,123012,123012,123012,123012,true,123012,123012,123012,123012
true,272767,272767,272767,272767,true,224004,224004,242176,242176,true,224004,224004,224004,224004,true,224004,224004,224004,224004,true,224004,224004,224004,224004
true,524552,524552,524552,524552,true,323154,323154,344590,344590,true,323154,323154,323154,323154,true,323154,323154,323154,323154,true,323154,323154,323154,323154
true,306880,306880,306880,306880,true,268136,268136,268136,268136,true,236792,236792,236792,236792,true,236792,236792,236792,236792,true,236792,236792,236792,236792
true,279300,279300,279300,279300,true,154336,154336,166544,166544,true,125986,126868,139076,139076,true,123074,123074,125986,125986,true,123074,123074,123074,123074
true,300400,300400,300400,300400,true,232339,232339,232339,232339,true,218336,218336,218336,218336,true,218336,218336,218336,218336,true,218336,218336,218336,218336
true,131425,131425,131425,131425,true,80410,80410,80410,80410,true,80410,80410,80410,80410,true,80410,80410,80410,80410,true,80410,80410,80410,80410
true,700272,700272,700272,700272,true,407058,409268,432360,432360,true,300468,300468,300468,300468,true,241800,241800,289368,289368,true,232008,232008,232008,232008
true,213680,213680,213680,213680,true,146100,146100,151660,151660,true,146100,146100,146100,146100,true,146100,146100,146100,146100,true,146100,146100,146100,146100
true,457086,457086,457086,457086,true,316960,316960,316960,316960,true,305988,305988,305988,305988,true,305988,305988,305988,305988,true,305988,305988,305988,305988
true,1184257,1184257,1184257,1184257,true,652767,652767,652767,652767,true,557037,557037,599137,599137,true,509920,509920,539028,539028,true,495264,495264,495264,495264
true,626724,626724,626724,626724,true,367827,367827,463704,463704,true,294372,303357,352782,352782,true,253725,253725,253725,253725,true,253725,253725,253725,253725
true,225153,225153,225153,225153,true,203994,203994,203994,203994,true,203994,203994,203994,203994,true,203994,203994,203994,203994,true,203994,203994,203994,203994
true,253116,253116,253116,253116,true,217494,217494,217494,217494,true,217494,217494,217494,217494,true,217494,217494,217494,217494,true,217494,217494,217494,217494
true,322883,322883,322883,322883,true,299464,299464,299464,299464,true,299464,299464,299464,299464,true,299464,299464,299464,299464,true,299464,299464,299464,299464
true,274617,274617,274617,274617,true,155044,155044,176939,176939,true,113001,113001,113001,113001,true,106476,106476,106476,106476,true,106476,106476,106476,106476
true,222660,222660,222660,222660,true,117576,118017,139500,139500,true,108315,108315,108315,108315,true,108315,108315,108315,108315,true,108315,108315,108315,108315
true,282648,282648,282648,282648,true,166680,166680,166680,166680,true,163811,163811,163811,163811,true,163811,163811,163811,163811,true,163811,163811,163811,163811
true,195010,195010,195010,195010,true,105324,105324,131290,131290,true,80938,86390,86390,86390,true,71400,71400,71400,71400,true,71400,71400,71400,71400
true,171437,171437,171437,171437,true,161973,161973,161973,161973,true,161973,161973,161973,161973,true,161973,161973,161973,161973,true,161973,161973,161973,161973
true,236130,236130,236130,236130,true,135795,137978,139281,139281,true,107831,107831,107831,107831,true,107831,107831,107831,107831,true,107831,107831,107831,107831
true,134690,134690,134690,134690,true,67805,67805,69239,69239,true,54995,60620,67355,67355,true,38095,38095,38095,38095,true,38095,38095,38095,38095
true,1041770,1041770,1041770,1041770,true,628075,650680,671246,671246,true,524142,524142,524142,524142,true,477321,477321,477321,477321,true,477321,477321,477321,477321
true,421188,421188,421188,421188,true,256268,256268,321120,321120,true,250056,250056,250056,250056,true,250056,250056,250056,250056,true,250056,250056,250056,250056
true,391860,391860,391860,391860,true,269078,270732,298956,298956,true,227610,227610,227610,227610,true,227610,227610,227610,227610,true,227610,227610,227610,227610
true,338316,338316,338316,338316,true,202950,202950,202950,202950,true,187118,187118,187118,187118,true,187118,187118,187118,187118,true,187118,187118,187118,187118
true,191436,191436,191436,191436,true,136990,136990,136990,136990,true,136990,136990,136990,136990,true,136990,136990,136990,136990,true,136990,136990,136990,136990
true,316368,316368,316368,316368,true,246792,246792,246792,246792,true,179624,179624,179624,179624,true,179624,179624,179624,179624,true,179624,179624,179624,179624
true,244840,244840,244840,244840,true,140920,147490,152250,152250,true,117320,117320,117320,117320,true,117320,117320,117320,117320,true,117320,117320,117320,117320
true,196287,196287,196287,196287,true,110061,110061,110061,110061,true,103712,103712,103712,103712,true,103712,103712,103712,103712,true,103712,103712,103712,103712
true,253092,253092,253092,253092,true,150724,150724,157651,157651,true,143339,143339,148538,148538,true,143339,143339,143339,143339,true,143339,143339,143339,143339
true,355861,355861,355861,355861,true,258434,258434,258434,258434,true,239537,239537,239537,239537,true,239537,239537,239537,239537,true,239537,239537,239537,239537
true,394464,394464,394464,394464,true,225472,239616,247896,247896,true,160130,167664,167664,167664,true,149670,149670,149670,149670,true,149670,149670,149670,149670
true,129006,129006,129006,129006,true,96132,96132,96564,96564,true,96132,96132,96132,96132,true,96132,96132,96132,96132,true,96132,96132,96132,96132
true,784075,784075,784075,784075,true,639442,639442,658122,658122,true,509825,509825,509825,509825,true,477575,477575,477575,477575,true,477575,477575,477575,477575
true,539320,539320,539320,539320,true,349500,349500,394906,394906,true,343866,343866,346554,346554,true,343866,343866,343866,343866,true,343866,343866,343866,343866
true,154065,154065,154065,154065,true,84415,84415,84415,84415,true,84415,84415,84415,84415,true,84415,84415,84415,84415,true,84415,84415,84415,84415
true,335415,335415,335415,335415,true,184350,184350,184350,184350,true,181920,181920,181920,181920,true,181920,181920,181920,181920,true,181920,181920,181920,181920
true,121825,121825,121825,121825,true,82510,82510,82510,82510,true,73161,73161,73161,73161,true,73161,73161,73161,73161,true,73161,73161,73161,73161
true,799029,799029,799029,799029,true,425964,425964,425964,425964,true,346213,346213,390642,390642,true,319075,328290,330603,330603,true,317037,317037,317037,317037
true,273860,273860,273860,273860,true,165870,165870,212110,212110,true,155736,155736,163406,163406,true,155736,155736,155736,155736,true,155736,155736,155736,155736
true,392548,392548,392548,392548,true,222378,222378,222378,222378,true,220337,220337,220337,220337,true,220337,220337,220337,220337,true,220337,220337,220337,220337
true,421863,421863,421863,421863,true,278642,278642,306722,306722,true,278642,278642,278642,278642,true,278642,278642,278642,278642,true,278642,278642,278642,278642
true,107052,107052,107052,107052,true,82446,82446,91002,91002,true,79374,79374,82446,82446,true,77598,77598,79374,79374,true,77598,77598,77598,77598
true,213378,213378,213378,213378,true,142439,155869,161733,161733,true,127468,127468,127468,127468,true,127468,127468,127468,127468,true,127468,127468,127468,127468
true,187481,187481,187481,187481,true,121870,121870,121870,121870,true,121870,121870,121870,121870,true,121870,121870,121870,121870,true,121870,121870,121870,121870
true,488598,488598,488598,488598,true,278050,278050,278050,278050,true,261841,261841,273900,273900,true,261841,261841,261841,261841,true,261841,261841,261841,261841
true,296220,296220,296220,296220,true,217390,217390,240686,240686,true,195684,195684,195684,195684,true,195684,195684,195684,195684,true,195684,195684,195684,195684
true,125270,125270,125270,125270,true,64015,64440,80850,80850,true,45845,45845,45845,45845,true,45845,45845,45845,45845,true,45845,45845,45845,45845
true,474992,474992,474992,474992,true,270224,280920,304624,304624,true,246080,246080,246080,246080,true,174360,174360,174360,174360,true,174360,174360,174360,174360
true,119730,119730,119730,119730,true,80526,80526,87600,87600,true,80526,80526,80526,80526,true,80526,80526,80526,80526,true,80526,80526,80526,80526
true,379410,379410,379410,379410,true,255270,255270,255270,255270,true,223560,223560,223560,223560,true,223560,223560,223560,223560,true,223560,223560,223560,223560
true,241168,241168,241168,241168,true,174074,174074,174074,174074,true,174074,174074,174074,174074,true,174074,174074,174074,174074,true,174074,174074,174074,174074
true,214480,214480,214480,214480,true,130490,134669,159621,159621,true,105805,105805,105805,105805,true,105805,105805,105805,105805,true,105805,105805,105805,105805
true,121470,121470,121470,121470,true,64590,64590,64590,64590,true,64590,64590,64590,64590,true,64590,64590,64590,64590,true,64590,64590,64590,64590
true,118605,118605,118605,118605,true,61365,61365,61365,61365,true,57840,57840,59330,59330,true,57840,57840,57840,57840,true,57840,57840,57840,57840
true,264402,264402,264402,264402,true,224946,224946,241416,241416,true,224946,224946,224946,224946,true,224946,224946,224946,224946,true,224946,224946,224946,224946
true,485862,485862,485862,485862,true,309621,309621,309621,309621,true,272727,272727,272727,272727,true,272727,272727,272727,272727,true,272727,272727,272727,272727
true,239988,239988,239988,239988,true,171486,171486,195608,195608,true,171486,171486,171486,171486,true,171486,171486,171486,171486,true,171486,171486,171486,171486
true,336294,336294,336294,336294,true,197624,197624,197624,197624,true,158536,158536,158536,158536,true,153642,153642,153642,153642,true,153642,153642,153642,153642
true,181270,181270,181270,181270,true,131690,133800,139760,139760,true,113675,113675,119280,119280,true,113675,113675,113675,113675,true,113675,113675,113675,113675
true,183933,183933,183933,183933,true,148788,148788,148788,148788,true,148788,148788,148788,148788,true,148788,148788,148788,148788,true,148788,148788,148788,148788
true,594620,594620,594620,594620,true,345784,345784,397320,397320,true,270456,270456,270456,270456,true,247078,247078,251832,251832,true,247078,247078,247078,247078
true,217404,217404,217404,217404,true,134724,134724,134724,134724,true,134724,134724,134724,134724,true,134724,134724,134724,134724,true,134724,134724,134724,134724
true,219720,219720,219720,219720,true,142480,142480,162060,162060,true,121166,121166,140746,140746,true,121166,121166,121166,121166,true,121166,121166,121166,121166
true,318078,318078,318078,318078,true,220266,220266,251064,251064,true,220266,220266,220266,220266,true,220266,220266,220266,220266,true,220266,220266,220266,220266
true,115560,115560,115560,115560,true,97550,97550,97550,97550,true,86055,86055,86055,86055,true,86055,86055,86055,86055,true,86055,86055,86055,86055
true,132155,132155,132155,132155,true,132155,132155,132155,132155,true,132155,132155,132155,132155,true,132155,132155,132155,132155,true,132155,132155,132155,132155
true,397860,397860,397860,397860,true,233805,233805,233805,233805,true,197160,197160,217020,217020,true,197160,197160,197160,197160,true,197160,197160,197160,197160
true,374690,374690,374690,374690,true,235354,235354,253294,253294,true,183542,189745,219440,219440,true,147760,147760,147760,147760,true,132272,132272,132272,132272
true,246390,246390,246390,246390,true,135240,135240,174000,174000,true,133450,133450,133450,133450,true,133450,133450,133450,133450,true,133450,133450,133450,133450
true,177107,177107,177107,177107,true,122405,122405,134834,134834,true,120582,120582,120582,120582,true,120582,120582,120582,120582,true,120582,120582,120582,120582
true,223864,223864,223864,223864,true,149720,149720,156752,156752,true,149720,149720,149720,149720,true,149720,149720,149720,149720,true,149720,149720,149720,149720
true,220140,220140,220140,220140,true,134940,134940,144384,144384,true,134940,134940,134940,134940,true,134940,134940,134940,134940,true,134940,134940,134940,134940
true,269423,269423,269423,269423,true,156167,156167,178303,178303,true,134160,134160,134160,134160,true,134160,134160,134160,134160,true,134160,134160,134160,134160
true,163560,163560,163560,163560,true,93672,93672,106020,106020,true,78454,78454,78454,78454,true,61482,61482,61482,61482,true,61482,61482,61482,61482
true,134460,134460,134460,134460,true,104533,104533,112632,112632,true,97493,97493,97493,97493,true,97493,97493,97493,97493,true,97493,97493,97493,97493
true,192320,192320,192320,192320,true,129702,129702,158560,158560,true,115960,115960,128824,128824,true,111917,111917,111917,111917,true,111917,111917,111917,111917
true,377600,377600,377600,377600,true,228072,228072,261614,261614,true,188462,188462,188462,188462,true,188462,188462,188462,188462,true,188462,188462,188462,188462
true,341577,341577,341577,341577,true,206631,206631,218676,218676,true,168561,168561,178908,178908,true,168561,168561,168561,168561,true,168561,168561,168561,168561
true,105125,105125,105125,105125,true,65895,70900,74330,74330,true,58280,58280,58280,58280,true,58280,58280,58280,58280,true,58280,58280,58280,58280
true,131472,131472,131472,131472,true,97896,97896,104322,104322,true,97896,97896,97896,97896,true,97896,97896,97896,97896,true,97896,97896,97896,97896
true,188080,188080,188080,188080,true,154990,154990,168900,168900,true,154990,154990,154990,154990,true,154990,154990,154990,154990,true,154990,154990,154990,154990
true,124440,124440,124440,124440,true,92515,92515,92515,92515,true,92515,92515,92515,92515,true,92515,92515,92515,92515,true,92515,92515,92515,92515
true,903393,903393,903393,903393,true,503307,503307,503307,503307,true,503307,503307,503307,503307,true,503307,503307,503307,503307,true,503307,503307,503307,503307
true,528375,528375,528375,528375,true,303140,308435,391230,391230,true,274830,276675,297735,297735,true,248796,248796,248796,248796,true,248796,248796,248796,248796
true,183114,183114,183114,183114,true,105329,106181,124137,124137,true,78404,86290,93213,93213,true,70911,70911,70911,70911,true,70911,70911,70911,70911
true,586551,586551,586551,586551,true,376669,376669,412717,412717,true,352752,352752,352752,352752,true,352752,352752,352752,352752,true,352752,352752,352752,352752
true,289116,289116,289116,289116,true,205767,205767,244548,244548,true,205767,205767,205767,205767,true,205767,205767,205767,205767,true,205767,205767,205767,205767
true,134975,134975,134975,134975,true,95735,95735,95735,95735,true,89848,89848,89848,89848,true,89848,89848,89848,89848,true,89848,89848,89848,89848
true,488543,488543,488543,488543,true,371841,371841,371841,371841,true,366108,366108,366108,366108,true,348047,348047,348047,348047,true,348047,348047,348047,348047
true,204302,204302,204302,204302,true,166761,166761,166761,166761,true,166761,166761,166761,166761,true,166761,166761,166761,166761,true,166761,166761,166761,166761
true,438970,438970,438970,438970,true,254240,254240,257586,257586,true,213696,216481,254240,254240,true,213696,213696,213696,213696,true,213696,213696,213696,213696
true,227927,227927,227927,227927,true,135315,135315,135315,135315,true,135315,135315,135315,135315,true,135315,135315,135315,135315,true,135315,135315,135315,135315
true,724437,724437,724437,724437,true,453285,453285,466614,466614,true,441847,441847,441847,441847,true,441847,441847,441847,441847,true,441847,441847,441847,441847
true,112584,112584,112584,112584,true,97206,97206,104070,104070,true,97206,97206,97206,97206,true,97206,97206,97206,97206,true,97206,97206,97206,97206
true,141120,141120,141120,141120,true,75525,75525,93219,93219,true,58760,58760,58760,58760,true,58760,58760,58760,58760,true,58760,58760,58760,58760
true,498225,498225,498225,498225,true,265447,265447,265447,265447,true,253110,253110,253110,253110,true,253110,253110,253110,253110,true,253110,253110,253110,253110
true,340366,340366,340366,340366,true,192096,192096,223363,223363,true,192096,192096,192096,192096,true,192096,192096,192096,192096,true,192096,192096,192096,192096
true,361920,361920,361920,361920,true,200976,203888,227792,227792,true,165440,165440,198224,198224,true,140864,140864,140864,140864,true,140864,140864,140864,140864
true,548560,548560,548560,548560,true,290624,290624,332060,332060,true,228912,228912,249232,249232,true,228912,228912,228912,228912,true,228912,228912,228912,228912
true,253424,253424,253424,253424,true,164796,164796,187728,187728,true,148777,148777,164152,164152,true,148777,148777,148777,148777,true,148777,148777,148777,148777
true,304332,304332,304332,304332,true,182483,182483,207762,207762,true,127250,127250,154714,154714,true,123340,123340,123340,123340,true,123340,123340,123340,123340
true,188946,188946,188946,188946,true,118021,118021,121182,121182,true,104880,104880,104880,104880,true,104880,104880,104880,104880,true,104880,104880,104880,104880
true,534807,534807,534807,534807,true,284193,284193,284193,284193,true,246687,246687,269325,269325,true,220267,220267,223074,223074,true,215250,215250,215250,215250
true,314658,314658,314658,314658,true,206433,206433,206433,206433,true,178461,178461,178461,178461,true,178461,178461,178461,178461,true,178461,178461,178461,178461
true,1026350,1026350,1026350,1026350,true,570650,570650,644615,644615,true,500231,500231,530964,530964,true,377650,377650,377875,377875,true,364580,364580,364580,364580
true,435288,435288,435288,435288,true,280966,280966,280966,280966,true,280966,280966,280966,280966,true,280966,280966,280966,280966,true,280966,280966,280966,280966
true,199542,199542,199542,199542,true,199122,199122,199122,199122,true,199122,199122,199122,199122,true,199122,199122,199122,199122,true,199122,199122,199122,199122
true,642600,642600,642600,642600,true,333720,333720,333720,333720,true,270177,281155,317574,317574,true,201054,201054,201054,201054,true,201054,201054,201054,201054
true,671376,671376,671376,671376,true,482411,482411,526880,526880,true,372272,372272,372272,372272,true,303828,303828,303828,303828,true,303828,303828,303828,303828
true,692328,692328,692328,692328,true,434382,434382,449592,449592,true,382896,382896,382896,382896,true,382896,382896,382896,382896,true,382896,382896,382896,382896
true,188034,188034,188034,188034,true,162242,162242,162242,162242,true,162242,162242,162242,162242,true,162242,162242,162242,162242,true,162242,162242,162242,162242
true,308895,308895,308895,308895,true,246315,246315,264240,264240,true,246315,246315,246315,246315,true,246315,246315,246315,246315,true,246315,246315,246315,246315
true,233586,233586,233586,233586,true,159291,159291,159714,159714,true,159291,159291,159291,159291,true,159291,159291,159291,159291,true,159291,159291,159291,159291
true,166038,166038,166038,166038,true,90898,90898,105186,105186,true,81894,81894,81894,81894,true,80192,80192,80192,80192,true,80192,80192,80192,80192
true,371987,371987,371987,371987,true,237974,237974,237974,237974,true,172187,172187,179839,179839,true,171560,171560,171560,171560,true,171560,171560,171560,171560
true,601713,601713,601713,601713,true,325668,325668,325668,325668,true,299985,299985,299985,299985,true,261732,261732,261732,261732,true,261732,261732,261732,261732
true,189152,189152,189152,189152,true,123967,123967,134420,134420,true,110431,110431,115808,115808,true,110431,110431,110431,110431,true,110431,110431,110431,110431
true,413190,413190,413190,413190,true,227085,227085,251445,251445,true,177540,177540,177540,177540,true,177540,177540,177540,177540,true,177540,177540,177540,177540
true,225204,225204,225204,225204,true,151746,154329,156849,156849,true,133929,137907,137907,137907,true,120477,120477,120477,120477,true,120477,120477,120477,120477
true,160950,160950,160950,160950,true,123610,123610,134935,134935,true,123610,123610,123610,123610,true,123610,123610,123610,123610,true,123610,123610,123610,123610
true,285264,285264,285264,285264,true,215724,215724,215724,215724,true,215724,215724,215724,215724,true,215724,215724,215724,215724,true,215724,215724,215724,215724
true,102385,102385,102385,102385,true,88365,88365,88365,88365,true,88365,88365,88365,88365,true,88365,88365,88365,88365,true,88365,88365,88365,88365
true,480510,480510,480510,480510,true,291387,292425,292425,292425,true,225925,237582,237582,237582,true,183765,183765,183765,183765,true,183765,183765,183765,183765
true,273860,273860,273860,273860,true,169408,169408,175510,175510,true,169408,169408,169408,169408,true,169408,169408,169408,169408,true,169408,169408,169408,169408
true,407595,407595,407595,407595,true,234155,235396,279131,279131,true,188565,205950,216770,216770,true,157556,157556,157556,157556,true,157556,157556,157556,157556
true,337077,337077,337077,337077,true,247429,247429,259961,259961,true,247429,247429,247429,247429,true,247429,247429,247429,247429,true,247429,247429,247429,247429
true,497680,497680,497680,497680,true,282130,285616,315244,315244,true,217646,217646,228667,228667,true,217646,217646,217646,217646,true,217646,217646,217646,217646
true,209888,209888,209888,209888,true,111307,111307,111307,111307,true,111307,111307,111307,111307,true,111307,111307,111307,111307,true,111307,111307,111307,111307
true,322384,322384,322384,322384,true,216880,216880,263584,263584,true,201776,201776,216880,216880,true,201776,201776,201776,201776,true,201776,201776,201776,201776
true,170694,170694,170694,170694,true,151566,151566,160236,160236,true,151566,151566,151566,151566,true,151566,151566,151566,151566,true,151566,151566,151566,151566
true,119616,119616,119616,119616,true,82566,82566,82566,82566,true,82566,82566,82566,82566,true,82566,82566,82566,82566,true,82566,82566,82566,82566
true,183715,183715,183715,183715,true,96712,96712,96712,96712,true,87514,88081,88081,88081,true,76790,76790,76790,76790,true,76790,76790,76790,76790
true,392808,392808,392808,392808,true,223314,223314,223314,223314,true,223314,223314,223314,223314,true,223314,223314,223314,223314,true,223314,223314,223314,223314
true,207704,207704,207704,207704,true,118808,118808,121535,121535,true,100458,101736,107055,107055,true,100458,100458,100458,100458,true,100458,100458,100458,100458
true,325629,325629,325629,325629,true,177840,177840,187770,187770,true,177840,177840,177840,177840,true,177840,177840,177840,177840,true,177840,177840,177840,177840
true,377988,377988,377988,377988,true,219947,219947,219947,219947,true,219947,219947,219947,219947,true,219947,219947,219947,219947,true,219947,219947,219947,219947
true,321012,321012,321012,321012,true,211509,211509,211509,211509,true,211509,211509,211509,211509,true,211509,211509,211509,211509,true,211509,211509,211509,211509
true,161675,161675,161675,161675,true,147870,147870,147870,147870,true,147870,147870,147870,147870,true,147870,147870,147870,147870,true,147870,147870,147870,147870
true,486420,486420,486420,486420,true,271590,278680,278680,278680,true,237950,237950,237950,237950,true,233025,233025,233025,233025,true,233025,233025,233025,233025
true,378621,378621,378621,378621,true,233768,242268,262277,262277,true,176724,176724,220689,220689,true,176724,176724,176724,176724,true,176724,176724,176724,176724
true,161231,161231,161231,161231,true,149177,149177,149177,149177,true,149177,149177,149177,149177,true,149177,149177,149177,149177,true,149177,149177,149177,149177
true,224595,224595,224595,224595,true,177990,177990,177990,177990,true,177990,177990,177990,177990,true,177990,177990,177990,177990,true,177990,177990,177990,177990
true,247185,247185,247185,247185,true,149904,149904,149904,149904,true,149904,149904,149904,149904,true,149904,149904,149904,149904,true,149904,149904,149904,149904
true,234828,234828,234828,234828,true,127596,127596,127596,127596,true,127596,127596,127596,127596,true,127596,127596,127596,127596,true,127596,127596,127596,127596
true,172995,172995,172995,172995,true,144845,144845,144845,144845,true,144845,144845,144845,144845,true,144845,144845,144845,144845,true,144845,144845,144845,144845
true,633381,633381,633381,633381,true,458619,458619,458619,458619,true,373422,373422,373422,373422,true,373422,373422,373422,373422,true,373422,373422,373422,373422
true,594795,594795,594795,594795,true,344565,355785,401160,401160,true,271695,271695,310879,310879,true,271695,271695,271695,271695,true,271695,271695,271695,271695
true,138800,138800,138800,138800,true,90180,90180,90180,90180,true,90180,90180,90180,90180,true,90180,90180,90180,90180,true,90180,90180,90180,90180
true,233736,233736,233736,233736,true,135952,135952,147280,147280,true,135952,135952,135952,135952,true,135952,135952,135952,135952,true,135952,135952,135952,135952
true,317530,317530,317530,317530,true,169900,169900,169900,169900,true,154110,154110,154110,154110,true,154110,154110,154110,154110,true,154110,154110,154110,154110
true,450058,450058,450058,450058,true,303080,311066,318700,318700,true,269100,269100,269100,269100,true,269100,269100,269100,269100,true,269100,269100,269100,269100
true,532040,532040,532040,532040,true,308080,308080,308080,308080,true,252960,252960,252960,252960,true,249300,249300,249300,249300,true,249300,249300,249300,249300
true,349290,349290,349290,349290,true,228375,228375,228375,228375,true,170946,170946,170946,170946,true,170946,170946,170946,170946,true,170946,170946,170946,170946
true,494078,494078,494078,494078,true,266942,266942,266942,266942,true,229080,231504,231504,231504,true,229080,229080,229080,229080,true,229080,229080,229080,229080
true,96912,96912,96912,96912,true,90738,90738,90738,90738,true,90738,90738,90738,90738,true,90738,90738,90738,90738,true,90738,90738,90738,90738
true,225246,225246,225246,225246,true,149262,149262,149262,149262,true,149262,149262,149262,149262,true,149262,149262,149262,149262,true,149262,149262,149262,149262
true,863564,863564,863564,863564,true,489792,489792,559234,559234,true,440576,440576,473904,473904,true,333710,333710,333710,333710,true,333710,333710,333710,333710
true,187578,187578,187578,187578,true,163620,163620,163620,163620,true,163620,163620,163620,163620,true,163620,163620,163620,163620,true,163620,163620,163620,163620
true,319440,319440,319440,319440,true,217778,217778,254694,254694,true,200730,200730,217778,217778,true,174435,174435,183535,183535,true,174435,174435,174435,174435
true,299250,299250,299250,299250,true,202522,202522,215640,215640,true,154650,154650,157290,157290,true,154650,154650,154650,154650,true,154650,154650,154650,154650
true,296910,296910,296910,296910,true,184695,184695,213210,213210,true,149100,149100,149100,149100,true,149100,149100,149100,149100,true,149100,149100,149100,149100
true,286216,286216,286216,286216,true,157768,157768,157768,157768,true,148784,148784,148784,148784,true,148784,148784,148784,148784,true,148784,148784,148784,148784
true,422856,422856,422856,422856,true,284124,284124,306816,306816,true,240840,240840,284124,284124,true,240840,240840,240840,240840,true,240840,240840,240840,240840
true,131780,131780,131780,131780,true,75765,75765,75765,75765,true,75765,75765,75765,75765,true,75765,75765,75765,75765,true,75765,75765,75765,75765
true,276336,276336,276336,276336,true,181910,181910,205680,205680,true,156602,156602,178945,178945,true,156602,156602,156602,156602,true,156602,156602,156602,156602
true,426840,426840,426840,426840,true,333894,333894,333894,333894,true,333894,333894,333894,333894,true,333894,333894,333894,333894,true,333894,333894,333894,333894
true,346125,346125,346125,346125,true,198731,198731,215098,215098,true,198731,198731,198731,198731,true,198731,198731,198731,198731,true,198731,198731,198731,198731
true,171395,171395,171395,171395,true,119819,119819,131745,131745,true,113784,113784,119819,119819,true,113784,113784,113784,113784,true,113784,113784,113784,113784
true,239442,239442,239442,239442,true,164284,164284,178970,178970,true,145135,145135,145135,145135,true,145135,145135,145135,145135,true,145135,145135,145135,145135
true,169981,169981,169981,169981,true,90321,90321,90321,90321,true,90321,90321,90321,90321,true,90321,90321,90321,90321,true,90321,90321,90321,90321
true,302148,302148,302148,302148,true,184068,184068,184068,184068,true,177954,177954,177954,177954,true,177954,177954,177954,177954,true,177954,177954,177954,177954
true,133668,133668,133668,133668,true,71172,71172,71172,71172,true,71172,71172,71172,71172,true,71172,71172,71172,71172,true,71172,71172,71172,71172
true,197484,197484,197484,197484,true,124931,124931,156444,156444,true,115116,115116,121488,121488,true,115116,115116,115116,115116,true,115116,115116,115116,115116
true,301070,301070,301070,301070,true,172029,172029,199888,199888,true,141144,141144,141144,141144,true,141144,141144,141144,141144,true,141144,141144,141144,141144
true,302184,302184,302184,302184,true,192306,192306,206361,206361,true,134694,134694,135936,135936,true,116214,116214,133560,133560,true,116214,116214,116214,116214
true,311727,311727,311727,311727,true,169741,169741,169741,169741,true,158834,158834,158834,158834,true,148785,148785,148785,148785,true,148785,148785,148785,148785
true,183024,183024,183024,183024,true,140259,140259,141114,141114,true,140259,140259,140259,140259,true,140259,140259,140259,140259,true,140259,140259,140259,140259
true,548964,548964,548964,548964,true,343219,343219,354600,354600,true,337248,337248,337248,337248,true,337248,337248,337248,337248,true,337248,337248,337248,337248
true,116880,116880,116880,116880,true,73064,73064,93048,93048,true,73064,73064,76232,76232,true,73064,73064,73064,73064,true,73064,73064,73064,73064
true,180411,180411,180411,180411,true,128940,128940,140042,140042,true,117850,117850,117850,117850,true,117850,117850,117850,117850,true,117850,117850,117850,117850
true,160056,160056,160056,160056,true,160056,160056,160056,160056,true,160056,160056,160056,160056,true,160056,160056,160056,160056,true,160056,160056,160056,160056
true,330209,330209,330209,330209,true,212256,212256,212256,212256,true,180443,182768,182768,182768,true,161658,161658,161658,161658,true,161658,161658,161658,161658
true,336083,336083,336083,336083,true,200189,203775,226083,226083,true,155123,156778,174097,174097,true,137415,137415,137415,137415,true,137415,137415,137415,137415
true,542566,542566,542566,542566,true,310798,321333,366432,366432,true,280462,280462,280462,280462,true,280462,280462,280462,280462,true,280462,280462,280462,280462
true,238634,238634,238634,238634,true,194854,194854,194854,194854,true,184590,184590,185393,185393,true,184590,184590,184590,184590,true,184590,184590,184590,184590
true,413966,413966,413966,413966,true,254604,268184,315252,315252,true,206754,206754,222754,222754,true,206754,206754,206754,206754,true,206754,206754,206754,206754
true,183663,183663,183663,183663,true,110630,110630,110630,110630,true,110015,110015,110630,110630,true,110015,110015,110015,110015,true,110015,110015,110015,110015
true,130632,130632,130632,130632,true,111120,111120,111120,111120,true,111120,111120,111120,111120,true,111120,111120,111120,111120,true,111120,111120,111120,111120
true,363770,363770,363770,363770,true,214137,214137,272404,272404,true,187979,187979,187979,187979,true,163931,163931,163931,163931,true,163931,163931,163931,163931
true,747900,747900,747900,747900,true,514837,514837,543964,543964,true,412116,432825,432825,432825,true,358300,358300,358300,358300,true,358300,358300,358300,358300
true,183960,183960,183960,183960,true,156966,156966,156966,156966,true,156966,156966,156966,156966,true,156966,156966,156966,156966,true,156966,156966,156966,156966
