BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4
true,287650,287650,287650,287650,true,193688,193688,193688,193688,true,175680,175680,175680,175680,true,165048,165048,165048,165048
true,135989,135989,135989,135989,true,80983,80983,80983,80983,true,61542,61542,61542,61542,true,61542,61542,61542,61542
true,252072,252072,252072,252072,true,221496,221496,221496,221496,true,221496,221496,221496,221496,true,221496,221496,221496,221496
true,197544,197544,197544,197544,true,197544,197544,197544,197544,true,197544,197544,197544,197544,true,197544,197544,197544,197544
true,177856,177856,177856,177856,true,173456,173456,173456,173456,true,173456,173456,173456,173456,true,173456,173456,173456,173456
true,206584,206584,206584,206584,true,150408,150408,150864,150864,true,124729,124729,124729,124729,true,124729,124729,124729,124729
true,450245,450245,450245,450245,true,285890,285890,285890,285890,true,272935,272935,272935,272935,true,221306,221306,221306,221306
true,187621,187621,187621,187621,true,159936,159936,159936,159936,true,132510,132510,132510,132510,true,132510,132510,132510,132510
true,521928,521928,521928,521928,true,346175,346175,346175,346175,true,318587,318587,319071,319071,true,318587,318587,318587,318587
true,330540,330540,330540,330540,true,227892,229515,229515,229515,true,176841,176841,176841,176841,true,176841,176841,176841,176841
true,276825,276825,276825,276825,true,178905,178905,178905,178905,true,178905,178905,178905,178905,true,178905,178905,178905,178905
true,478200,478200,478200,478200,true,317200,317200,317200,317200,true,285140,285140,285380,285380,true,285140,285140,285140,285140
true,272426,272426,272426,272426,true,202609,202609,202609,202609,true,202609,202609,202609,202609,true,202609,202609,202609,202609
true,222079,222079,222079,222079,true,143648,143648,143648,143648,true,143648,143648,143648,143648,true,143648,143648,143648,143648
true,178650,178650,178650,178650,true,177621,177621,177621,177621,true,177621,177621,177621,177621,true,177621,177621,177621,177621
true,135611,135611,135611,135611,true,85589,85589,95179,95179,true,73703,73703,73703,73703,true,73703,73703,73703,73703
true,205170,205170,205170,205170,true,114360,114360,114360,114360,true,95750,95750,95750,95750,true,95750,95750,95750,95750
true,277350,277350,277350,277350,true,228919,228919,228919,228919,true,228919,228919,228919,228919,true,228919,228919,228919,228919
true,430635,430635,430635,430635,true,315150,315150,315150,315150,true,315150,315150,315150,315150,true,315150,315150,315150,315150
true,299390,299390,299390,299390,true,208324,208324,232602,232602,true,206122,206122,206122,206122,true,206122,206122,206122,206122
true,280832,280832,280832,280832,true,218192,218192,246514,246514,true,218192,218192,218192,218192,true,218192,218192,218192,218192
true,205711,205711,205711,205711,true,117076,117076,136291,136291,true,99203,99203,99203,99203,true,99203,99203,99203,99203
true,367335,367335,367335,367335,true,186885,186885,186885,186885,true,167322,167322,185490,185490,true,153657,153657,153657,153657
true,335524,335524,335524,335524,true,186675,186675,186675,186675,true,179942,179942,185890,185890,true,165405,165405,165405,165405
true,185896,185896,185896,185896,true,115936,115936,126936,126936,true,108897,108897,115936,115936,true,108897,108897,108897,108897
true,211274,211274,211274,211274,true,155078,155078,155078,155078,true,155078,155078,155078,155078,true,155078,155078,155078,155078
true,302736,302736,302736,302736,true,198180,198702,231132,231132,true,182016,182016,182016,182016,true,182016,182016,182016,182016
true,139365,139365,139365,139365,true,92165,92165,92165,92165,true,92165,92165,92165,92165,true,92165,92165,92165,92165
true,160632,160632,160632,160632,true,110892,110892,128966,128966,true,99020,99020,99020,99020,true,99020,99020,99020,99020
true,105610,105610,105610,105610,true,70150,70150,70150,70150,true,69986,69986,69986,69986,true,69986,69986,69986,69986
true,310626,310626,310626,310626,true,165078,172134,199410,199410,true,154215,154215,154215,154215,true,154215,154215,154215,154215
true,384332,384332,384332,384332,true,201032,201032,201032,201032,true,201032,201032,201032,201032,true,201032,201032,201032,201032
true,64135,64135,64135,64135,true,50500,50500,50500,50500,true,50500,50500,50500,50500,true,50500,50500,50500,50500
true,106575,106575,106575,106575,true,60165,60165,72510,72510,true,58062,58062,58062,58062,true,58062,58062,58062,58062
true,234810,234810,234810,234810,true,234810,234810,234810,234810,true,234810,234810,234810,234810,true,234810,234810,234810,234810
true,161370,161370,161370,161370,true,112728,112728,112728,112728,true,112728,112728,112728,112728,true,112728,112728,112728,112728
true,112110,112110,112110,112110,true,67255,67255,82770,82770,true,64311,64311,67255,67255,true,64311,64311,64311,64311
true,404187,404187,404187,404187,true,247767,247767,252000,252000,true,216567,216567,216567,216567,true,216567,216567,216567,216567
true,465710,465710,465710,465710,true,262020,262020,296954,296954,true,226397,226397,262020,262020,true,189468,189468,189468,189468
true,537447,537447,537447,537447,true,397513,397513,397513,397513,true,390440,390440,390440,390440,true,390440,390440,390440,390440
true,97034,97034,97034,97034,true,68943,68943,68943,68943,true,58149,58149,58149,58149,true,58149,58149,58149,58149
true,239748,239748,239748,239748,true,126852,126852,126852,126852,true,120672,120672,120672,120672,true,120672,120672,120672,120672
true,166932,166932,166932,166932,true,166932,166932,166932,166932,true,166932,166932,166932,166932,true,166932,166932,166932,166932
true,101418,101418,101418,101418,true,73017,73017,73017,73017,true,73017,73017,73017,73017,true,73017,73017,73017,73017
true,134610,134610,134610,134610,true,76788,76788,76788,76788,true,59118,59118,59118,59118,true,59118,59118,59118,59118
true,123470,123470,123470,123470,true,92170,92170,92170,92170,true,92170,92170,92170,92170,true,92170,92170,92170,92170
true,87605,87605,87605,87605,true,73385,73385,73385,73385,true,73385,73385,73385,73385,true,73385,73385,73385,73385
true,355615,355615,355615,355615,true,221524,244140,244140,244140,true,173381,173381,173381,173381,true,173381,173381,173381,173381
true,447887,447887,447887,447887,true,315248,315248,375326,375326,true,315248,315248,315248,315248,true,315248,315248,315248,315248
true,319650,319650,319650,319650,true,181876,181876,225750,225750,true,171870,171870,171870,171870,true,171870,171870,171870,171870
true,676292,676292,676292,676292,true,436862,436862,436862,436862,true,393660,393660,393660,393660,true,393660,393660,393660,393660
true,572356,572356,572356,572356,true,304079,304079,304079,304079,true,280245,280245,285481,285481,true,207732,207732,207732,207732
true,229580,229580,229580,229580,true,142240,142240,180420,180420,true,139980,139980,139980,139980,true,139980,139980,139980,139980
true,270790,270790,270790,270790,true,188040,188040,188040,188040,true,188040,188040,188040,188040,true,188040,188040,188040,188040
true,366548,366548,366548,366548,true,236152,236152,260831,260831,true,198450,198450,198450,198450,true,198450,198450,198450,198450
true,474400,474400,474400,474400,true,283600,283600,320918,320918,true,204096,204096,204096,204096,true,185808,185808,185808,185808
true,167895,167895,167895,167895,true,101500,101500,101500,101500,true,101500,101500,101500,101500,true,101500,101500,101500,101500
true,113892,113892,113892,113892,true,96630,96630,96630,96630,true,96630,96630,96630,96630,true,96630,96630,96630,96630
true,191570,191570,191570,191570,true,166480,166480,177740,177740,true,166480,166480,166480,166480,true,166480,166480,166480,166480
true,220250,220250,220250,220250,true,122920,122920,122920,122920,true,122920,122920,122920,122920,true,122920,122920,122920,122920
true,282780,282780,282780,282780,true,151236,151236,151236,151236,true,151236,151236,151236,151236,true,151236,151236,151236,151236
true,262431,262431,262431,262431,true,140940,146133,146133,146133,true,117558,117558,117558,117558,true,109956,109956,109956,109956
true,495703,495703,495703,495703,true,295679,295679,348288,348288,true,244443,244443,244443,244443,true,234806,234806,234806,234806
true,189299,189299,189299,189299,true,136928,136928,136928,136928,true,136928,136928,136928,136928,true,136928,136928,136928,136928
true,235532,235532,235532,235532,true,209781,209781,209781,209781,true,209781,209781,209781,209781,true,209781,209781,209781,209781
true,119215,119215,119215,119215,true,75045,75045,75045,75045,true,75045,75045,75045,75045,true,75045,75045,75045,75045
true,425238,425238,425238,425238,true,273926,282144,295702,295702,true,196464,196464,196464,196464,true,196464,196464,196464,196464
true,673302,673302,673302,673302,true,382053,382053,447994,447994,true,336184,365085,376391,376391,true,335392,335392,335392,335392
true,378794,378794,378794,378794,true,289126,289126,312851,312851,true,289126,289126,289126,289126,true,289126,289126,289126,289126
true,103554,103554,103554,103554,true,87486,87486,87486,87486,true,87486,87486,87486,87486,true,87486,87486,87486,87486
true,329910,329910,329910,329910,true,182110,182110,182110,182110,true,182110,182110,182110,182110,true,182110,182110,182110,182110
true,131525,131525,131525,131525,true,92585,92585,92585,92585,true,77810,77810,77810,77810,true,77810,77810,77810,77810
true,183468,183468,183468,183468,true,115668,115668,115668,115668,true,115668,115668,115668,115668,true,115668,115668,115668,115668
true,237512,237512,237512,237512,true,176436,176436,176436,176436,true,176436,176436,176436,176436,true,176436,176436,176436,176436
true,137241,137241,137241,137241,true,92502,92502,92502,92502,true,92502,92502,92502,92502,true,92502,92502,92502,92502
true,138948,138948,138948,138948,true,101094,101094,101094,101094,true,101094,101094,101094,101094,true,101094,101094,101094,101094
true,132395,132395,132395,132395,true,131236,131236,131236,131236,true,131236,131236,131236,131236,true,131236,131236,131236,131236
true,227580,227580,227580,227580,true,201790,201790,201790,201790,true,201790,201790,201790,201790,true,201790,201790,201790,201790
true,237195,237195,237195,237195,true,153972,153972,153972,153972,true,153972,153972,153972,153972,true,153972,153972,153972,153972
true,344227,344227,344227,344227,true,243984,243984,258063,258063,true,243984,243984,243984,243984,true,243984,243984,243984,243984
true,123940,123940,123940,123940,true,110025,110025,116470,116470,true,110025,110025,110025,110025,true,110025,110025,110025,110025
true,120865,120865,120865,120865,true,63060,63060,63060,63060,true,58085,58085,58085,58085,true,47873,47873,47873,47873
true,430360,430360,430360,430360,true,324560,324560,324560,324560,true,324560,324560,324560,324560,true,324560,324560,324560,324560
true,89720,89720,89720,89720,true,65610,65610,65610,65610,true,56635,56635,56635,56635,true,56635,56635,56635,56635
true,157062,157062,157062,157062,true,98686,98686,98686,98686,true,94650,94650,94650,94650,true,94650,94650,94650,94650
true,208341,208341,208341,208341,true,132923,132923,132923,132923,true,126830,126830,126830,126830,true,125984,125984,125984,125984
true,316320,316320,316320,316320,true,205632,205632,208320,208320,true,204524,204524,205632,205632,true,204524,204524,204524,204524
true,135536,135536,135536,135536,true,102256,102256,102256,102256,true,102256,102256,102256,102256,true,102256,102256,102256,102256
true,366605,366605,366605,366605,true,200360,200360,200360,200360,true,186660,188214,192752,192752,true,179456,179456,179456,179456
true,243960,243960,243960,243960,true,186839,186839,186839,186839,true,186839,186839,186839,186839,true,186839,186839,186839,186839
true,287328,287328,287328,287328,true,154620,154620,171936,171936,true,124212,124212,124212,124212,true,124212,124212,124212,124212
true,502826,502826,502826,502826,true,336022,336022,410680,410680,true,329904,329904,329904,329904,true,329904,329904,329904,329904
true,216810,216810,216810,216810,true,136569,136569,149796,149796,true,107109,107109,107109,107109,true,92638,92638,92638,92638
true,173285,173285,173285,173285,true,111496,111496,111496,111496,true,111496,111496,111496,111496,true,111496,111496,111496,111496
true,376805,376805,376805,376805,true,279990,279990,289639,289639,true,279990,279990,279990,279990,true,279990,279990,279990,279990
true,222246,222246,222246,222246,true,175041,175041,175041,175041,true,173008,173008,173008,173008,true,173008,173008,173008,173008
true,321372,321372,321372,321372,true,257396,257396,258796,258796,true,253428,253428,257396,257396,true,253428,253428,253428,253428
true,185216,185216,185216,185216,true,112200,112200,112200,112200,true,112200,112200,112200,112200,true,112200,112200,112200,112200
true,91896,91896,91896,91896,true,74496,74496,77976,77976,true,74496,74496,74496,74496,true,74496,74496,74496,74496
true,302068,302068,302068,302068,true,182364,182364,182364,182364,true,177372,177372,177372,177372,true,177372,177372,177372,177372
true,304704,304704,304704,304704,true,204924,213624,213624,213624,true,156216,156216,156216,156216,true,156216,156216,156216,156216
true,419310,419310,419310,419310,true,276240,276240,276240,276240,true,224025,224025,224025,224025,true,224025,224025,224025,224025
true,662025,662025,662025,662025,true,434258,434258,461342,461342,true,306592,306592,306592,306592,true,306592,306592,306592,306592
true,671393,671393,671393,671393,true,420877,428030,428030,428030,true,275425,275425,275425,275425,true,275425,275425,275425,275425
true,180336,180336,180336,180336,true,100056,100056,100056,100056,true,100056,100056,100056,100056,true,100056,100056,100056,100056
true,195381,195381,195381,195381,true,109296,109296,109296,109296,true,96648,96648,96648,96648,true,96648,96648,96648,96648
true,288876,288876,288876,288876,true,202594,202594,211456,211456,true,187530,187530,196392,196392,true,187530,187530,187530,187530
true,218172,218172,218172,218172,true,153264,153264,162892,162892,true,139104,139104,153264,153264,true,139104,139104,139104,139104
true,528563,528563,528563,528563,true,386630,386630,386630,386630,true,386630,386630,386630,386630,true,386630,386630,386630,386630
true,146700,146700,146700,146700,true,100884,100884,100884,100884,true,100884,100884,100884,100884,true,100884,100884,100884,100884
true,283164,283164,283164,283164,true,160720,160720,165172,165172,true,138810,138810,138810,138810,true,138810,138810,138810,138810
true,330356,330356,330356,330356,true,225927,225927,225927,225927,true,178620,178620,178620,178620,true,178620,178620,178620,178620
true,651970,651970,651970,651970,true,439718,439718,474254,474254,true,355542,355542,355542,355542,true,355542,355542,355542,355542
true,228330,228330,228330,228330,true,197458,197458,197920,197920,true,190748,190748,190748,190748,true,190748,190748,190748,190748
true,202440,202440,202440,202440,true,131470,131470,131470,131470,true,131470,131470,131470,131470,true,131470,131470,131470,131470
true,121632,121632,121632,121632,true,108672,108672,108672,108672,true,108672,108672,108672,108672,true,108672,108672,108672,108672
true,235404,235404,235404,235404,true,147951,147951,147951,147951,true,147951,147951,147951,147951,true,147951,147951,147951,147951
true,266568,266568,266568,266568,true,137176,137176,137176,137176,true,131856,131856,131856,131856,true,131856,131856,131856,131856
true,157437,157437,157437,157437,true,86400,86400,86400,86400,true,85212,85212,85212,85212,true,85212,85212,85212,85212
true,87385,87385,87385,87385,true,49690,49690,49690,49690,true,49690,49690,49690,49690,true,49690,49690,49690,49690
true,139689,139689,139689,139689,true,83637,83637,83637,83637,true,83637,83637,83637,83637,true,83637,83637,83637,83637
true,495742,495742,495742,495742,true,355732,355732,355732,355732,true,355732,355732,355732,355732,true,355732,355732,355732,355732
true,296892,296892,296892,296892,true,166457,166457,170400,170400,true,166457,166457,166457,166457,true,166457,166457,166457,166457
true,355181,355181,355181,355181,true,277068,277068,277068,277068,true,277068,277068,277068,277068,true,277068,277068,277068,277068
true,497933,497933,497933,497933,true,304703,304703,336243,336243,true,274671,274671,274671,274671,true,274671,274671,274671,274671
true,217833,217833,217833,217833,true,124762,124762,128771,128771,true,102084,102084,118505,118505,true,83941,83941,83941,83941
true,165612,165612,165612,165612,true,104280,108744,108744,108744,true,77416,77416,77416,77416,true,77416,77416,77416,77416
true,297672,297672,297672,297672,true,240144,240144,240144,240144,true,240144,240144,240144,240144,true,240144,240144,240144,240144
true,255332,255332,255332,255332,true,199408,199408,199408,199408,true,199408,199408,199408,199408,true,199408,199408,199408,199408
true,213780,213780,213780,213780,true,170110,170110,170110,170110,true,170110,170110,170110,170110,true,170110,170110,170110,170110
true,135995,135995,135995,135995,true,88000,90934,90934,90934,true,62064,62064,62064,62064,true,62064,62064,62064,62064
true,217485,217485,217485,217485,true,163545,163545,163545,163545,true,157096,157096,157096,157096,true,157096,157096,157096,157096
true,127488,127488,127488,127488,true,68072,68072,68072,68072,true,68072,68072,68072,68072,true,68072,68072,68072,68072
true,105826,105826,105826,105826,true,98924,98924,98924,98924,true,93239,93239,93239,93239,true,93239,93239,93239,93239
true,141150,141150,141150,141150,true,106590,106590,106590,106590,true,106590,106590,106590,106590,true,106590,106590,106590,106590
true,229024,229024,229024,229024,true,191352,191352,191352,191352,true,165116,165116,165116,165116,true,165116,165116,165116,165116
true,522501,522501,522501,522501,true,384468,384468,433188,433188,true,384468,384468,384468,384468,true,384468,384468,384468,384468
true,459025,459025,459025,459025,true,287361,287361,287361,287361,true,287361,287361,287361,287361,true,287361,287361,287361,287361
true,440280,440280,440280,440280,true,243477,248900,285322,285322,true,187614,187614,187614,187614,true,156256,156256,156256,156256
true,126918,126918,126918,126918,true,117534,117534,117534,117534,true,117534,117534,117534,117534,true,117534,117534,117534,117534
true,225012,225012,225012,225012,true,130836,130836,130836,130836,true,130836,130836,130836,130836,true,130836,130836,130836,130836
true,208665,208665,208665,208665,true,134460,134460,145674,145674,true,134460,134460,134460,134460,true,134460,134460,134460,134460
true,434169,434169,434169,434169,true,269116,269116,269116,269116,true,208829,208829,208829,208829,true,208829,208829,208829,208829
true,141306,141306,141306,141306,true,120978,120978,120978,120978,true,120978,120978,120978,120978,true,120978,120978,120978,120978
true,250330,250330,250330,250330,true,165346,165346,172890,172890,true,150990,150990,150990,150990,true,150990,150990,150990,150990
true,154746,154746,154746,154746,true,137610,137610,137610,137610,true,137610,137610,137610,137610,true,137610,137610,137610,137610
true,160443,160443,160443,160443,true,84897,84897,84897,84897,true,84897,84897,84897,84897,true,84897,84897,84897,84897
true,351000,351000,351000,351000,true,247302,247302,261180,261180,true,247302,247302,247302,247302,true,247302,247302,247302,247302
true,259633,259633,259633,259633,true,163856,163856,173327,173327,true,129789,129789,129789,129789,true,129789,129789,129789,129789
true,411750,411750,411750,411750,true,258696,258696,274968,274968,true,164800,164800,164800,164800,true,164370,164370,164370,164370
true,496287,496287,496287,496287,true,295299,295299,295299,295299,true,263736,263736,263736,263736,true,263736,263736,263736,263736
true,773040,773040,773040,773040,true,499592,499592,511842,511842,true,465614,465614,484964,484964,true,465614,465614,465614,465614
true,180089,180089,180089,180089,true,122113,122113,123838,123838,true,121658,121658,122113,122113,true,121658,121658,121658,121658
true,337014,337014,337014,337014,true,213996,213996,220512,220512,true,194160,194160,213996,213996,true,194160,194160,194160,194160
true,182688,182688,182688,182688,true,178040,178040,178040,178040,true,178040,178040,178040,178040,true,178040,178040,178040,178040
true,280296,280296,280296,280296,true,205400,205400,234398,234398,true,205400,205400,205400,205400,true,205400,205400,205400,205400
true,443520,443520,443520,443520,true,296064,302115,306756,306756,true,214788,214788,214788,214788,true,205755,205755,205755,205755
true,235818,235818,235818,235818,true,138888,138888,138888,138888,true,138888,138888,138888,138888,true,138888,138888,138888,138888
true,318929,318929,318929,318929,true,210652,210652,222287,222287,true,210652,210652,210652,210652,true,210652,210652,210652,210652
true,312238,312238,312238,312238,true,192699,192699,199164,199164,true,192699,192699,192699,192699,true,192699,192699,192699,192699
true,348978,348978,348978,348978,true,237504,237504,264993,264993,true,237504,237504,237504,237504,true,237504,237504,237504,237504
true,177891,177891,177891,177891,true,115647,115647,115647,115647,true,115619,115619,115619,115619,true,115619,115619,115619,115619
true,101381,101381,101381,101381,true,62328,62328,62328,62328,true,62328,62328,62328,62328,true,62328,62328,62328,62328
true,226170,226170,226170,226170,true,171760,171760,171760,171760,true,163224,163224,163224,163224,true,163224,163224,163224,163224
true,146958,146958,146958,146958,true,93478,93478,99575,99575,true,88382,88382,88382,88382,true,79002,79002,79002,79002
true,263223,263223,263223,263223,true,172197,172197,189810,189810,true,172197,172197,172197,172197,true,172197,172197,172197,172197
true,235378,235378,235378,235378,true,143728,157702,173954,173954,true,113388,113388,113388,113388,true,113388,113388,113388,113388
true,355995,355995,355995,355995,true,240890,240890,240890,240890,true,234855,234855,234855,234855,true,183482,183482,183482,183482
true,133040,133040,133040,133040,true,73340,73340,73340,73340,true,73340,73340,73340,73340,true,73340,73340,73340,73340
true,114080,114080,114080,114080,true,112790,112790,112790,112790,true,112790,112790,112790,112790,true,112790,112790,112790,112790
true,127620,127620,127620,127620,true,80040,80040,83608,83608,true,80040,80040,80040,80040,true,80040,80040,80040,80040
true,188503,188503,188503,188503,true,106776,120946,122995,122995,true,79896,79896,79896,79896,true,79896,79896,79896,79896
true,209970,209970,209970,209970,true,120570,120570,161295,161295,true,117975,117975,117975,117975,true,117975,117975,117975,117975
true,111355,111355,111355,111355,true,79855,79855,86670,86670,true,79855,79855,79855,79855,true,79855,79855,79855,79855
true,169040,169040,169040,169040,true,113820,113820,113820,113820,true,113820,113820,113820,113820,true,113820,113820,113820,113820
true,239964,239964,239964,239964,true,149690,158640,158640,158640,true,109802,109802,109802,109802,true,109802,109802,109802,109802
true,385056,385056,385056,385056,true,319830,319830,319830,319830,true,300888,300888,300888,300888,true,300888,300888,300888,300888
true,209076,209076,209076,209076,true,163527,163527,163527,163527,true,122962,122962,122962,122962,true,122962,122962,122962,122962
true,649983,649983,649983,649983,true,415336,415336,441531,441531,true,273294,273294,273294,273294,true,273294,273294,273294,273294
true,106905,106905,106905,106905,true,64860,64860,73575,73575,true,58100,58100,64860,64860,true,48825,48825,48825,48825
true,135536,135536,135536,135536,true,72104,72104,72104,72104,true,72104,72104,72104,72104,true,72104,72104,72104,72104
true,590580,590580,590580,590580,true,349986,349986,383320,383320,true,349986,349986,349986,349986,true,349986,349986,349986,349986
true,223928,223928,223928,223928,true,151332,151332,163200,163200,true,121984,121984,121984,121984,true,121984,121984,121984,121984
true,157806,157806,157806,157806,true,144603,144603,144603,144603,true,144603,144603,144603,144603,true,144603,144603,144603,144603
true,85260,85260,85260,85260,true,49902,49902,49902,49902,true,49902,49902,49902,49902,true,49902,49902,49902,49902
true,228588,228588,228588,228588,true,156948,156948,156948,156948,true,149508,149508,149508,149508,true,149508,149508,149508,149508
true,448874,448874,448874,448874,true,266874,266874,266874,266874,true,254826,254826,259631,259631,true,254826,254826,254826,254826
true,300105,300105,300105,300105,true,171327,171327,171327,171327,true,171327,171327,171327,171327,true,171327,171327,171327,171327
true,464223,464223,464223,464223,true,282663,282663,295471,295471,true,240932,240932,240932,240932,true,240932,240932,240932,240932
true,447672,447672,447672,447672,true,296560,296560,314272,314272,true,239190,239190,239190,239190,true,238251,238251,238251,238251
true,220380,220380,220380,220380,true,122023,122023,122023,122023,true,122023,122023,122023,122023,true,122023,122023,122023,122023
true,459648,459648,459648,459648,true,317034,317034,324396,324396,true,281894,281894,290876,290876,true,281894,281894,281894,281894
true,503149,503149,503149,503149,true,338386,338386,381922,381922,true,259506,259506,285804,285804,true,258414,258414,258414,258414
true,151456,151456,151456,151456,true,121536,121536,121536,121536,true,121536,121536,121536,121536,true,121536,121536,121536,121536
true,291401,291401,291401,291401,true,215644,215644,215644,215644,true,215644,215644,215644,215644,true,215644,215644,215644,215644
true,205106,205106,205106,205106,true,119295,119295,119295,119295,true,119295,119295,119295,119295,true,119295,119295,119295,119295
true,141264,141264,141264,141264,true,76672,76672,98072,98072,true,70288,70288,70288,70288,true,70288,70288,70288,70288
true,128009,128009,128009,128009,true,103037,103037,103037,103037,true,103037,103037,103037,103037,true,103037,103037,103037,103037
true,137370,137370,137370,137370,true,112277,112277,112277,112277,true,100692,100692,100692,100692,true,100692,100692,100692,100692
true,341184,341184,341184,341184,true,246924,246924,246924,246924,true,222216,222216,222216,222216,true,222216,222216,222216,222216
true,132535,132535,132535,132535,true,128253,128253,130338,130338,true,128253,128253,128253,128253,true,128253,128253,128253,128253
true,148753,148753,148753,148753,true,134651,134651,138534,138534,true,134651,134651,134651,134651,true,134651,134651,134651,134651
true,34695,34695,34695,34695,true,31735,31735,31735,31735,true,31445,31445,31445,31445,true,31445,31445,31445,31445
true,248446,248446,248446,248446,true,185735,185735,185735,185735,true,175602,175602,175602,175602,true,175602,175602,175602,175602
true,132524,132524,132524,132524,true,96450,96450,97810,97810,true,96450,96450,96450,96450,true,96450,96450,96450,96450
true,172416,172416,172416,172416,true,108510,108510,124592,124592,true,84750,84750,84750,84750,true,84750,84750,84750,84750
true,133680,133680,133680,133680,true,119292,119292,119292,119292,true,119292,119292,119292,119292,true,119292,119292,119292,119292
true,490791,490791,490791,490791,true,293517,319032,329721,329721,true,225528,225528,225528,225528,true,225528,225528,225528,225528
true,140076,140076,140076,140076,true,89229,89229,89229,89229,true,89229,89229,89229,89229,true,89229,89229,89229,89229
true,302198,302198,302198,302198,true,171354,171354,214188,214188,true,136864,136864,163943,163943,true,130234,130234,130234,130234
true,205857,205857,205857,205857,true,118737,131970,146259,146259,true,96030,96030,96030,96030,true,96030,96030,96030,96030
true,171104,171104,171104,171104,true,163168,163168,163168,163168,true,163168,163168,163168,163168,true,163168,163168,163168,163168
true,297252,297252,297252,297252,true,179698,179698,212948,212948,true,143468,143468,164929,164929,true,118147,118147,118147,118147
true,131625,131625,131625,131625,true,119997,119997,119997,119997,true,119997,119997,119997,119997,true,119997,119997,119997,119997
true,404085,404085,404085,404085,true,351492,351492,373932,373932,true,351492,351492,351492,351492,true,351492,351492,351492,351492
true,261392,261392,261392,261392,true,162741,162741,205275,205275,true,162741,162741,162741,162741,true,162741,162741,162741,162741
true,113144,113144,113144,113144,true,81648,81648,81648,81648,true,81648,81648,81648,81648,true,81648,81648,81648,81648
true,137637,137637,137637,137637,true,77090,77090,87957,87957,true,60183,60183,60183,60183,true,60183,60183,60183,60183
true,565184,565184,565184,565184,true,421560,421560,455840,455840,true,417400,417400,417400,417400,true,417400,417400,417400,417400
true,243903,243903,243903,243903,true,191004,191004,191004,191004,true,191004,191004,191004,191004,true,191004,191004,191004,191004
true,694918,694918,694918,694918,true,518952,518952,555310,555310,true,474537,474537,474537,474537,true,474537,474537,474537,474537
true,197041,197041,197041,197041,true,121758,121758,152113,152113,true,116155,116155,121758,121758,true,116155,116155,116155,116155
true,167285,167285,167285,167285,true,107790,107790,107790,107790,true,107790,107790,107790,107790,true,107790,107790,107790,107790
true,238410,238410,238410,238410,true,179154,179154,179154,179154,true,179154,179154,179154,179154,true,179154,179154,179154,179154
true,187620,187620,187620,187620,true,109320,109320,109320,109320,true,94800,94800,94800,94800,true,94800,94800,94800,94800
true,134664,134664,134664,134664,true,107640,107640,116328,116328,true,107640,107640,107640,107640,true,107640,107640,107640,107640
true,186888,186888,186888,186888,true,132152,132152,132152,132152,true,125984,125984,125984,125984,true,125984,125984,125984,125984
true,379536,379536,379536,379536,true,195624,195624,195624,195624,true,192468,192468,192468,192468,true,192468,192468,192468,192468
true,71070,71070,71070,71070,true,43008,43008,43008,43008,true,43008,43008,43008,43008,true,43008,43008,43008,43008
true,122676,122676,122676,122676,true,64020,64020,64020,64020,true,64020,64020,64020,64020,true,64020,64020,64020,64020
true,526785,526785,526785,526785,true,399852,399852,399852,399852,true,347544,348580,348580,348580,true,320250,320250,320250,320250
true,431216,431216,431216,431216,true,243048,243048,322688,322688,true,243048,243048,243048,243048,true,243048,243048,243048,243048
true,71555,71555,71555,71555,true,56750,56750,56750,56750,true,56750,56750,56750,56750,true,56750,56750,56750,56750
true,566697,566697,566697,566697,true,346268,346268,382532,382532,true,272682,272682,272682,272682,true,272682,272682,272682,272682
true,388122,388122,388122,388122,true,214312,214312,214312,214312,true,214312,214312,214312,214312,true,214312,214312,214312,214312
true,293160,293160,293160,293160,true,240624,240624,240624,240624,true,240624,240624,240624,240624,true,240624,240624,240624,240624
true,185962,185962,185962,185962,true,117880,117880,134392,134392,true,111600,111600,111600,111600,true,111600,111600,111600,111600
true,172746,172746,172746,172746,true,102320,110712,113429,113429,true,86598,86598,86598,86598,true,86598,86598,86598,86598
true,109824,109824,109824,109824,true,85158,85158,85158,85158,true,85158,85158,85158,85158,true,85158,85158,85158,85158
true,193985,193985,193985,193985,true,171623,171623,173040,173040,true,171623,171623,171623,171623,true,171623,171623,171623,171623
true,156880,156880,156880,156880,true,97669,97669,116208,116208,true,96176,96176,96176,96176,true,96176,96176,96176,96176
true,366966,366966,366966,366966,true,208416,208416,258042,258042,true,167916,170118,167916,167916,true,167916,167916,167916,167916
true,315216,315216,315216,315216,true,186696,194082,195762,195762,true,141324,141324,141324,141324,true,138348,138348,138348,138348
true,136157,136157,136157,136157,true,96943,96943,107548,107548,true,96630,96630,96630,96630,true,96630,96630,96630,96630
true,160916,160916,160916,160916,true,142536,142536,142536,142536,true,128370,128370,128370,128370,true,128370,128370,128370,128370
true,112315,112315,112315,112315,true,83090,83090,83090,83090,true,83090,83090,83090,83090,true,83090,83090,83090,83090
