BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4
true,158696,158696,158696,158696,true,158696,158696,158696,158696,true,158696,158696,158696,158696,true,158696,158696,158696,158696
true,156564,156564,156564,156564,true,122625,122625,122625,122625,true,106767,106767,106767,106767,true,106767,106767,106767,106767
true,147594,147594,147594,147594,true,85106,85106,92076,92076,true,78096,78096,78096,78096,true,78096,78096,78096,78096
true,178344,178344,178344,178344,true,117922,117922,140964,140964,true,109944,109944,109944,109944,true,109944,109944,109944,109944
true,651616,651616,651616,651616,true,445368,445368,445368,445368,true,373464,373464,373464,373464,true,373464,373464,373464,373464
true,98676,98676,98676,98676,true,67131,67131,80073,80073,true,67131,67131,67131,67131,true,67131,67131,67131,67131
true,160570,160570,160570,160570,true,106528,106528,113370,113370,true,106528,106528,106528,106528,true,106528,106528,106528,106528
true,284280,284280,284280,284280,true,227085,227085,227085,227085,true,227085,227085,227085,227085,true,227085,227085,227085,227085
true,417060,417060,417060,417060,true,289962,289962,307755,307755,true,289962,289962,289962,289962,true,289962,289962,289962,289962
true,145194,145194,145194,145194,true,130396,130396,133196,133196,true,130396,130396,130396,130396,true,130396,130396,130396,130396
true,230296,230296,230296,230296,true,212839,212839,212839,212839,true,212839,212839,212839,212839,true,212839,212839,212839,212839
true,126255,126255,126255,126255,true,126255,126255,126255,126255,true,126255,126255,126255,126255,true,126255,126255,126255,126255
true,165840,165840,165840,165840,true,87813,87813,100680,100680,true,74632,74632,74632,74632,true,74632,74632,74632,74632
true,279009,279009,279009,279009,true,215433,215433,215433,215433,true,207738,207738,207738,207738,true,207738,207738,207738,207738
true,229830,229830,229830,229830,true,173700,173700,173700,173700,true,173700,173700,173700,173700,true,173700,173700,173700,173700
true,319813,319813,319813,319813,true,233513,237816,271596,271596,true,207604,207604,223093,223093,true,207604,207604,207604,207604
true,287720,287720,287720,287720,true,199560,199560,206304,206304,true,193200,193200,193200,193200,true,193200,193200,193200,193200
true,115485,115485,115485,115485,true,115485,115485,115485,115485,true,115485,115485,115485,115485,true,115485,115485,115485,115485
true,319280,319280,319280,319280,true,197821,197821,197821,197821,true,159129,159129,159129,159129,true,159129,159129,159129,159129
true,579555,579555,579555,579555,true,406593,406593,443016,443016,true,406593,406593,406593,406593,true,406593,406593,406593,406593
true,118936,118936,118936,118936,true,91192,91192,91192,91192,true,91192,91192,91192,91192,true,91192,91192,91192,91192
true,116613,116613,116613,116613,true,81578,81578,81578,81578,true,81578,81578,81578,81578,true,81578,81578,81578,81578
true,207504,207504,207504,207504,true,207504,207504,207504,207504,true,207504,207504,207504,207504,true,207504,207504,207504,207504
true,261112,261112,261112,261112,true,151464,151464,184832,184832,true,151464,151464,151464,151464,true,151464,151464,151464,151464
true,192780,192780,192780,192780,true,161263,161263,161263,161263,true,161263,161263,161263,161263,true,161263,161263,161263,161263
true,228025,228025,228025,228025,true,117726,117726,117726,117726,true,117726,117726,117726,117726,true,117726,117726,117726,117726
true,87985,87985,87985,87985,true,66515,66515,72675,72675,true,66515,66515,66515,66515,true,66515,66515,66515,66515
true,193634,193634,193634,193634,true,113941,124552,135569,135569,true,89495,89495,89495,89495,true,89495,89495,89495,89495
true,227931,227931,227931,227931,true,143858,143858,153373,153373,true,143858,143858,143858,143858,true,143858,143858,143858,143858
true,257700,257700,257700,257700,true,257700,257700,257700,257700,true,257700,257700,257700,257700,true,257700,257700,257700,257700
true,503136,503136,503136,503136,true,298800,298800,328752,328752,true,264160,264160,264160,264160,true,264160,264160,264160,264160
true,401562,401562,401562,401562,true,265394,270522,270522,270522,true,197144,197144,197144,197144,true,197144,197144,197144,197144
true,325208,325208,325208,325208,true,218270,218270,218270,218270,true,190554,190554,190554,190554,true,190554,190554,190554,190554
true,746361,746361,746361,746361,true,534156,555525,555525,555525,true,403444,403444,403444,403444,true,403444,403444,403444,403444
true,253312,253312,253312,253312,true,170784,170784,170784,170784,true,170784,170784,170784,170784,true,170784,170784,170784,170784
true,84470,84470,84470,84470,true,64490,64490,64490,64490,true,53990,53990,53990,53990,true,53990,53990,53990,53990
true,318022,318022,318022,318022,true,225745,225745,249096,249096,true,225655,225655,225655,225655,true,225655,225655,225655,225655
true,562302,562302,562302,562302,true,408902,408902,408902,408902,true,408902,408902,408902,408902,true,408902,408902,408902,408902
true,173124,173124,173124,173124,true,108136,109026,109026,109026,true,74168,74168,74168,74168,true,74168,74168,74168,74168
true,311415,311415,311415,311415,true,182507,182507,182507,182507,true,182507,182507,182507,182507,true,182507,182507,182507,182507
true,182650,182650,182650,182650,true,139440,139440,139440,139440,true,102670,102670,102670,102670,true,102670,102670,102670,102670
true,208481,208481,208481,208481,true,143377,143377,143377,143377,true,143377,143377,143377,143377,true,143377,143377,143377,143377
true,391153,391153,391153,391153,true,230486,230486,230622,230622,true,230486,230486,230486,230486,true,230486,230486,230486,230486
true,258698,258698,258698,258698,true,168234,168234,168234,168234,true,168234,168234,168234,168234,true,168234,168234,168234,168234
true,789544,789544,789544,789544,true,611360,617760,617760,617760,true,451890,451890,451890,451890,true,451890,451890,451890,451890
true,238648,238648,238648,238648,true,138032,138032,138032,138032,true,138032,138032,138032,138032,true,138032,138032,138032,138032
true,205032,205032,205032,205032,true,168348,168348,168348,168348,true,168348,168348,168348,168348,true,168348,168348,168348,168348
true,86090,86090,86090,86090,true,66770,66770,71850,71850,true,66770,66770,66770,66770,true,66770,66770,66770,66770
true,118830,118830,118830,118830,true,69685,69685,69685,69685,true,69685,69685,69685,69685,true,69685,69685,69685,69685
true,120832,120832,120832,120832,true,97619,97619,97619,97619,true,91211,91211,91211,91211,true,91211,91211,91211,91211
true,100705,100705,100705,100705,true,58085,58085,58085,58085,true,58085,58085,58085,58085,true,58085,58085,58085,58085
true,203384,203384,203384,203384,true,164072,164072,164072,164072,true,164072,164072,164072,164072,true,164072,164072,164072,164072
true,278047,278047,278047,278047,true,207636,207636,207636,207636,true,207636,207636,207636,207636,true,207636,207636,207636,207636
true,167069,167069,167069,167069,true,145625,145625,156314,156314,true,145625,145625,145625,145625,true,145625,145625,145625,145625
true,441042,441042,441042,441042,true,307374,307374,311976,311976,true,220203,220203,232700,232700,true,220203,220203,220203,220203
true,732925,732925,732925,732925,true,495225,495225,495225,495225,true,379443,379443,379443,379443,true,379443,379443,379443,379443
true,348670,348670,348670,348670,true,202958,202958,234514,234514,true,182562,182562,197122,197122,true,182562,182562,182562,182562
true,157836,157836,157836,157836,true,84696,84696,84696,84696,true,84696,84696,84696,84696,true,84696,84696,84696,84696
true,179973,179973,179973,179973,true,127251,127251,127251,127251,true,127251,127251,127251,127251,true,127251,127251,127251,127251
true,307605,307605,307605,307605,true,293385,293385,293385,293385,true,293385,293385,293385,293385,true,293385,293385,293385,293385
true,546273,546273,546273,546273,true,345870,345870,345870,345870,true,221475,221475,221475,221475,true,212200,212200,212200,212200
true,336303,336303,336303,336303,true,336303,336303,336303,336303,true,336303,336303,336303,336303,true,336303,336303,336303,336303
true,134574,134574,134574,134574,true,121422,121422,121422,121422,true,118740,118740,118740,118740,true,118740,118740,118740,118740
true,214153,214153,214153,214153,true,124128,124128,128538,128538,true,99099,99099,111831,111831,true,99099,99099,99099,99099
true,166716,166716,166716,166716,true,108598,110112,110112,110112,true,63096,63096,63096,63096,true,63096,63096,63096,63096
true,140021,140021,140021,140021,true,107029,107029,107029,107029,true,107029,107029,107029,107029,true,107029,107029,107029,107029
true,128340,128340,128340,128340,true,95130,95130,95130,95130,true,95130,95130,95130,95130,true,95130,95130,95130,95130
true,168520,168520,168520,168520,true,116688,116688,116688,116688,true,116688,116688,116688,116688,true,116688,116688,116688,116688
true,190062,190062,190062,190062,true,98892,98892,98892,98892,true,97956,97956,97956,97956,true,97956,97956,97956,97956
true,166782,166782,166782,166782,true,106386,115452,118140,118140,true,79864,79864,79864,79864,true,79864,79864,79864,79864
true,514935,514935,514935,514935,true,347083,347083,388321,388321,true,293475,293475,293475,293475,true,213463,213463,213463,213463
true,217020,217020,217020,217020,true,180072,180072,195720,195720,true,180072,180072,180072,180072,true,180072,180072,180072,180072
true,129654,129654,129654,129654,true,112752,112752,118476,118476,true,109620,109620,109620,109620,true,109620,109620,109620,109620
true,95575,95575,95575,95575,true,61645,61645,61645,61645,true,61645,61645,61645,61645,true,61645,61645,61645,61645
true,101600,101600,101600,101600,true,93510,93510,93510,93510,true,93510,93510,93510,93510,true,93510,93510,93510,93510
true,254007,254007,254007,254007,true,200551,200551,218595,218595,true,188266,188266,188266,188266,true,188266,188266,188266,188266
true,436449,436449,436449,436449,true,299497,299497,299497,299497,true,299497,299497,299497,299497,true,299497,299497,299497,299497
true,573856,573856,573856,573856,true,403581,403581,430752,430752,true,303885,303885,315072,315072,true,303885,303885,303885,303885
true,159064,159064,159064,159064,true,88728,88728,88728,88728,true,88728,88728,88728,88728,true,88728,88728,88728,88728
true,181578,181578,181578,181578,true,181578,181578,181578,181578,true,181578,181578,181578,181578,true,181578,181578,181578,181578
true,734184,734184,734184,734184,true,402776,402776,402776,402776,true,390412,390412,399935,399935,true,329763,329763,329763,329763
true,329588,329588,329588,329588,true,197316,197316,221774,221774,true,194067,194067,197316,197316,true,194067,194067,194067,194067
true,264110,264110,264110,264110,true,206327,206327,212190,212190,true,206327,206327,206327,206327,true,206327,206327,206327,206327
true,544312,544312,544312,544312,true,307781,307781,307781,307781,true,235422,235422,246981,246981,true,235422,235422,235422,235422
true,70055,70055,70055,70055,true,51175,51175,59410,59410,true,51175,51175,51175,51175,true,51175,51175,51175,51175
true,119364,119364,119364,119364,true,68264,68264,84285,84285,true,68264,68264,68264,68264,true,68264,68264,68264,68264
true,153660,153660,153660,153660,true,105408,105408,105408,105408,true,105408,105408,105408,105408,true,105408,105408,105408,105408
true,161161,161161,161161,161161,true,92736,92736,100198,100198,true,92736,92736,92736,92736,true,92736,92736,92736,92736
true,239184,239184,239184,239184,true,177096,177096,177096,177096,true,177096,177096,177096,177096,true,177096,177096,177096,177096
true,138030,138030,138030,138030,true,94248,94248,94248,94248,true,94248,94248,94248,94248,true,94248,94248,94248,94248
true,245883,245883,245883,245883,true,216174,216174,216174,216174,true,216174,216174,216174,216174,true,216174,216174,216174,216174
true,189340,189340,189340,189340,true,144335,144986,144986,144986,true,126526,126526,126526,126526,true,126526,126526,126526,126526
true,172835,172835,172835,172835,true,94785,94785,94785,94785,true,94785,94785,94785,94785,true,94785,94785,94785,94785
true,315690,315690,315690,315690,true,181798,181798,181798,181798,true,181798,181798,181798,181798,true,181798,181798,181798,181798
true,138082,138082,138082,138082,true,74641,74641,74641,74641,true,74641,74641,74641,74641,true,74641,74641,74641,74641
true,332096,332096,332096,332096,true,253460,253460,253460,253460,true,253460,253460,253460,253460,true,253460,253460,253460,253460
true,153505,153505,153505,153505,true,101761,101761,101761,101761,true,101761,101761,101761,101761,true,101761,101761,101761,101761
true,350190,350190,350190,350190,true,212415,212415,252615,252615,true,196515,196515,201630,201630,true,196515,196515,196515,196515
true,722568,722568,722568,722568,true,478035,490065,524664,524664,true,364896,364896,364896,364896,true,314652,314652,314652,314652
true,202830,202830,202830,202830,true,202830,202830,202830,202830,true,202830,202830,202830,202830,true,202830,202830,202830,202830
true,218544,218544,218544,218544,true,152288,152288,163032,163032,true,119560,119560,119560,119560,true,119560,119560,119560,119560
true,505040,505040,505040,505040,true,270704,270704,278368,278368,true,227168,227168,227168,227168,true,227168,227168,227168,227168
true,163352,163352,163352,163352,true,151512,151512,151512,151512,true,134866,134866,134866,134866,true,134866,134866,134866,134866
