BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7,BnB_BnB/8/finished,BnB_BnB/8,BnB_List/8,DP/8,DP_BnB/8
true,510627,510627,510627,510627,true,314082,314082,314082,314082,true,261350,261350,290966,290966,true,261350,261350,261350,261350,true,261350,261350,261350,261350,true,261350,261350,261350,261350,true,261350,261350,261350,261350,true,261350,261350,261350,261350
true,300429,300429,300429,300429,true,166428,166428,191516,191516,true,157105,157105,157105,157105,true,157105,157105,157105,157105,true,157105,157105,157105,157105,true,157105,157105,157105,157105,true,157105,157105,157105,157105,true,157105,157105,157105,157105
true,221830,221830,221830,221830,true,152194,152194,152194,152194,true,134613,134613,134613,134613,true,117505,117505,117505,117505,true,117505,117505,117505,117505,true,117505,117505,117505,117505,true,117505,117505,117505,117505,true,117505,117505,117505,117505
true,818064,818064,818064,818064,true,507856,508008,550672,550672,true,411344,411344,411344,411344,true,350328,350328,350328,350328,true,350328,350328,350328,350328,true,350328,350328,350328,350328,true,350328,350328,350328,350328,true,350328,350328,350328,350328
true,227241,227241,227241,227241,true,124537,124537,124537,124537,true,103999,103999,112028,112028,true,97776,97776,103999,103999,true,97776,97776,97776,97776,true,97776,97776,97776,97776,true,97776,97776,97776,97776,true,97776,97776,97776,97776
true,213495,213495,213495,213495,true,110420,110420,110420,110420,true,108205,108205,108365,108365,true,108205,108205,108205,108205,true,108205,108205,108205,108205,true,108205,108205,108205,108205,true,108205,108205,108205,108205,true,108205,108205,108205,108205
true,670137,670137,670137,670137,true,378287,378287,425290,425290,true,323186,337633,372463,372463,false,306241,308195,315091,315091,false,290729,290729,290729,290729,true,290729,290729,290729,290729,true,290729,290729,290729,290729,true,290729,290729,290729,290729
true,404136,404136,404136,404136,true,228832,228832,228832,228832,true,208656,208656,208656,208656,true,208656,208656,208656,208656,true,208656,208656,208656,208656,true,208656,208656,208656,208656,true,208656,208656,208656,208656,true,208656,208656,208656,208656
true,322287,322287,322287,322287,true,220675,220675,223510,223510,true,169398,175129,196315,196315,false,151119,151767,151767,151767,false,146445,146445,146445,146445,true,146445,146445,146445,146445,true,146445,146445,146445,146445,true,146445,146445,146445,146445
true,178350,178350,178350,178350,true,118015,124345,124590,124590,true,110350,110595,110595,110595,true,110350,110350,110350,110350,true,110350,110350,110350,110350,true,110350,110350,110350,110350,true,110350,110350,110350,110350,true,110350,110350,110350,110350
true,208566,208566,208566,208566,true,171801,171801,171801,171801,true,171801,171801,171801,171801,true,171801,171801,171801,171801,true,171801,171801,171801,171801,true,171801,171801,171801,171801,true,171801,171801,171801,171801,true,171801,171801,171801,171801
true,689026,689026,689026,689026,true,406666,406666,432650,432650,true,288149,288149,346384,346384,false,248542,246353,287674,287674,false,223634,216125,236899,236899,false,209798,209798,221906,221906,true,209798,209798,209798,209798,true,209798,209798,209798,209798
true,476844,476844,476844,476844,true,261492,261492,287892,287892,false,219163,219163,240435,240435,false,167508,168648,183615,183615,true,162660,162660,167568,167568,true,162660,162660,162660,162660,true,162660,162660,162660,162660,true,162660,162660,162660,162660
true,203540,203540,203540,203540,true,111105,111105,114954,114954,true,102453,102453,102453,102453,true,102453,102453,102453,102453,true,102453,102453,102453,102453,true,102453,102453,102453,102453,true,102453,102453,102453,102453,true,102453,102453,102453,102453
true,538020,538020,538020,538020,true,328270,328270,328270,328270,true,267395,281070,282780,282780,true,239460,239460,239460,239460,true,239460,239460,239460,239460,true,239460,239460,239460,239460,true,239460,239460,239460,239460,true,239460,239460,239460,239460
true,264047,264047,264047,264047,true,181573,181573,183540,183540,true,137074,141621,147651,147651,true,136555,136555,136555,136555,true,136555,136555,136555,136555,true,136555,136555,136555,136555,true,136555,136555,136555,136555,true,136555,136555,136555,136555
true,464370,464370,464370,464370,true,294940,294940,303416,303416,false,241318,242330,288643,288643,false,194169,194169,215611,215611,true,178954,179710,184386,184386,true,178954,178954,178954,178954,true,178954,178954,178954,178954,true,178954,178954,178954,178954
true,243445,243445,243445,243445,true,125590,126980,133675,133675,true,116125,116125,116125,116125,true,116125,116125,116125,116125,true,116125,116125,116125,116125,true,116125,116125,116125,116125,true,116125,116125,116125,116125,true,116125,116125,116125,116125
true,456400,456400,456400,456400,true,271726,271726,303390,303390,true,249134,249134,249134,249134,true,249134,249134,249134,249134,true,249134,249134,249134,249134,true,249134,249134,249134,249134,true,249134,249134,249134,249134,true,249134,249134,249134,249134
true,1087443,1087443,1087443,1087443,true,639351,639351,680717,680717,false,495210,506793,524055,524055,false,417543,431665,495210,495210,false,382266,382266,382266,382266,true,362505,362505,362505,362505,true,362505,362505,362505,362505,true,362505,362505,362505,362505
true,231420,231420,231420,231420,true,128747,128747,132822,132822,true,121684,121684,121684,121684,true,121684,121684,121684,121684,true,121684,121684,121684,121684,true,121684,121684,121684,121684,true,121684,121684,121684,121684,true,121684,121684,121684,121684
true,249348,249348,249348,249348,true,209802,209802,209802,209802,true,209802,209802,209802,209802,true,209802,209802,209802,209802,true,209802,209802,209802,209802,true,209802,209802,209802,209802,true,209802,209802,209802,209802,true,209802,209802,209802,209802
true,180210,180210,180210,180210,true,93805,93805,93805,93805,true,87170,87170,87170,87170,true,87170,87170,87170,87170,true,87170,87170,87170,87170,true,87170,87170,87170,87170,true,87170,87170,87170,87170,true,87170,87170,87170,87170
true,451476,451476,451476,451476,true,244998,246600,268767,268767,true,170337,173930,198100,198100,false,165926,165926,165926,165926,false,139920,139920,139920,139920,true,139920,139920,139920,139920,true,139920,139920,139920,139920,true,139920,139920,139920,139920
true,481740,481740,481740,481740,true,258552,259518,310082,310082,true,188020,205618,219030,219030,false,167314,167314,167314,167314,true,167314,167314,167314,167314,true,167314,167314,167314,167314,true,167314,167314,167314,167314,true,167314,167314,167314,167314
true,323008,323008,323008,323008,true,227110,234962,247904,247904,false,179063,181575,192807,192807,true,165856,165856,169200,169200,true,165856,165856,165856,165856,true,165856,165856,165856,165856,true,165856,165856,165856,165856,true,165856,165856,165856,165856
true,326991,326991,326991,326991,true,188174,188174,188174,188174,true,161739,161739,161739,161739,true,161739,161739,161739,161739,true,161739,161739,161739,161739,true,161739,161739,161739,161739,true,161739,161739,161739,161739,true,161739,161739,161739,161739
true,302064,302064,302064,302064,true,164422,167008,192230,192230,false,120386,123590,137916,137916,false,103890,103890,103890,103890,false,103890,103890,103890,103890,true,103890,103890,103890,103890,true,103890,103890,103890,103890,true,103890,103890,103890,103890
true,302988,302988,302988,302988,true,166082,166082,186865,186865,false,133497,133497,138152,138152,false,114874,112266,126413,126413,false,111202,111202,111202,111202,true,111202,111202,111202,111202,true,111202,111202,111202,111202,true,111202,111202,111202,111202
true,181350,181350,181350,181350,true,96092,101592,108675,108675,true,76470,76470,76470,76470,true,76470,76470,76470,76470,true,76470,76470,76470,76470,true,76470,76470,76470,76470,true,76470,76470,76470,76470,true,76470,76470,76470,76470
true,305034,305034,305034,305034,true,159628,169194,188516,188516,true,111498,112542,114534,114534,true,110655,110655,111498,111498,true,110655,110655,110655,110655,true,110655,110655,110655,110655,true,110655,110655,110655,110655,true,110655,110655,110655,110655
true,486885,486885,486885,486885,true,264831,269616,314656,314656,true,254970,254970,254970,254970,true,254970,254970,254970,254970,true,254970,254970,254970,254970,true,254970,254970,254970,254970,true,254970,254970,254970,254970,true,254970,254970,254970,254970
true,680010,680010,680010,680010,true,419708,419708,469110,469110,false,334266,334266,366198,366198,false,300797,275708,334266,334266,true,274221,274221,274221,274221,true,274221,274221,274221,274221,true,274221,274221,274221,274221,true,274221,274221,274221,274221
true,567749,567749,567749,567749,true,310882,310882,310882,310882,true,254488,267874,270556,270556,true,238146,238146,238146,238146,true,238146,238146,238146,238146,true,238146,238146,238146,238146,true,238146,238146,238146,238146,true,238146,238146,238146,238146
true,209699,209699,209699,209699,true,136577,136577,141435,141435,true,136577,136577,136577,136577,true,136577,136577,136577,136577,true,136577,136577,136577,136577,true,136577,136577,136577,136577,true,136577,136577,136577,136577,true,136577,136577,136577,136577
true,256625,256625,256625,256625,true,173148,173148,189260,189260,false,138726,138726,157168,157168,true,124345,124345,152868,152868,true,124345,124345,135950,135950,true,124345,124345,124345,124345,true,124345,124345,124345,124345,true,124345,124345,124345,124345
true,555360,555360,555360,555360,true,328875,328875,342134,342134,true,328875,328875,328875,328875,true,328875,328875,328875,328875,true,328875,328875,328875,328875,true,328875,328875,328875,328875,true,328875,328875,328875,328875,true,328875,328875,328875,328875
true,346600,346600,346600,346600,true,236175,236175,243128,243128,true,194044,194487,205487,205487,false,157695,157695,169783,169783,true,157695,157695,157695,157695,true,157695,157695,157695,157695,true,157695,157695,157695,157695,true,157695,157695,157695,157695
true,343557,343557,343557,343557,true,191902,192307,194148,194148,true,147516,147516,168783,168783,false,143200,143200,147516,147516,true,143200,143200,143200,143200,true,143200,143200,143200,143200,true,143200,143200,143200,143200,true,143200,143200,143200,143200
true,941120,941120,941120,941120,true,574756,586836,624034,624034,false,423234,423906,463034,463034,false,338544,352479,375046,375046,false,323736,323736,323736,323736,false,318970,318970,323652,323652,true,316234,316234,316234,316234,true,316234,316234,316234,316234
true,444488,444488,444488,444488,true,245377,245377,310764,310764,true,245377,245377,248677,248677,true,245377,245377,245377,245377,true,245377,245377,245377,245377,true,245377,245377,245377,245377,true,245377,245377,245377,245377,true,245377,245377,245377,245377
true,226335,226335,226335,226335,true,148166,149320,152595,152595,true,132480,132480,132480,132480,true,132480,132480,132480,132480,true,132480,132480,132480,132480,true,132480,132480,132480,132480,true,132480,132480,132480,132480,true,132480,132480,132480,132480
true,208685,208685,208685,208685,true,123158,123158,127667,127667,true,115183,115183,123158,123158,true,115183,115183,115183,115183,true,115183,115183,115183,115183,true,115183,115183,115183,115183,true,115183,115183,115183,115183,true,115183,115183,115183,115183
true,373345,373345,373345,373345,true,264250,264250,311052,311052,true,258307,258307,264250,264250,true,258307,258307,258307,258307,true,258307,258307,258307,258307,true,258307,258307,258307,258307,true,258307,258307,258307,258307,true,258307,258307,258307,258307
true,525864,525864,525864,525864,true,291696,291696,291696,291696,true,249028,249028,249028,249028,true,243520,243520,248088,248088,true,243520,243520,243520,243520,true,243520,243520,243520,243520,true,243520,243520,243520,243520,true,243520,243520,243520,243520
true,437910,437910,437910,437910,true,253200,253200,253200,253200,true,205260,205260,226932,226932,false,176200,176200,176200,176200,true,176200,176200,176200,176200,true,176200,176200,176200,176200,true,176200,176200,176200,176200,true,176200,176200,176200,176200
true,224850,224850,224850,224850,true,152260,152260,178740,178740,false,127182,136878,142745,142745,false,127182,127182,127182,127182,true,127182,127182,127182,127182,true,127182,127182,127182,127182,true,127182,127182,127182,127182,true,127182,127182,127182,127182
true,199235,199235,199235,199235,true,141770,141770,156095,156095,true,141770,141770,141770,141770,true,141770,141770,141770,141770,true,141770,141770,141770,141770,true,141770,141770,141770,141770,true,141770,141770,141770,141770,true,141770,141770,141770,141770
true,634114,634114,634114,634114,true,357563,360417,389233,389233,true,285159,288890,304330,304330,true,285159,285159,285159,285159,true,285159,285159,285159,285159,true,285159,285159,285159,285159,true,285159,285159,285159,285159,true,285159,285159,285159,285159
