BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1
true,318780,318780,318780,318780
true,35959,35959,35959,35959
true,65240,65240,65240,65240
true,291630,291630,291630,291630
true,18570,18570,18570,18570
true,87687,87687,87687,87687
true,42768,42768,42768,42768
true,269903,269903,269903,269903
true,13902,13902,13902,13902
true,244836,244836,244836,244836
true,15792,15792,15792,15792
true,108900,108900,108900,108900
true,22155,22155,22155,22155
true,145998,145998,145998,145998
true,179620,179620,179620,179620
true,25115,25115,25115,25115
true,38730,38730,38730,38730
true,108195,108195,108195,108195
true,91894,91894,91894,91894
true,58121,58121,58121,58121
true,39725,39725,39725,39725
true,58653,58653,58653,58653
true,353379,353379,353379,353379
true,156258,156258,156258,156258
true,85440,85440,85440,85440
true,17129,17129,17129,17129
true,328581,328581,328581,328581
true,50314,50314,50314,50314
true,156534,156534,156534,156534
true,186276,186276,186276,186276
true,33118,33118,33118,33118
true,115453,115453,115453,115453
true,66793,66793,66793,66793
true,75360,75360,75360,75360
true,58058,58058,58058,58058
true,63936,63936,63936,63936
true,65968,65968,65968,65968
true,314886,314886,314886,314886
true,324720,324720,324720,324720
true,153867,153867,153867,153867
true,126752,126752,126752,126752
true,42931,42931,42931,42931
true,243380,243380,243380,243380
true,75360,75360,75360,75360
true,10689,10689,10689,10689
true,46210,46210,46210,46210
true,104324,104324,104324,104324
true,164760,164760,164760,164760
true,49040,49040,49040,49040
true,152399,152399,152399,152399
true,80590,80590,80590,80590
true,41910,41910,41910,41910
true,61590,61590,61590,61590
true,48825,48825,48825,48825
true,143200,143200,143200,143200
true,93996,93996,93996,93996
true,87476,87476,87476,87476
true,109044,109044,109044,109044
true,125496,125496,125496,125496
true,172800,172800,172800,172800
true,100268,100268,100268,100268
true,260640,260640,260640,260640
true,133476,133476,133476,133476
true,21344,21344,21344,21344
true,285650,285650,285650,285650
true,20850,20850,20850,20850
true,42195,42195,42195,42195
true,20826,20826,20826,20826
true,97760,97760,97760,97760
true,227100,227100,227100,227100
true,9027,9027,9027,9027
true,107220,107220,107220,107220
true,342287,342287,342287,342287
true,53256,53256,53256,53256
true,62010,62010,62010,62010
true,109530,109530,109530,109530
true,76618,76618,76618,76618
true,115170,115170,115170,115170
true,33408,33408,33408,33408
true,72480,72480,72480,72480
true,49905,49905,49905,49905
true,133792,133792,133792,133792
true,253524,253524,253524,253524
true,185782,185782,185782,185782
true,48607,48607,48607,48607
true,37836,37836,37836,37836
true,37400,37400,37400,37400
true,75240,75240,75240,75240
true,157540,157540,157540,157540
true,27870,27870,27870,27870
true,37944,37944,37944,37944
true,46350,46350,46350,46350
true,226800,226800,226800,226800
true,41240,41240,41240,41240
true,70601,70601,70601,70601
true,52236,52236,52236,52236
true,192760,192760,192760,192760
true,22002,22002,22002,22002
true,139090,139090,139090,139090
true,200059,200059,200059,200059
true,426645,426645,426645,426645
true,25047,25047,25047,25047
true,72702,72702,72702,72702
true,240555,240555,240555,240555
true,90902,90902,90902,90902
true,203192,203192,203192,203192
true,7670,7670,7670,7670
true,113892,113892,113892,113892
true,110235,110235,110235,110235
true,24353,24353,24353,24353
true,38975,38975,38975,38975
true,36906,36906,36906,36906
true,188100,188100,188100,188100
true,315008,315008,315008,315008
true,320796,320796,320796,320796
true,417272,417272,417272,417272
true,44550,44550,44550,44550
true,105061,105061,105061,105061
true,63560,63560,63560,63560
true,34111,34111,34111,34111
true,194292,194292,194292,194292
true,221250,221250,221250,221250
true,69124,69124,69124,69124
true,36520,36520,36520,36520
true,78750,78750,78750,78750
true,112060,112060,112060,112060
true,28056,28056,28056,28056
true,81504,81504,81504,81504
true,36104,36104,36104,36104
true,84964,84964,84964,84964
true,255584,255584,255584,255584
true,61456,61456,61456,61456
true,33198,33198,33198,33198
true,27425,27425,27425,27425
true,116980,116980,116980,116980
true,64966,64966,64966,64966
true,270564,270564,270564,270564
true,339808,339808,339808,339808
true,121360,121360,121360,121360
true,116265,116265,116265,116265
true,87280,87280,87280,87280
true,134274,134274,134274,134274
true,82670,82670,82670,82670
true,225480,225480,225480,225480
true,30058,30058,30058,30058
true,222021,222021,222021,222021
true,121989,121989,121989,121989
true,117264,117264,117264,117264
true,77597,77597,77597,77597
true,82192,82192,82192,82192
true,330316,330316,330316,330316
true,96789,96789,96789,96789
true,148800,148800,148800,148800
true,50414,50414,50414,50414
true,206970,206970,206970,206970
true,43190,43190,43190,43190
true,63631,63631,63631,63631
true,11925,11925,11925,11925
true,109182,109182,109182,109182
true,49312,49312,49312,49312
true,145110,145110,145110,145110
true,46942,46942,46942,46942
true,32110,32110,32110,32110
true,128496,128496,128496,128496
true,132804,132804,132804,132804
true,233975,233975,233975,233975
true,78624,78624,78624,78624
true,32656,32656,32656,32656
true,202356,202356,202356,202356
true,115460,115460,115460,115460
true,172328,172328,172328,172328
true,75380,75380,75380,75380
true,111186,111186,111186,111186
true,151040,151040,151040,151040
true,66976,66976,66976,66976
true,119970,119970,119970,119970
true,55086,55086,55086,55086
true,100824,100824,100824,100824
true,34460,34460,34460,34460
true,105156,105156,105156,105156
true,133195,133195,133195,133195
true,152568,152568,152568,152568
true,103551,103551,103551,103551
true,23499,23499,23499,23499
true,98700,98700,98700,98700
true,50002,50002,50002,50002
true,7278,7278,7278,7278
true,61348,61348,61348,61348
true,17830,17830,17830,17830
true,274527,274527,274527,274527
true,220636,220636,220636,220636
true,75650,75650,75650,75650
true,49191,49191,49191,49191
true,87490,87490,87490,87490
true,79920,79920,79920,79920
true,43980,43980,43980,43980
true,184184,184184,184184,184184
true,108767,108767,108767,108767
true,58392,58392,58392,58392
true,63405,63405,63405,63405
true,112365,112365,112365,112365
true,38400,38400,38400,38400
true,8442,8442,8442,8442
true,65362,65362,65362,65362
true,71343,71343,71343,71343
true,27369,27369,27369,27369
true,161118,161118,161118,161118
true,313088,313088,313088,313088
true,112872,112872,112872,112872
true,64960,64960,64960,64960
true,48720,48720,48720,48720
true,64596,64596,64596,64596
true,54150,54150,54150,54150
true,283650,283650,283650,283650
true,90520,90520,90520,90520
true,171532,171532,171532,171532
true,90310,90310,90310,90310
true,48065,48065,48065,48065
true,145632,145632,145632,145632
true,156620,156620,156620,156620
true,106398,106398,106398,106398
true,128731,128731,128731,128731
true,65565,65565,65565,65565
true,195400,195400,195400,195400
true,42120,42120,42120,42120
true,42256,42256,42256,42256
true,334584,334584,334584,334584
true,61984,61984,61984,61984
true,79720,79720,79720,79720
true,35172,35172,35172,35172
true,16783,16783,16783,16783
true,16408,16408,16408,16408
true,77807,77807,77807,77807
true,196488,196488,196488,196488
true,91927,91927,91927,91927
true,32970,32970,32970,32970
true,25571,25571,25571,25571
true,29024,29024,29024,29024
true,277438,277438,277438,277438
true,87612,87612,87612,87612
true,224580,224580,224580,224580
true,131684,131684,131684,131684
true,369984,369984,369984,369984
true,76770,76770,76770,76770
true,112680,112680,112680,112680
true,66771,66771,66771,66771
true,91791,91791,91791,91791
true,261840,261840,261840,261840
true,36998,36998,36998,36998
true,112328,112328,112328,112328
true,77004,77004,77004,77004
true,74815,74815,74815,74815
true,37198,37198,37198,37198
true,117472,117472,117472,117472
true,61240,61240,61240,61240
true,285076,285076,285076,285076
true,244498,244498,244498,244498
true,7770,7770,7770,7770
true,23332,23332,23332,23332
true,74864,74864,74864,74864
true,64350,64350,64350,64350
true,83380,83380,83380,83380
true,43500,43500,43500,43500
true,165090,165090,165090,165090
true,64806,64806,64806,64806
true,249165,249165,249165,249165
true,204932,204932,204932,204932
true,65056,65056,65056,65056
true,210166,210166,210166,210166
true,120708,120708,120708,120708
true,45766,45766,45766,45766
true,157590,157590,157590,157590
true,106272,106272,106272,106272
true,139136,139136,139136,139136
true,87528,87528,87528,87528
true,169048,169048,169048,169048
true,104195,104195,104195,104195
true,322452,322452,322452,322452
true,23401,23401,23401,23401
true,182683,182683,182683,182683
true,104545,104545,104545,104545
true,153664,153664,153664,153664
true,383253,383253,383253,383253
true,69616,69616,69616,69616
true,121133,121133,121133,121133
true,116448,116448,116448,116448
true,118494,118494,118494,118494
true,35610,35610,35610,35610
true,175413,175413,175413,175413
true,77912,77912,77912,77912
true,107083,107083,107083,107083
true,72240,72240,72240,72240
true,92410,92410,92410,92410
true,172782,172782,172782,172782
true,16621,16621,16621,16621
true,14240,14240,14240,14240
true,19968,19968,19968,19968
true,72380,72380,72380,72380
true,156870,156870,156870,156870
true,35360,35360,35360,35360
true,44264,44264,44264,44264
true,63544,63544,63544,63544
true,119872,119872,119872,119872
true,101136,101136,101136,101136
true,219844,219844,219844,219844
true,275847,275847,275847,275847
true,182680,182680,182680,182680
true,104000,104000,104000,104000
true,65190,65190,65190,65190
true,76704,76704,76704,76704
true,17955,17955,17955,17955
true,261450,261450,261450,261450
true,35700,35700,35700,35700
true,82810,82810,82810,82810
true,82501,82501,82501,82501
true,176960,176960,176960,176960
true,199203,199203,199203,199203
true,46172,46172,46172,46172
true,142848,142848,142848,142848
true,56508,56508,56508,56508
true,12930,12930,12930,12930
true,73290,73290,73290,73290
true,33372,33372,33372,33372
true,36498,36498,36498,36498
true,80847,80847,80847,80847
true,105630,105630,105630,105630
true,119232,119232,119232,119232
true,15994,15994,15994,15994
true,82770,82770,82770,82770
true,78066,78066,78066,78066
true,51708,51708,51708,51708
true,163507,163507,163507,163507
true,45408,45408,45408,45408
true,21335,21335,21335,21335
true,258843,258843,258843,258843
true,63789,63789,63789,63789
true,10305,10305,10305,10305
true,50999,50999,50999,50999
true,102834,102834,102834,102834
true,125545,125545,125545,125545
true,8792,8792,8792,8792
true,274995,274995,274995,274995
true,55638,55638,55638,55638
true,125741,125741,125741,125741
true,171969,171969,171969,171969
true,45837,45837,45837,45837
true,33691,33691,33691,33691
true,37310,37310,37310,37310
true,57228,57228,57228,57228
true,188700,188700,188700,188700
true,41667,41667,41667,41667
true,142656,142656,142656,142656
true,13428,13428,13428,13428
true,76958,76958,76958,76958
true,73970,73970,73970,73970
true,10044,10044,10044,10044
true,17460,17460,17460,17460
true,270674,270674,270674,270674
true,48415,48415,48415,48415
true,129103,129103,129103,129103
true,106120,106120,106120,106120
true,102344,102344,102344,102344
true,241162,241162,241162,241162
true,75384,75384,75384,75384
true,79240,79240,79240,79240
true,58080,58080,58080,58080
true,121245,121245,121245,121245
true,47615,47615,47615,47615
true,77528,77528,77528,77528
true,47795,47795,47795,47795
true,39978,39978,39978,39978
true,379886,379886,379886,379886
true,15543,15543,15543,15543
true,73960,73960,73960,73960
true,9864,9864,9864,9864
true,219488,219488,219488,219488
true,273296,273296,273296,273296
true,5490,5490,5490,5490
true,54984,54984,54984,54984
true,30910,30910,30910,30910
true,20672,20672,20672,20672
true,103608,103608,103608,103608
true,87206,87206,87206,87206
true,229473,229473,229473,229473
true,193223,193223,193223,193223
true,91052,91052,91052,91052
true,32809,32809,32809,32809
true,80179,80179,80179,80179
true,116181,116181,116181,116181
true,41322,41322,41322,41322
true,44450,44450,44450,44450
true,143828,143828,143828,143828
true,27144,27144,27144,27144
true,40908,40908,40908,40908
true,21204,21204,21204,21204
true,31512,31512,31512,31512
true,22520,22520,22520,22520
true,31430,31430,31430,31430
true,170950,170950,170950,170950
true,30394,30394,30394,30394
true,62484,62484,62484,62484
true,126046,126046,126046,126046
true,65728,65728,65728,65728
true,19332,19332,19332,19332
true,33135,33135,33135,33135
true,42600,42600,42600,42600
true,199936,199936,199936,199936
true,14720,14720,14720,14720
true,53379,53379,53379,53379
true,258440,258440,258440,258440
true,17822,17822,17822,17822
true,117096,117096,117096,117096
true,102960,102960,102960,102960
true,22092,22092,22092,22092
true,103080,103080,103080,103080
true,64224,64224,64224,64224
true,13185,13185,13185,13185
true,12606,12606,12606,12606
true,192738,192738,192738,192738
true,14182,14182,14182,14182
true,105287,105287,105287,105287
true,22590,22590,22590,22590
true,175068,175068,175068,175068
true,114985,114985,114985,114985
true,87228,87228,87228,87228
true,65780,65780,65780,65780
true,70257,70257,70257,70257
true,48525,48525,48525,48525
true,10304,10304,10304,10304
true,9972,9972,9972,9972
true,78651,78651,78651,78651
true,326736,326736,326736,326736
true,99374,99374,99374,99374
true,29939,29939,29939,29939
true,106290,106290,106290,106290
true,33858,33858,33858,33858
true,39508,39508,39508,39508
true,25102,25102,25102,25102
true,172263,172263,172263,172263
true,33432,33432,33432,33432
true,109088,109088,109088,109088
true,73570,73570,73570,73570
true,49872,49872,49872,49872
true,26544,26544,26544,26544
true,34122,34122,34122,34122
true,228880,228880,228880,228880
true,43022,43022,43022,43022
true,100575,100575,100575,100575
true,168980,168980,168980,168980
true,241984,241984,241984,241984
true,232830,232830,232830,232830
true,111800,111800,111800,111800
true,266934,266934,266934,266934
true,107866,107866,107866,107866
true,50196,50196,50196,50196
true,119016,119016,119016,119016
true,28457,28457,28457,28457
true,128520,128520,128520,128520
true,10827,10827,10827,10827
true,128247,128247,128247,128247
true,26910,26910,26910,26910
true,100617,100617,100617,100617
true,65422,65422,65422,65422
true,72450,72450,72450,72450
true,133035,133035,133035,133035
true,50724,50724,50724,50724
true,5330,5330,5330,5330
true,186792,186792,186792,186792
true,187400,187400,187400,187400
true,274715,274715,274715,274715
true,91452,91452,91452,91452
true,149320,149320,149320,149320
true,84161,84161,84161,84161
true,202959,202959,202959,202959
true,120328,120328,120328,120328
true,44010,44010,44010,44010
true,105017,105017,105017,105017
true,228228,228228,228228,228228
true,65844,65844,65844,65844
true,156630,156630,156630,156630
true,50946,50946,50946,50946
true,84980,84980,84980,84980
true,93679,93679,93679,93679
true,33750,33750,33750,33750
true,169762,169762,169762,169762
true,13392,13392,13392,13392
true,32940,32940,32940,32940
true,184800,184800,184800,184800
true,45409,45409,45409,45409
true,81705,81705,81705,81705
true,134046,134046,134046,134046
true,18760,18760,18760,18760
true,34075,34075,34075,34075
true,295109,295109,295109,295109
true,91696,91696,91696,91696
true,91920,91920,91920,91920
true,73704,73704,73704,73704
true,54264,54264,54264,54264
true,225553,225553,225553,225553
true,199019,199019,199019,199019
true,103248,103248,103248,103248
true,45591,45591,45591,45591
true,33183,33183,33183,33183
true,107775,107775,107775,107775
true,77672,77672,77672,77672
true,60390,60390,60390,60390
true,170654,170654,170654,170654
true,12905,12905,12905,12905
true,172260,172260,172260,172260
true,57248,57248,57248,57248
true,55075,55075,55075,55075
true,196812,196812,196812,196812
true,128064,128064,128064,128064
true,152438,152438,152438,152438
true,61948,61948,61948,61948
true,33651,33651,33651,33651
true,163443,163443,163443,163443
true,165110,165110,165110,165110
true,98670,98670,98670,98670
true,73408,73408,73408,73408
true,17675,17675,17675,17675
true,71280,71280,71280,71280
true,99090,99090,99090,99090
true,76554,76554,76554,76554
true,85662,85662,85662,85662
true,31776,31776,31776,31776
true,170478,170478,170478,170478
true,144315,144315,144315,144315
true,49357,49357,49357,49357
true,133952,133952,133952,133952
true,119721,119721,119721,119721
true,205173,205173,205173,205173
true,57232,57232,57232,57232
true,35870,35870,35870,35870
true,179214,179214,179214,179214
true,191040,191040,191040,191040
true,37355,37355,37355,37355
true,12870,12870,12870,12870
true,49504,49504,49504,49504
true,34782,34782,34782,34782
true,40680,40680,40680,40680
true,193280,193280,193280,193280
true,132432,132432,132432,132432
true,199725,199725,199725,199725
true,73990,73990,73990,73990
true,380562,380562,380562,380562
true,169936,169936,169936,169936
true,47880,47880,47880,47880
true,55029,55029,55029,55029
true,35168,35168,35168,35168
true,118560,118560,118560,118560
true,99845,99845,99845,99845
true,33552,33552,33552,33552
true,125450,125450,125450,125450
true,76203,76203,76203,76203
true,123396,123396,123396,123396
true,50499,50499,50499,50499
true,170100,170100,170100,170100
true,375531,375531,375531,375531
true,86128,86128,86128,86128
true,91029,91029,91029,91029
true,49424,49424,49424,49424
true,63996,63996,63996,63996
true,161466,161466,161466,161466
true,166600,166600,166600,166600
true,15430,15430,15430,15430
true,18720,18720,18720,18720
true,29300,29300,29300,29300
true,20400,20400,20400,20400
true,184604,184604,184604,184604
true,50490,50490,50490,50490
true,80115,80115,80115,80115
true,59378,59378,59378,59378
true,49460,49460,49460,49460
true,22032,22032,22032,22032
true,48360,48360,48360,48360
true,110232,110232,110232,110232
true,252712,252712,252712,252712
true,140202,140202,140202,140202
true,8310,8310,8310,8310
true,355348,355348,355348,355348
true,163296,163296,163296,163296
true,170016,170016,170016,170016
true,51540,51540,51540,51540
true,75080,75080,75080,75080
true,330300,330300,330300,330300
true,17472,17472,17472,17472
true,71687,71687,71687,71687
true,77130,77130,77130,77130
true,135429,135429,135429,135429
true,84280,84280,84280,84280
true,28270,28270,28270,28270
true,186750,186750,186750,186750
true,49472,49472,49472,49472
true,68845,68845,68845,68845
true,9645,9645,9645,9645
true,50580,50580,50580,50580
true,94358,94358,94358,94358
true,91008,91008,91008,91008
true,75086,75086,75086,75086
true,56760,56760,56760,56760
true,218816,218816,218816,218816
true,250050,250050,250050,250050
true,268940,268940,268940,268940
true,16170,16170,16170,16170
true,226576,226576,226576,226576
true,71730,71730,71730,71730
true,168112,168112,168112,168112
true,59780,59780,59780,59780
true,107856,107856,107856,107856
true,210882,210882,210882,210882
true,177596,177596,177596,177596
true,267904,267904,267904,267904
true,372036,372036,372036,372036
true,87065,87065,87065,87065
true,22968,22968,22968,22968
true,23352,23352,23352,23352
true,66784,66784,66784,66784
true,16240,16240,16240,16240
true,171192,171192,171192,171192
true,132192,132192,132192,132192
true,106505,106505,106505,106505
true,127575,127575,127575,127575
true,27440,27440,27440,27440
true,52910,52910,52910,52910
true,42021,42021,42021,42021
true,137024,137024,137024,137024
true,216200,216200,216200,216200
true,146354,146354,146354,146354
true,44240,44240,44240,44240
true,66912,66912,66912,66912
true,262108,262108,262108,262108
true,91300,91300,91300,91300
true,234117,234117,234117,234117
true,78036,78036,78036,78036
true,19008,19008,19008,19008
true,252813,252813,252813,252813
true,172608,172608,172608,172608
true,22203,22203,22203,22203
true,62416,62416,62416,62416
true,82494,82494,82494,82494
true,54222,54222,54222,54222
true,134908,134908,134908,134908
true,212355,212355,212355,212355
true,110292,110292,110292,110292
true,22452,22452,22452,22452
true,260036,260036,260036,260036
true,79299,79299,79299,79299
true,177975,177975,177975,177975
true,69132,69132,69132,69132
true,215919,215919,215919,215919
true,93522,93522,93522,93522
true,189706,189706,189706,189706
true,61452,61452,61452,61452
true,99312,99312,99312,99312
true,46002,46002,46002,46002
true,277994,277994,277994,277994
true,95864,95864,95864,95864
true,86650,86650,86650,86650
true,23643,23643,23643,23643
true,208120,208120,208120,208120
true,41610,41610,41610,41610
true,80168,80168,80168,80168
true,328195,328195,328195,328195
true,97480,97480,97480,97480
true,13212,13212,13212,13212
true,174708,174708,174708,174708
true,70490,70490,70490,70490
true,88375,88375,88375,88375
true,78952,78952,78952,78952
true,105077,105077,105077,105077
true,28746,28746,28746,28746
true,72720,72720,72720,72720
true,128294,128294,128294,128294
true,19475,19475,19475,19475
true,62847,62847,62847,62847
true,77660,77660,77660,77660
true,207456,207456,207456,207456
true,297036,297036,297036,297036
true,140866,140866,140866,140866
true,113237,113237,113237,113237
true,59328,59328,59328,59328
true,96330,96330,96330,96330
true,350468,350468,350468,350468
true,60137,60137,60137,60137
true,133500,133500,133500,133500
true,88725,88725,88725,88725
true,40700,40700,40700,40700
true,34990,34990,34990,34990
true,48525,48525,48525,48525
true,22220,22220,22220,22220
true,81213,81213,81213,81213
true,182493,182493,182493,182493
true,115010,115010,115010,115010
true,50380,50380,50380,50380
true,21609,21609,21609,21609
true,105345,105345,105345,105345
true,298964,298964,298964,298964
true,136170,136170,136170,136170
true,39699,39699,39699,39699
true,241203,241203,241203,241203
true,62293,62293,62293,62293
true,77760,77760,77760,77760
true,7800,7800,7800,7800
true,75696,75696,75696,75696
true,124200,124200,124200,124200
true,150412,150412,150412,150412
true,123408,123408,123408,123408
true,77463,77463,77463,77463
true,58050,58050,58050,58050
true,36285,36285,36285,36285
true,315245,315245,315245,315245
true,45903,45903,45903,45903
true,131670,131670,131670,131670
true,115674,115674,115674,115674
true,30390,30390,30390,30390
true,62020,62020,62020,62020
true,62775,62775,62775,62775
true,45070,45070,45070,45070
true,178332,178332,178332,178332
true,53909,53909,53909,53909
true,216580,216580,216580,216580
true,110336,110336,110336,110336
true,12906,12906,12906,12906
true,102034,102034,102034,102034
true,97608,97608,97608,97608
true,39520,39520,39520,39520
true,145464,145464,145464,145464
true,77112,77112,77112,77112
true,181567,181567,181567,181567
true,259766,259766,259766,259766
true,26005,26005,26005,26005
true,56298,56298,56298,56298
true,44928,44928,44928,44928
true,198950,198950,198950,198950
true,82920,82920,82920,82920
true,35776,35776,35776,35776
true,123969,123969,123969,123969
true,27670,27670,27670,27670
true,25425,25425,25425,25425
true,57225,57225,57225,57225
true,16608,16608,16608,16608
true,208977,208977,208977,208977
true,172718,172718,172718,172718
true,36855,36855,36855,36855
true,103092,103092,103092,103092
true,21336,21336,21336,21336
true,29991,29991,29991,29991
true,70789,70789,70789,70789
true,103367,103367,103367,103367
true,30270,30270,30270,30270
true,62741,62741,62741,62741
true,232824,232824,232824,232824
true,27960,27960,27960,27960
true,227332,227332,227332,227332
true,26598,26598,26598,26598
true,76290,76290,76290,76290
true,110280,110280,110280,110280
true,82269,82269,82269,82269
true,99648,99648,99648,99648
true,51840,51840,51840,51840
true,146251,146251,146251,146251
true,209594,209594,209594,209594
true,195240,195240,195240,195240
true,9180,9180,9180,9180
true,43470,43470,43470,43470
true,243145,243145,243145,243145
true,190890,190890,190890,190890
true,436392,436392,436392,436392
true,17272,17272,17272,17272
true,75768,75768,75768,75768
true,94133,94133,94133,94133
true,96627,96627,96627,96627
true,127110,127110,127110,127110
true,259410,259410,259410,259410
true,34510,34510,34510,34510
true,38730,38730,38730,38730
true,88470,88470,88470,88470
true,25805,25805,25805,25805
true,92169,92169,92169,92169
true,65920,65920,65920,65920
true,101400,101400,101400,101400
true,21154,21154,21154,21154
true,38467,38467,38467,38467
true,347612,347612,347612,347612
true,25704,25704,25704,25704
true,78386,78386,78386,78386
true,77715,77715,77715,77715
true,194106,194106,194106,194106
true,107440,107440,107440,107440
true,25590,25590,25590,25590
true,268048,268048,268048,268048
true,109648,109648,109648,109648
true,180440,180440,180440,180440
true,120036,120036,120036,120036
true,197428,197428,197428,197428
true,13024,13024,13024,13024
true,13325,13325,13325,13325
true,362920,362920,362920,362920
true,42840,42840,42840,42840
true,52283,52283,52283,52283
true,154428,154428,154428,154428
true,331296,331296,331296,331296
true,17325,17325,17325,17325
true,45756,45756,45756,45756
true,328125,328125,328125,328125
true,50930,50930,50930,50930
true,100706,100706,100706,100706
true,207698,207698,207698,207698
true,114168,114168,114168,114168
true,58440,58440,58440,58440
true,126529,126529,126529,126529
true,137610,137610,137610,137610
true,36652,36652,36652,36652
true,56792,56792,56792,56792
true,50183,50183,50183,50183
true,86454,86454,86454,86454
true,50076,50076,50076,50076
true,61570,61570,61570,61570
true,58980,58980,58980,58980
true,29488,29488,29488,29488
true,201204,201204,201204,201204
true,39512,39512,39512,39512
true,68661,68661,68661,68661
true,36360,36360,36360,36360
true,126956,126956,126956,126956
true,172676,172676,172676,172676
true,42030,42030,42030,42030
true,194960,194960,194960,194960
true,104440,104440,104440,104440
true,97009,97009,97009,97009
true,121772,121772,121772,121772
true,20890,20890,20890,20890
true,97631,97631,97631,97631
true,82087,82087,82087,82087
true,52548,52548,52548,52548
true,156750,156750,156750,156750
true,183932,183932,183932,183932
true,25452,25452,25452,25452
true,72264,72264,72264,72264
true,66717,66717,66717,66717
true,38770,38770,38770,38770
true,23409,23409,23409,23409
true,12488,12488,12488,12488
true,237132,237132,237132,237132
true,79884,79884,79884,79884
true,168498,168498,168498,168498
true,106330,106330,106330,106330
true,24378,24378,24378,24378
true,34370,34370,34370,34370
true,168665,168665,168665,168665
true,341440,341440,341440,341440
true,153456,153456,153456,153456
true,45276,45276,45276,45276
true,30807,30807,30807,30807
true,309616,309616,309616,309616
true,309804,309804,309804,309804
true,46474,46474,46474,46474
true,196850,196850,196850,196850
true,34062,34062,34062,34062
true,37628,37628,37628,37628
true,87597,87597,87597,87597
true,36830,36830,36830,36830
true,70974,70974,70974,70974
true,90020,90020,90020,90020
true,67270,67270,67270,67270
true,40549,40549,40549,40549
true,52488,52488,52488,52488
true,32868,32868,32868,32868
true,309344,309344,309344,309344
true,413424,413424,413424,413424
true,23705,23705,23705,23705
true,32552,32552,32552,32552
true,97750,97750,97750,97750
true,114030,114030,114030,114030
true,108645,108645,108645,108645
true,62748,62748,62748,62748
true,50288,50288,50288,50288
true,17775,17775,17775,17775
true,46046,46046,46046,46046
true,38538,38538,38538,38538
true,44616,44616,44616,44616
true,86380,86380,86380,86380
true,40664,40664,40664,40664
true,14220,14220,14220,14220
true,160588,160588,160588,160588
true,101308,101308,101308,101308
true,17625,17625,17625,17625
true,39175,39175,39175,39175
true,9135,9135,9135,9135
true,198288,198288,198288,198288
true,55003,55003,55003,55003
true,35748,35748,35748,35748
true,19385,19385,19385,19385
true,214422,214422,214422,214422
true,74736,74736,74736,74736
true,119040,119040,119040,119040
true,55328,55328,55328,55328
true,232232,232232,232232,232232
true,109991,109991,109991,109991
true,32960,32960,32960,32960
true,166144,166144,166144,166144
true,62592,62592,62592,62592
true,45810,45810,45810,45810
true,78759,78759,78759,78759
true,51224,51224,51224,51224
true,35640,35640,35640,35640
true,351936,351936,351936,351936
true,69874,69874,69874,69874
true,71964,71964,71964,71964
true,74960,74960,74960,74960
true,60608,60608,60608,60608
true,146322,146322,146322,146322
true,112992,112992,112992,112992
true,85410,85410,85410,85410
true,142800,142800,142800,142800
true,190836,190836,190836,190836
true,157320,157320,157320,157320
true,113058,113058,113058,113058
true,60860,60860,60860,60860
true,477456,477456,477456,477456
true,157008,157008,157008,157008
true,160332,160332,160332,160332
true,54024,54024,54024,54024
true,55803,55803,55803,55803
true,12439,12439,12439,12439
true,47462,47462,47462,47462
true,45504,45504,45504,45504
true,47328,47328,47328,47328
true,55680,55680,55680,55680
true,86156,86156,86156,86156
true,426861,426861,426861,426861
true,125940,125940,125940,125940
true,39998,39998,39998,39998
true,162826,162826,162826,162826
true,22280,22280,22280,22280
true,25800,25800,25800,25800
true,135907,135907,135907,135907
true,88998,88998,88998,88998
true,232944,232944,232944,232944
true,79344,79344,79344,79344
true,93366,93366,93366,93366
true,44586,44586,44586,44586
true,91379,91379,91379,91379
true,109648,109648,109648,109648
true,12843,12843,12843,12843
true,29100,29100,29100,29100
true,125070,125070,125070,125070
true,67470,67470,67470,67470
true,216891,216891,216891,216891
true,187820,187820,187820,187820
true,110040,110040,110040,110040
true,295350,295350,295350,295350
true,73812,73812,73812,73812
true,110088,110088,110088,110088
true,22320,22320,22320,22320
true,17259,17259,17259,17259
true,126070,126070,126070,126070
true,18064,18064,18064,18064
true,13264,13264,13264,13264
true,98560,98560,98560,98560
true,108399,108399,108399,108399
true,59080,59080,59080,59080
true,235230,235230,235230,235230
true,175674,175674,175674,175674
true,39622,39622,39622,39622
true,39726,39726,39726,39726
true,138708,138708,138708,138708
true,35530,35530,35530,35530
true,185544,185544,185544,185544
true,36660,36660,36660,36660
true,38920,38920,38920,38920
true,109140,109140,109140,109140
true,31200,31200,31200,31200
true,98618,98618,98618,98618
true,102866,102866,102866,102866
true,21975,21975,21975,21975
true,176400,176400,176400,176400
true,211320,211320,211320,211320
true,57530,57530,57530,57530
true,62820,62820,62820,62820
true,28434,28434,28434,28434
true,247508,247508,247508,247508
true,31590,31590,31590,31590
true,190960,190960,190960,190960
true,75240,75240,75240,75240
true,32202,32202,32202,32202
true,29630,29630,29630,29630
true,123136,123136,123136,123136
true,52440,52440,52440,52440
true,28296,28296,28296,28296
true,138474,138474,138474,138474
true,37728,37728,37728,37728
true,177710,177710,177710,177710
true,5710,5710,5710,5710
true,159280,159280,159280,159280
