BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6
true,402883,402883,402883,402883,true,262269,263789,291438,291438,true,230520,230520,230520,230520,true,230520,230520,230520,230520,true,230520,230520,230520,230520,true,230520,230520,230520,230520
true,480103,480103,480103,480103,true,343213,343213,391469,391469,true,299234,299234,339443,339443,true,299234,299234,299234,299234,true,299234,299234,299234,299234,true,299234,299234,299234,299234
true,843129,843129,843129,843129,true,575722,579009,606942,606942,true,437142,437142,438438,438438,true,433048,433048,433048,433048,true,433048,433048,433048,433048,true,433048,433048,433048,433048
true,792490,792490,792490,792490,true,500249,500249,558201,558201,true,382763,408733,408733,408733,true,321284,321284,367713,367713,true,295495,295495,295495,295495,true,295495,295495,295495,295495
true,487860,487860,487860,487860,true,288408,288408,331464,331464,true,244872,247092,262692,262692,true,206844,206844,206844,206844,true,206844,206844,206844,206844,true,206844,206844,206844,206844
true,256568,256568,256568,256568,true,199224,199224,213936,213936,true,199224,199224,199224,199224,true,199224,199224,199224,199224,true,199224,199224,199224,199224,true,199224,199224,199224,199224
true,588762,588762,588762,588762,true,431673,431673,489093,489093,true,352203,352203,372405,372405,true,334086,334086,352203,352203,true,334086,334086,334086,334086,true,334086,334086,334086,334086
true,348786,348786,348786,348786,true,207855,207855,207855,207855,true,156231,156231,156231,156231,true,156231,156231,156231,156231,true,156231,156231,156231,156231,true,156231,156231,156231,156231
true,524816,524816,524816,524816,true,288400,296980,333916,333916,true,263728,270500,270500,270500,true,203324,203324,203324,203324,true,203324,203324,203324,203324,true,203324,203324,203324,203324
true,247113,247113,247113,247113,true,140795,140795,162197,162197,true,98946,98946,98946,98946,true,92367,93456,94347,94347,true,88713,88713,88713,88713,true,88713,88713,88713,88713
true,335570,335570,335570,335570,true,171360,176830,199010,199010,true,141390,141390,141390,141390,true,135950,135950,135950,135950,true,135950,135950,135950,135950,true,135950,135950,135950,135950
true,216931,216931,216931,216931,true,146765,151041,158706,158706,true,134610,134610,134610,134610,true,134610,134610,134610,134610,true,134610,134610,134610,134610,true,134610,134610,134610,134610
true,210204,210204,210204,210204,true,108732,108732,108732,108732,true,104193,104193,107910,107910,true,95100,95100,95100,95100,true,95100,95100,95100,95100,true,95100,95100,95100,95100
true,213870,213870,213870,213870,true,132042,132042,146562,146562,true,132042,132042,132042,132042,true,132042,132042,132042,132042,true,132042,132042,132042,132042,true,132042,132042,132042,132042
true,180250,180250,180250,180250,true,135115,135115,143665,143665,true,128080,128080,135115,135115,true,128080,128080,128080,128080,true,128080,128080,128080,128080,true,128080,128080,128080,128080
true,195430,195430,195430,195430,true,153685,153685,156720,156720,true,144225,144225,149030,149030,true,144225,144225,144225,144225,true,144225,144225,144225,144225,true,144225,144225,144225,144225
true,257068,257068,257068,257068,true,162205,164928,169831,169831,true,136368,136368,136368,136368,true,136368,136368,136368,136368,true,136368,136368,136368,136368,true,136368,136368,136368,136368
true,186669,186669,186669,186669,true,113880,113880,113880,113880,true,113880,113880,113880,113880,true,113880,113880,113880,113880,true,113880,113880,113880,113880,true,113880,113880,113880,113880
true,290169,290169,290169,290169,true,174920,174920,174920,174920,true,171828,171828,171828,171828,true,171828,171828,171828,171828,true,171828,171828,171828,171828,true,171828,171828,171828,171828
true,229222,229222,229222,229222,true,126140,126140,126140,126140,true,122005,122005,122005,122005,true,122005,122005,122005,122005,true,122005,122005,122005,122005,true,122005,122005,122005,122005
true,271332,271332,271332,271332,true,154350,154350,154350,154350,true,154350,154350,154350,154350,true,154350,154350,154350,154350,true,154350,154350,154350,154350,true,154350,154350,154350,154350
true,187842,187842,187842,187842,true,167574,167574,167574,167574,true,144846,144846,144846,144846,true,144846,144846,144846,144846,true,144846,144846,144846,144846,true,144846,144846,144846,144846
true,261216,261216,261216,261216,true,140137,144756,177750,177750,true,108520,108520,109500,109500,true,108520,108520,108520,108520,true,108520,108520,108520,108520,true,108520,108520,108520,108520
true,772992,772992,772992,772992,true,512478,532096,552592,552592,true,442640,449008,456112,456112,true,342944,342944,407988,407988,true,342944,342944,342944,342944,true,342944,342944,342944,342944
true,648508,648508,648508,648508,true,401407,403376,441777,441777,true,346984,346984,353826,353826,true,346984,346984,346984,346984,true,346984,346984,346984,346984,true,346984,346984,346984,346984
true,238424,238424,238424,238424,true,194232,194232,194232,194232,true,194232,194232,194232,194232,true,194232,194232,194232,194232,true,194232,194232,194232,194232,true,194232,194232,194232,194232
true,345456,345456,345456,345456,true,189392,190572,219932,219932,true,147312,147312,147312,147312,true,127648,127648,127648,127648,true,125856,125856,125856,125856,true,125856,125856,125856,125856
true,541684,541684,541684,541684,true,365170,365170,380913,380913,true,365170,365170,365170,365170,true,365170,365170,365170,365170,true,365170,365170,365170,365170,true,365170,365170,365170,365170
true,332453,332453,332453,332453,true,193820,193820,207779,207779,true,193820,193820,193820,193820,true,193820,193820,193820,193820,true,193820,193820,193820,193820,true,193820,193820,193820,193820
true,173840,173840,173840,173840,true,159235,159235,159235,159235,true,159235,159235,159235,159235,true,159235,159235,159235,159235,true,159235,159235,159235,159235,true,159235,159235,159235,159235
true,338736,338736,338736,338736,true,197784,197784,239941,239941,true,191701,191701,197784,197784,true,191701,191701,191701,191701,true,191701,191701,191701,191701,true,191701,191701,191701,191701
true,676799,676799,676799,676799,true,401673,417582,454193,454193,true,350322,350322,350322,350322,true,350322,350322,350322,350322,true,350322,350322,350322,350322,true,350322,350322,350322,350322
true,407772,407772,407772,407772,true,251802,251802,251802,251802,true,251802,251802,251802,251802,true,251802,251802,251802,251802,true,251802,251802,251802,251802,true,251802,251802,251802,251802
true,364705,364705,364705,364705,true,206737,217030,263828,263828,true,142605,142605,176620,176620,true,141497,141497,141497,141497,true,141497,141497,141497,141497,true,141497,141497,141497,141497
true,865986,865986,865986,865986,true,505824,505824,553884,553884,true,419070,419070,500859,500859,true,379394,379394,388312,388312,true,367090,367090,375260,375260,true,367090,367090,367090,367090
true,225490,225490,225490,225490,true,178715,178715,178715,178715,true,141202,141202,141202,141202,true,135677,135677,135677,135677,true,135677,135677,135677,135677,true,135677,135677,135677,135677
true,354832,354832,354832,354832,true,204544,204544,224144,224144,true,167336,167336,167336,167336,true,163420,163420,163420,163420,true,163420,163420,163420,163420,true,163420,163420,163420,163420
true,358730,358730,358730,358730,true,196106,204994,219976,219976,true,142028,144476,172962,172962,true,125688,125688,125688,125688,true,125688,125688,125688,125688,true,125688,125688,125688,125688
true,323290,323290,323290,323290,true,257333,257333,257333,257333,true,216875,216875,216875,216875,true,216875,216875,216875,216875,true,216875,216875,216875,216875,true,216875,216875,216875,216875
true,260827,260827,260827,260827,true,190029,190029,223279,223279,true,163338,163338,190029,190029,true,156296,156296,156933,156933,true,156296,156296,156296,156296,true,156296,156296,156296,156296
true,132150,132150,132150,132150,true,68825,68825,68825,68825,true,68825,68825,68825,68825,true,68825,68825,68825,68825,true,68825,68825,68825,68825,true,68825,68825,68825,68825
true,436007,436007,436007,436007,true,275253,275253,275253,275253,true,236640,236640,258830,258830,true,195756,195756,198693,198693,true,154000,154000,168465,168465,true,154000,154000,154000,154000
true,179515,179515,179515,179515,true,99008,110950,113718,113718,true,80530,82680,84198,84198,true,65514,65514,82680,82680,true,65000,65000,65000,65000,true,65000,65000,65000,65000
true,517312,517312,517312,517312,true,293724,299866,340720,340720,true,210906,210906,210906,210906,true,180032,183884,198736,198736,true,172620,172620,172620,172620,true,172620,172620,172620,172620
true,529080,529080,529080,529080,true,285570,285570,318534,318534,true,202115,228561,286680,286680,true,191535,191535,191535,191535,true,191535,191535,191535,191535,true,191535,191535,191535,191535
true,179616,179616,179616,179616,true,127540,131310,131310,131310,true,112134,112134,112134,112134,true,112134,112134,112134,112134,true,112134,112134,112134,112134,true,112134,112134,112134,112134
true,320456,320456,320456,320456,true,183335,194032,218672,218672,true,142848,154992,157368,157368,true,117912,117912,117912,117912,true,117912,117912,117912,117912,true,117912,117912,117912,117912
true,222080,222080,222080,222080,true,142420,142420,142930,142930,true,142420,142420,142420,142420,true,142420,142420,142420,142420,true,142420,142420,142420,142420,true,142420,142420,142420,142420
true,289580,289580,289580,289580,true,149070,151340,179260,179260,true,127290,127290,127290,127290,true,127290,127290,127290,127290,true,127290,127290,127290,127290,true,127290,127290,127290,127290
true,133290,133290,133290,133290,true,102990,102990,102990,102990,true,102990,102990,102990,102990,true,102990,102990,102990,102990,true,102990,102990,102990,102990,true,102990,102990,102990,102990
true,426496,426496,426496,426496,true,263550,263550,310142,310142,true,254436,254436,263550,263550,true,254436,254436,254450,254450,true,254436,254436,254436,254436,true,254436,254436,254436,254436
true,258496,258496,258496,258496,true,144112,144112,144112,144112,true,117048,117048,119824,119824,true,117048,117048,117048,117048,true,117048,117048,117048,117048,true,117048,117048,117048,117048
true,647152,647152,647152,647152,true,410567,410567,426492,426492,true,344151,349460,383724,383724,true,300631,300631,300631,300631,true,267079,267079,267079,267079,true,264231,264231,264231,264231
true,134442,134442,134442,134442,true,88949,88949,88949,88949,true,88949,88949,88949,88949,true,88949,88949,88949,88949,true,88949,88949,88949,88949,true,88949,88949,88949,88949
true,103110,103110,103110,103110,true,75645,75645,75645,75645,true,69260,69260,69260,69260,true,69260,69260,69260,69260,true,69260,69260,69260,69260,true,69260,69260,69260,69260
true,202775,202775,202775,202775,true,149805,149805,171955,171955,true,146482,146482,148767,148767,true,146482,146482,146482,146482,true,146482,146482,146482,146482,true,146482,146482,146482,146482
true,565279,565279,565279,565279,true,338996,338996,367523,367523,true,291419,313222,313222,313222,true,248313,248313,248313,248313,true,248313,248313,248313,248313,true,248313,248313,248313,248313
true,230692,230692,230692,230692,true,194544,194544,205247,205247,true,192066,192066,194544,194544,true,192066,192066,192066,192066,true,192066,192066,192066,192066,true,192066,192066,192066,192066
true,278480,278480,278480,278480,true,246825,246825,246825,246825,true,246825,246825,246825,246825,true,246825,246825,246825,246825,true,246825,246825,246825,246825,true,246825,246825,246825,246825
true,345680,345680,345680,345680,true,248024,248024,297136,297136,true,226120,226120,262227,262227,true,213768,213768,235573,235573,true,213768,213768,213768,213768,true,213768,213768,213768,213768
true,565632,565632,565632,565632,true,295380,312540,328920,328920,true,233940,233940,239208,239208,true,233940,233940,233940,233940,true,233940,233940,233940,233940,true,233940,233940,233940,233940
true,447356,447356,447356,447356,true,324477,324477,333551,333551,true,244294,244294,244294,244294,true,208449,208449,217523,217523,true,208449,208449,208449,208449,true,208449,208449,208449,208449
true,479219,479219,479219,479219,true,261936,272502,291136,291136,true,211328,211328,226506,226506,true,161604,161604,211328,211328,true,159061,159061,159061,159061,true,159061,159061,159061,159061
true,204084,204084,204084,204084,true,175257,175257,185022,185022,true,166983,166983,175257,175257,true,166983,166983,166983,166983,true,166983,166983,166983,166983,true,166983,166983,166983,166983
true,216032,216032,216032,216032,true,117006,127536,137868,137868,true,103590,103590,103590,103590,true,103590,103590,103590,103590,true,103590,103590,103590,103590,true,103590,103590,103590,103590
true,528003,528003,528003,528003,true,315476,315476,356983,356983,true,299160,299160,299160,299160,true,299160,299160,299160,299160,true,299160,299160,299160,299160,true,299160,299160,299160,299160
true,389493,389493,389493,389493,true,251786,254002,257832,257832,true,213178,213178,213178,213178,true,182714,182714,182714,182714,true,182714,182714,182714,182714,true,182714,182714,182714,182714
true,242550,242550,242550,242550,true,148766,148766,162869,162869,true,148766,148766,148766,148766,true,148766,148766,148766,148766,true,148766,148766,148766,148766,true,148766,148766,148766,148766
true,177785,177785,177785,177785,true,126625,126625,133645,133645,true,122405,122405,122405,122405,true,122405,122405,122405,122405,true,122405,122405,122405,122405,true,122405,122405,122405,122405
true,283140,283140,283140,283140,true,190827,190827,211874,211874,true,179647,179647,190827,190827,true,179647,179647,179647,179647,true,179647,179647,179647,179647,true,179647,179647,179647,179647
true,213450,213450,213450,213450,true,116526,127542,143935,143935,true,89106,93594,103732,103732,true,89106,89106,89106,89106,true,89106,89106,89106,89106,true,89106,89106,89106,89106
true,99580,99580,99580,99580,true,56890,56890,56890,56890,true,51335,51335,51335,51335,true,51335,51335,51335,51335,true,51335,51335,51335,51335,true,51335,51335,51335,51335
true,563618,563618,563618,563618,true,406318,406318,406318,406318,true,326766,326766,326766,326766,true,318560,318560,318560,318560,true,318560,318560,318560,318560,true,318560,318560,318560,318560
true,451108,451108,451108,451108,true,267512,267512,267512,267512,true,225176,225176,225176,225176,true,225176,225176,225176,225176,true,225176,225176,225176,225176,true,225176,225176,225176,225176
true,444168,444168,444168,444168,true,331935,331935,353844,353844,true,307041,307041,319641,319641,true,307041,307041,307041,307041,true,307041,307041,307041,307041,true,307041,307041,307041,307041
true,111135,111135,111135,111135,true,61425,61425,61425,61425,true,61425,61425,61425,61425,true,61425,61425,61425,61425,true,61425,61425,61425,61425,true,61425,61425,61425,61425
true,247626,247626,247626,247626,true,219132,219132,219132,219132,true,219132,219132,219132,219132,true,219132,219132,219132,219132,true,219132,219132,219132,219132,true,219132,219132,219132,219132
true,206874,206874,206874,206874,true,177852,177852,180282,180282,true,156942,156942,156942,156942,true,156942,156942,156942,156942,true,156942,156942,156942,156942,true,156942,156942,156942,156942
true,391230,391230,391230,391230,true,248539,260338,292531,292531,true,196425,212097,212976,212976,true,159250,159250,159250,159250,true,159250,159250,159250,159250,true,159250,159250,159250,159250
true,453990,453990,453990,453990,true,241095,241095,277551,277551,true,179670,179670,179670,179670,true,176137,176137,176137,176137,true,176137,176137,176137,176137,true,176137,176137,176137,176137
true,370800,370800,370800,370800,true,218184,218184,226236,226236,true,218184,218184,218184,218184,true,218184,218184,218184,218184,true,218184,218184,218184,218184,true,218184,218184,218184,218184
true,406944,406944,406944,406944,true,243612,248262,287172,287172,true,185874,185874,195876,195876,true,156966,156966,162996,162996,true,156966,156966,156966,156966,true,156966,156966,156966,156966
true,321832,321832,321832,321832,true,209514,209514,257714,257714,true,176952,176952,182308,182308,true,147810,147810,147810,147810,true,147810,147810,147810,147810,true,147810,147810,147810,147810
true,616620,616620,616620,616620,true,351830,356784,364896,364896,true,267360,267360,267360,267360,false,240386,240386,251392,251392,true,190854,190854,190854,190854,true,190854,190854,190854,190854
true,553013,553013,553013,553013,true,319447,319447,331752,331752,true,251297,251297,252456,252456,true,219744,219744,219744,219744,true,219744,219744,219744,219744,true,219744,219744,219744,219744
true,171066,171066,171066,171066,true,98772,106858,114300,114300,true,79146,79146,79146,79146,true,79146,79146,79146,79146,true,79146,79146,79146,79146,true,79146,79146,79146,79146
true,140763,140763,140763,140763,true,84476,84476,93471,93471,true,67028,67028,70524,70524,true,67028,67028,67028,67028,true,67028,67028,67028,67028,true,67028,67028,67028,67028
true,452158,452158,452158,452158,true,243968,244650,282044,282044,true,179942,179942,199082,199082,true,177372,177372,179942,179942,true,177372,177372,177372,177372,true,177372,177372,177372,177372
true,228025,228025,228025,228025,true,130615,130615,131205,131205,true,115230,115964,117936,117936,true,115230,115230,115230,115230,true,115230,115230,115230,115230,true,115230,115230,115230,115230
true,637164,637164,637164,637164,true,345420,345510,395406,395406,true,280980,280980,280980,280980,true,264780,264780,264780,264780,true,264780,264780,264780,264780,true,264780,264780,264780,264780
true,513874,513874,513874,513874,true,295355,295355,390266,390266,true,278343,278343,284802,284802,true,278343,278343,278343,278343,true,278343,278343,278343,278343,true,278343,278343,278343,278343
true,269230,269230,269230,269230,true,170985,170985,170985,170985,true,159460,163040,167740,167740,true,145830,145830,145830,145830,true,145830,145830,145830,145830,true,145830,145830,145830,145830
true,684018,684018,684018,684018,true,511902,511902,550638,550638,true,410436,410436,445824,445824,true,407088,407088,410436,410436,true,407088,407088,407088,407088,true,407088,407088,407088,407088
true,142315,142315,142315,142315,true,85135,85135,85135,85135,true,85135,85135,85135,85135,true,85135,85135,85135,85135,true,85135,85135,85135,85135,true,85135,85135,85135,85135
true,316680,316680,316680,316680,true,239760,239760,239760,239760,true,234640,234640,234640,234640,true,234640,234640,234640,234640,true,234640,234640,234640,234640,true,234640,234640,234640,234640
true,631965,631965,631965,631965,true,416848,418622,434190,434190,true,312962,312962,312962,312962,true,297902,297902,297902,297902,true,297902,297902,297902,297902,true,297902,297902,297902,297902
true,603137,603137,603137,603137,true,372574,372574,443908,443908,true,303654,315744,320255,320255,true,303654,303654,303654,303654,true,303654,303654,303654,303654,true,303654,303654,303654,303654
true,150745,150745,150745,150745,true,93210,93210,107235,107235,true,93210,93210,93210,93210,true,93210,93210,93210,93210,true,93210,93210,93210,93210,true,93210,93210,93210,93210
true,682062,682062,682062,682062,true,407453,414684,425315,425315,true,310356,311915,341530,341530,true,290348,299887,299887,299887,true,290348,290348,290348,290348,true,290348,290348,290348,290348
true,266427,266427,266427,266427,true,175572,175572,175572,175572,true,175572,175572,175572,175572,true,175572,175572,175572,175572,true,175572,175572,175572,175572,true,175572,175572,175572,175572
true,308421,308421,308421,308421,true,165708,165708,165708,165708,true,151497,151497,151497,151497,true,151497,151497,151497,151497,true,151497,151497,151497,151497,true,151497,151497,151497,151497
true,258027,258027,258027,258027,true,148918,148918,148918,148918,true,148918,148918,148918,148918,true,148918,148918,148918,148918,true,148918,148918,148918,148918,true,148918,148918,148918,148918
true,196355,196355,196355,196355,true,104375,105410,105410,105410,true,92085,92085,92085,92085,true,92085,92085,92085,92085,true,92085,92085,92085,92085,true,92085,92085,92085,92085
true,440388,440388,440388,440388,true,299975,299975,368940,368940,true,280467,280467,299975,299975,true,280467,280467,280467,280467,true,280467,280467,280467,280467,true,280467,280467,280467,280467
true,296807,296807,296807,296807,true,192248,192248,200544,200544,true,156590,156590,181818,181818,true,128250,130158,132734,132734,true,127251,127251,127251,127251,true,127251,127251,127251,127251
true,352656,352656,352656,352656,true,188496,188496,188496,188496,true,160304,160304,177760,177760,true,140649,140649,160304,160304,true,140649,140649,140649,140649,true,140649,140649,140649,140649
true,118935,118935,118935,118935,true,81905,81905,81905,81905,true,81905,81905,81905,81905,true,81905,81905,81905,81905,true,81905,81905,81905,81905,true,81905,81905,81905,81905
true,379860,379860,379860,379860,true,264772,282252,282252,282252,true,204723,204723,225924,225924,true,195880,195880,195880,195880,true,195880,195880,195880,195880,true,195880,195880,195880,195880
true,223950,223950,223950,223950,true,132196,132196,163681,163681,true,92944,103358,116880,116880,true,82020,82020,82020,82020,true,82020,82020,82020,82020,true,82020,82020,82020,82020
true,311955,311955,311955,311955,true,203490,203490,203490,203490,true,203490,203490,203490,203490,true,203490,203490,203490,203490,true,203490,203490,203490,203490,true,203490,203490,203490,203490
true,413764,413764,413764,413764,true,249309,252642,284135,284135,true,189319,190021,190021,190021,true,140565,152519,152519,152519,true,139830,139830,139830,139830,true,139830,139830,139830,139830
true,122630,122630,122630,122630,true,93902,95107,96025,96025,true,75335,75335,75335,75335,true,75335,75335,75335,75335,true,75335,75335,75335,75335,true,75335,75335,75335,75335
true,488093,488093,488093,488093,true,300813,300813,306347,306347,true,238487,241388,265475,265475,true,218150,218150,248175,248175,true,218150,218150,218150,218150,true,218150,218150,218150,218150
true,192390,192390,192390,192390,true,170460,170460,170460,170460,true,154578,154578,154578,154578,true,154578,154578,154578,154578,true,154578,154578,154578,154578,true,154578,154578,154578,154578
true,660512,660512,660512,660512,true,386928,386928,493832,493832,true,307968,307968,362208,362208,true,307968,307968,307968,307968,true,307968,307968,307968,307968,true,307968,307968,307968,307968
true,251468,251468,251468,251468,true,150780,150780,157430,157430,true,114597,114597,114597,114597,true,107947,107947,107947,107947,true,107947,107947,107947,107947,true,107947,107947,107947,107947
true,463944,463944,463944,463944,true,270634,270634,291954,291954,true,226278,229118,231136,231136,true,220818,220818,224774,224774,true,220818,220818,220818,220818,true,220818,220818,220818,220818
true,761061,761061,761061,761061,true,446877,446877,466536,466536,true,351489,352413,352413,352413,true,342144,342144,342144,342144,true,342144,342144,342144,342144,true,342144,342144,342144,342144
true,272664,272664,272664,272664,true,148449,149125,149793,149793,true,134057,134057,134057,134057,true,134057,134057,134057,134057,true,134057,134057,134057,134057,true,134057,134057,134057,134057
true,367587,367587,367587,367587,true,292930,292930,292930,292930,true,288739,288739,288739,288739,true,288739,288739,288739,288739,true,288739,288739,288739,288739,true,288739,288739,288739,288739
true,166362,166362,166362,166362,true,96468,100614,100614,100614,true,74478,74478,74478,74478,false,67728,67728,67728,67728,true,67603,67603,67603,67603,true,67603,67603,67603,67603
true,233380,233380,233380,233380,true,158052,158052,168895,168895,true,119262,119262,139015,139015,true,119262,119262,119262,119262,true,119262,119262,119262,119262,true,119262,119262,119262,119262
true,683784,683784,683784,683784,true,437004,459522,489726,489726,true,365076,365076,395280,395280,true,365076,365076,365076,365076,true,365076,365076,365076,365076,true,365076,365076,365076,365076
true,274491,274491,274491,274491,true,241514,241514,241514,241514,true,226079,226079,226079,226079,true,226079,226079,226079,226079,true,226079,226079,226079,226079,true,226079,226079,226079,226079
true,165756,165756,165756,165756,true,93740,94084,100680,100680,true,74956,74956,87588,87588,true,74956,74956,74956,74956,true,74956,74956,74956,74956,true,74956,74956,74956,74956
true,109945,109945,109945,109945,true,79485,79485,79485,79485,true,67360,67360,67360,67360,true,67360,67360,67360,67360,true,67360,67360,67360,67360,true,67360,67360,67360,67360
true,163005,163005,163005,163005,true,135198,135198,137982,137982,true,124408,124408,129878,129878,true,124408,124408,124408,124408,true,124408,124408,124408,124408,true,124408,124408,124408,124408
true,205728,205728,205728,205728,true,130974,130974,148854,148854,true,119496,119496,119789,119789,true,119496,119496,119496,119496,true,119496,119496,119496,119496,true,119496,119496,119496,119496
true,437437,437437,437437,437437,true,298089,298089,309016,309016,true,254415,268763,268763,268763,true,200827,200827,200827,200827,true,200827,200827,200827,200827,true,200827,200827,200827,200827
true,134730,134730,134730,134730,true,98630,98630,105740,105740,true,98630,98630,98630,98630,true,98630,98630,98630,98630,true,98630,98630,98630,98630,true,98630,98630,98630,98630
true,246546,246546,246546,246546,true,152562,152562,189492,189492,true,127494,127494,134520,134520,true,107928,114042,114042,114042,true,90276,90276,90276,90276,true,90276,90276,90276,90276
true,156135,156135,156135,156135,true,112074,112074,122810,122810,true,102490,102490,110230,110230,true,96745,96745,102490,102490,true,96745,96745,96745,96745,true,96745,96745,96745,96745
true,216192,216192,216192,216192,true,116274,116274,116274,116274,true,116274,116274,116274,116274,true,116274,116274,116274,116274,true,116274,116274,116274,116274,true,116274,116274,116274,116274
true,242326,242326,242326,242326,true,156698,156698,183412,183412,true,148615,148615,150122,150122,true,148615,148615,148615,148615,true,148615,148615,148615,148615,true,148615,148615,148615,148615
true,365050,365050,365050,365050,true,215360,215360,239830,239830,true,185740,185740,185740,185740,true,167345,167345,167345,167345,true,167345,167345,167345,167345,true,167345,167345,167345,167345
true,125465,125465,125465,125465,true,93175,93175,99870,99870,true,88840,88840,93175,93175,true,88840,88840,88840,88840,true,88840,88840,88840,88840,true,88840,88840,88840,88840
true,191730,191730,191730,191730,true,189644,189644,189644,189644,true,189644,189644,189644,189644,true,189644,189644,189644,189644,true,189644,189644,189644,189644,true,189644,189644,189644,189644
true,176160,176160,176160,176160,true,119076,119076,138114,138114,true,101576,101576,102899,102899,true,101576,101576,101576,101576,true,101576,101576,101576,101576,true,101576,101576,101576,101576
true,191255,191255,191255,191255,true,97895,97895,97960,97960,true,86870,86870,96440,96440,true,86870,86870,86870,86870,true,86870,86870,86870,86870,true,86870,86870,86870,86870
true,228656,228656,228656,228656,true,129078,129078,144504,144504,true,111688,112016,112016,112016,true,102354,102354,102354,102354,true,102354,102354,102354,102354,true,102354,102354,102354,102354
true,779460,779460,779460,779460,true,449764,467430,510684,510684,true,349552,357440,382016,382016,true,310652,315724,319670,319670,true,310652,310652,310652,310652,true,310652,310652,310652,310652
true,620400,620400,620400,620400,true,388028,388028,451092,451092,true,291984,291984,291984,291984,true,263900,263900,263900,263900,true,237960,237960,237960,237960,true,237960,237960,237960,237960
true,277536,277536,277536,277536,true,148314,157422,157422,157422,true,121986,121986,121986,121986,true,121986,121986,121986,121986,true,121986,121986,121986,121986,true,121986,121986,121986,121986
true,184905,184905,184905,184905,true,119541,119541,147340,147340,true,118120,118120,118120,118120,true,118120,118120,118120,118120,true,118120,118120,118120,118120,true,118120,118120,118120,118120
true,268422,268422,268422,268422,true,152905,154966,154966,154966,true,118092,119408,127001,127001,true,102879,102879,102879,102879,true,102879,102879,102879,102879,true,102879,102879,102879,102879
true,303849,303849,303849,303849,true,168637,168637,168637,168637,true,148854,148854,148854,148854,true,148854,148854,148854,148854,true,148854,148854,148854,148854,true,148854,148854,148854,148854
true,192785,192785,192785,192785,true,108135,108135,108135,108135,true,86510,86510,86510,86510,true,86510,86510,86510,86510,true,86510,86510,86510,86510,true,86510,86510,86510,86510
true,275536,275536,275536,275536,true,200336,200336,200336,200336,true,192304,192304,192304,192304,true,192304,192304,192304,192304,true,192304,192304,192304,192304,true,192304,192304,192304,192304
true,353220,353220,353220,353220,true,186790,194111,229200,229200,true,175790,175790,175790,175790,true,175790,175790,175790,175790,true,175790,175790,175790,175790,true,175790,175790,175790,175790
true,147965,147965,147965,147965,true,93779,93779,116965,116965,true,75265,75265,85910,85910,true,75265,75265,75265,75265,true,75265,75265,75265,75265,true,75265,75265,75265,75265
true,352692,352692,352692,352692,true,259524,259524,276684,276684,true,234428,234428,251588,251588,true,234428,234428,234428,234428,true,234428,234428,234428,234428,true,234428,234428,234428,234428
true,276795,276795,276795,276795,true,156751,157671,192609,192609,true,117894,129454,144007,144007,true,109069,109069,109069,109069,true,109069,109069,109069,109069,true,109069,109069,109069,109069
true,417367,417367,417367,417367,true,257618,257917,295222,295222,true,208311,208311,208311,208311,true,208311,208311,208311,208311,true,208311,208311,208311,208311,true,208311,208311,208311,208311
true,177945,177945,177945,177945,true,152430,152430,152430,152430,true,127615,127615,127615,127615,true,127615,127615,127615,127615,true,127615,127615,127615,127615,true,127615,127615,127615,127615
true,174258,174258,174258,174258,true,103976,103976,106730,106730,true,80544,80544,80544,80544,true,73524,73524,73524,73524,true,73524,73524,73524,73524,true,73524,73524,73524,73524
true,355698,355698,355698,355698,true,285570,285570,303498,303498,true,260199,260199,273258,273258,true,257448,257448,260199,260199,true,257448,257448,257448,257448,true,257448,257448,257448,257448
true,285929,285929,285929,285929,true,154350,154350,154350,154350,true,137851,137851,137851,137851,true,137851,137851,137851,137851,true,137851,137851,137851,137851,true,137851,137851,137851,137851
true,200445,200445,200445,200445,true,149891,149891,149891,149891,true,149891,149891,149891,149891,true,149891,149891,149891,149891,true,149891,149891,149891,149891,true,149891,149891,149891,149891
true,306904,306904,306904,306904,true,183352,183352,200012,200012,true,165619,171080,176924,176924,true,153316,153316,153316,153316,true,153316,153316,153316,153316,true,153316,153316,153316,153316
true,325840,325840,325840,325840,true,195890,215080,226630,226630,true,146210,146210,149250,149250,true,142410,142410,142410,142410,true,142410,142410,142410,142410,true,142410,142410,142410,142410
true,185682,185682,185682,185682,true,144942,144942,164772,164772,true,144942,144942,144942,144942,true,144942,144942,144942,144942,true,144942,144942,144942,144942,true,144942,144942,144942,144942
true,243320,243320,243320,243320,true,201350,201350,209259,209259,true,201350,201350,202483,202483,true,201350,201350,201350,201350,true,201350,201350,201350,201350,true,201350,201350,201350,201350
true,226524,226524,226524,226524,true,156696,156696,185748,185748,true,156696,156696,164412,164412,true,156696,156696,156696,156696,true,156696,156696,156696,156696,true,156696,156696,156696,156696
