BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6
true,150145,150145,150145,150145,true,83050,83050,109440,109440,true,71370,76188,76188,76188,true,71370,71370,71370,71370,true,71370,71370,71370,71370,true,71370,71370,71370,71370
true,158515,158515,158515,158515,true,131536,131536,131536,131536,true,131536,131536,131536,131536,true,131536,131536,131536,131536,true,131536,131536,131536,131536,true,131536,131536,131536,131536
true,131295,131295,131295,131295,true,89985,89985,100560,100560,true,85438,85438,91773,91773,true,85438,85438,85438,85438,true,85438,85438,85438,85438,true,85438,85438,85438,85438
true,325160,325160,325160,325160,true,223416,223416,271192,271192,true,223416,223416,223416,223416,true,223416,223416,223416,223416,true,223416,223416,223416,223416,true,223416,223416,223416,223416
true,329030,329030,329030,329030,true,190030,192280,223314,223314,true,152390,152390,152390,152390,true,152390,152390,152390,152390,true,152390,152390,152390,152390,true,152390,152390,152390,152390
true,473109,473109,473109,473109,true,362063,362063,362063,362063,true,310791,310791,310791,310791,true,308834,308834,308834,308834,true,308834,308834,308834,308834,true,308834,308834,308834,308834
true,280520,280520,280520,280520,true,192808,192808,192808,192808,true,180869,180869,180869,180869,true,180869,180869,180869,180869,true,180869,180869,180869,180869,true,180869,180869,180869,180869
true,406740,406740,406740,406740,true,230770,230770,257160,257160,true,184810,198219,217248,217248,true,179823,179823,179823,179823,true,179823,179823,179823,179823,true,179823,179823,179823,179823
true,144695,144695,144695,144695,true,92495,92495,92495,92495,true,92495,92495,92495,92495,true,92495,92495,92495,92495,true,92495,92495,92495,92495,true,92495,92495,92495,92495
true,119133,119133,119133,119133,true,78274,78274,86674,86674,true,77634,77634,78274,78274,true,77634,77634,77634,77634,true,77634,77634,77634,77634,true,77634,77634,77634,77634
true,272784,272784,272784,272784,true,160384,174936,202024,202024,true,132776,132776,132776,132776,true,132776,132776,132776,132776,true,132776,132776,132776,132776,true,132776,132776,132776,132776
true,403942,403942,403942,403942,true,266504,266504,294504,294504,true,217060,217060,229936,229936,true,212320,212320,217060,217060,true,212320,212320,212320,212320,true,212320,212320,212320,212320
true,187296,187296,187296,187296,true,142542,142542,142542,142542,true,104736,104736,104736,104736,true,104736,104736,104736,104736,true,104736,104736,104736,104736,true,104736,104736,104736,104736
true,449778,449778,449778,449778,true,233868,233868,251930,251930,true,179524,182202,202636,202636,true,173264,173264,197108,197108,true,173264,173264,173264,173264,true,173264,173264,173264,173264
true,193550,193550,193550,193550,true,104195,104195,104195,104195,true,104195,104195,104195,104195,true,104195,104195,104195,104195,true,104195,104195,104195,104195,true,104195,104195,104195,104195
true,292580,292580,292580,292580,true,168960,168960,202605,202605,true,161110,161110,168960,168960,true,161110,161110,161110,161110,true,161110,161110,161110,161110,true,161110,161110,161110,161110
true,248526,248526,248526,248526,true,240302,240302,240302,240302,true,240302,240302,240302,240302,true,240302,240302,240302,240302,true,240302,240302,240302,240302,true,240302,240302,240302,240302
true,227094,227094,227094,227094,true,118500,118500,118500,118500,true,104658,104658,111234,111234,true,82668,82668,82668,82668,true,77988,77988,77988,77988,true,77988,77988,77988,77988
true,412314,412314,412314,412314,true,227074,231176,285586,285586,true,181126,188025,211372,211372,true,150416,150416,150416,150416,true,150416,150416,150416,150416,true,150416,150416,150416,150416
true,101015,101015,101015,101015,true,92070,92070,92070,92070,true,92070,92070,92070,92070,true,92070,92070,92070,92070,true,92070,92070,92070,92070,true,92070,92070,92070,92070
true,512044,512044,512044,512044,true,297086,297086,372970,372970,true,250842,250842,255668,255668,true,250842,250842,250842,250842,true,250842,250842,250842,250842,true,250842,250842,250842,250842
true,141435,141435,141435,141435,true,101695,101695,112640,112640,true,86530,86530,88920,88920,true,86530,86530,86530,86530,true,86530,86530,86530,86530,true,86530,86530,86530,86530
true,363060,363060,363060,363060,true,220050,220050,268260,268260,true,174533,187950,216514,216514,true,143644,143644,149424,149424,true,143644,143644,143644,143644,true,143644,143644,143644,143644
true,289992,289992,289992,289992,true,174184,174184,229168,229168,true,139600,139600,172128,172128,true,138032,138032,139600,139600,true,138032,138032,138032,138032,true,138032,138032,138032,138032
true,204708,204708,204708,204708,true,130924,130924,138534,138534,true,130924,130924,130924,130924,true,130924,130924,130924,130924,true,130924,130924,130924,130924,true,130924,130924,130924,130924
true,310800,310800,310800,310800,true,215100,215580,218630,218630,true,152505,152505,152505,152505,true,152505,152505,152505,152505,true,152505,152505,152505,152505,true,152505,152505,152505,152505
true,285030,285030,285030,285030,true,161451,161451,205458,205458,true,128360,130160,155909,155909,true,128360,128360,128360,128360,true,128360,128360,128360,128360,true,128360,128360,128360,128360
true,255780,255780,255780,255780,true,136572,136572,136572,136572,true,136572,136572,136572,136572,true,136572,136572,136572,136572,true,136572,136572,136572,136572,true,136572,136572,136572,136572
true,166383,166383,166383,166383,true,136311,138173,138173,138173,true,123060,123060,123060,123060,true,123060,123060,123060,123060,true,123060,123060,123060,123060,true,123060,123060,123060,123060
true,402025,402025,402025,402025,true,243828,243828,275483,275483,true,228163,238979,243828,243828,true,227656,227656,227656,227656,true,227656,227656,227656,227656,true,227656,227656,227656,227656
true,465920,465920,465920,465920,true,326880,326880,349742,349742,true,236412,236412,236412,236412,true,236412,236412,236412,236412,true,236412,236412,236412,236412,true,236412,236412,236412,236412
true,695058,695058,695058,695058,true,424109,424109,480506,480506,true,350934,350934,374660,374660,true,339186,339186,350934,350934,true,339186,339186,339186,339186,true,339186,339186,339186,339186
true,316120,316120,316120,316120,true,166000,167680,181982,181982,true,121970,123570,144740,144740,false,104807,104807,135112,135112,true,91230,91280,95270,95270,true,91230,91230,91230,91230
true,355608,355608,355608,355608,true,299341,299341,299341,299341,true,279058,279058,279058,279058,true,279058,279058,279058,279058,true,279058,279058,279058,279058,true,279058,279058,279058,279058
true,464366,464366,464366,464366,true,300636,317362,333760,333760,true,254268,254268,254268,254268,true,237870,237870,237870,237870,true,237870,237870,237870,237870,true,237870,237870,237870,237870
true,153162,153162,153162,153162,true,103329,103329,109671,109671,true,78759,78759,78759,78759,true,78759,78759,78759,78759,true,78759,78759,78759,78759,true,78759,78759,78759,78759
true,413856,413856,413856,413856,true,220980,220980,220980,220980,true,166831,166972,211865,211865,true,138468,138468,138468,138468,true,138468,138468,138468,138468,true,138468,138468,138468,138468
true,228096,228096,228096,228096,true,124360,124360,124360,124360,true,124360,124360,124360,124360,true,124360,124360,124360,124360,true,124360,124360,124360,124360,true,124360,124360,124360,124360
true,455865,455865,455865,455865,true,260088,262799,275247,275247,true,193068,193068,237225,237225,true,156954,159336,204663,204663,true,156954,156954,156954,156954,true,156954,156954,156954,156954
true,192405,192405,192405,192405,true,136705,136705,159215,159215,true,131795,131795,131795,131795,true,131795,131795,131795,131795,true,131795,131795,131795,131795,true,131795,131795,131795,131795
true,183400,183400,183400,183400,true,130361,130361,130417,130417,true,114636,114636,114636,114636,true,114636,114636,114636,114636,true,114636,114636,114636,114636,true,114636,114636,114636,114636
true,345276,345276,345276,345276,true,300456,300456,317268,317268,true,300456,300456,300456,300456,true,300456,300456,300456,300456,true,300456,300456,300456,300456,true,300456,300456,300456,300456
true,687631,687631,687631,687631,true,456189,456189,492184,492184,true,443930,443930,456189,456189,true,443930,443930,443930,443930,true,443930,443930,443930,443930,true,443930,443930,443930,443930
true,308601,308601,308601,308601,true,193131,193131,204529,204529,true,167310,167310,167310,167310,true,167310,167310,167310,167310,true,167310,167310,167310,167310,true,167310,167310,167310,167310
true,367104,367104,367104,367104,true,302040,302040,317956,317956,true,295600,295600,295600,295600,true,295600,295600,295600,295600,true,295600,295600,295600,295600,true,295600,295600,295600,295600
true,286986,286986,286986,286986,true,165388,169518,185832,185832,true,128226,128226,148687,148687,true,128226,128226,128226,128226,true,128226,128226,128226,128226,true,128226,128226,128226,128226
true,483274,483274,483274,483274,true,302302,305855,305855,305855,true,219891,219891,219891,219891,true,219891,219891,219891,219891,true,219891,219891,219891,219891,true,219891,219891,219891,219891
true,377993,377993,377993,377993,true,258214,268677,274340,274340,true,237611,237611,237611,237611,true,237611,237611,237611,237611,true,237611,237611,237611,237611,true,237611,237611,237611,237611
true,427952,427952,427952,427952,true,262346,262346,316658,316658,true,204936,204936,262346,262346,true,204936,204936,204936,204936,true,204936,204936,204936,204936,true,204936,204936,204936,204936
true,274484,274484,274484,274484,true,142681,145747,158662,158662,true,120897,126553,126553,126553,true,120897,120897,120897,120897,true,120897,120897,120897,120897,true,120897,120897,120897,120897
true,327593,327593,327593,327593,true,177142,196254,201950,201950,true,153104,153104,153104,153104,true,153104,153104,153104,153104,true,153104,153104,153104,153104,true,153104,153104,153104,153104
true,591408,591408,591408,591408,true,320076,320076,353304,353304,true,259164,264768,264768,264768,true,259164,259164,259164,259164,true,259164,259164,259164,259164,true,259164,259164,259164,259164
true,186235,186235,186235,186235,true,123410,123410,129080,129080,true,123410,123410,123410,123410,true,123410,123410,123410,123410,true,123410,123410,123410,123410,true,123410,123410,123410,123410
true,176405,176405,176405,176405,true,107450,107450,107450,107450,true,107450,107450,107450,107450,true,107450,107450,107450,107450,true,107450,107450,107450,107450,true,107450,107450,107450,107450
true,212880,212880,212880,212880,true,184674,184674,192174,192174,true,178180,178180,184674,184674,true,178180,178180,178180,178180,true,178180,178180,178180,178180,true,178180,178180,178180,178180
true,429855,429855,429855,429855,true,239073,244800,283045,283045,true,178575,183540,188676,188676,true,152250,152250,152250,152250,true,152250,152250,152250,152250,true,152250,152250,152250,152250
true,248544,248544,248544,248544,true,139814,146838,171809,171809,true,101110,109240,114777,114777,true,91359,91359,91359,91359,true,91359,91359,91359,91359,true,91359,91359,91359,91359
true,630648,630648,630648,630648,true,373616,373616,396497,396497,true,291961,296750,323361,323361,true,284290,284290,284290,284290,true,284290,284290,284290,284290,true,284290,284290,284290,284290
true,404822,404822,404822,404822,true,273911,273911,278861,278861,true,217444,217444,217444,217444,true,217444,217444,217444,217444,true,217444,217444,217444,217444,true,217444,217444,217444,217444
true,386210,386210,386210,386210,true,208915,213850,230000,230000,true,166390,166390,194430,194430,true,166390,166390,166390,166390,true,166390,166390,166390,166390,true,166390,166390,166390,166390
true,417001,417001,417001,417001,true,234793,234793,234793,234793,true,201370,201370,201370,201370,true,201370,201370,201370,201370,true,201370,201370,201370,201370,true,201370,201370,201370,201370
true,155315,155315,155315,155315,true,118535,118535,123935,123935,true,118535,118535,118535,118535,true,118535,118535,118535,118535,true,118535,118535,118535,118535,true,118535,118535,118535,118535
true,208360,208360,208360,208360,true,125710,130816,137032,137032,true,96480,96480,102696,102696,true,96480,96480,96480,96480,true,96480,96480,96480,96480,true,96480,96480,96480,96480
true,355842,355842,355842,355842,true,291690,291690,291690,291690,true,274338,274338,274338,274338,true,264637,264637,264637,264637,true,264637,264637,264637,264637,true,264637,264637,264637,264637
true,286566,286566,286566,286566,true,168490,168490,168490,168490,true,167456,167456,167456,167456,true,167456,167456,167456,167456,true,167456,167456,167456,167456,true,167456,167456,167456,167456
true,329670,329670,329670,329670,true,191800,197780,210590,210590,true,147553,147553,155400,155400,true,139515,139515,140400,140400,true,139515,139515,139515,139515,true,139515,139515,139515,139515
true,389880,389880,389880,389880,true,244260,244260,258790,258790,true,220180,220180,234710,234710,true,220180,220180,220180,220180,true,220180,220180,220180,220180,true,220180,220180,220180,220180
