BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7
true,415173,415173,415173,415173,true,286726,286726,294607,294607,true,254430,254430,265666,265666,true,254430,254430,254430,254430,true,254430,254430,254430,254430,true,254430,254430,254430,254430,true,254430,254430,254430,254430
true,262920,262920,262920,262920,true,199236,199236,215262,215262,true,199236,199236,199236,199236,true,199236,199236,199236,199236,true,199236,199236,199236,199236,true,199236,199236,199236,199236,true,199236,199236,199236,199236
true,277991,277991,277991,277991,true,162090,163600,197658,197658,true,148192,148192,160281,160281,true,148192,148192,148192,148192,true,148192,148192,148192,148192,true,148192,148192,148192,148192,true,148192,148192,148192,148192
true,160825,160825,160825,160825,true,117215,117215,130785,130785,true,97405,97405,98695,98695,true,93156,93156,93156,93156,true,93156,93156,93156,93156,true,93156,93156,93156,93156,true,93156,93156,93156,93156
true,250920,250920,250920,250920,true,168082,176802,199240,199240,true,154792,154792,154792,154792,true,154792,154792,154792,154792,true,154792,154792,154792,154792,true,154792,154792,154792,154792,true,154792,154792,154792,154792
true,296240,296240,296240,296240,true,157145,157145,189324,189324,true,141191,141191,152284,152284,true,141191,141191,141191,141191,true,141191,141191,141191,141191,true,141191,141191,141191,141191,true,141191,141191,141191,141191
true,306696,306696,306696,306696,true,223944,223944,223944,223944,true,204928,204928,204928,204928,true,204928,204928,204928,204928,true,204928,204928,204928,204928,true,204928,204928,204928,204928,true,204928,204928,204928,204928
true,309450,309450,309450,309450,true,163842,163842,163842,163842,true,140540,140540,149688,149688,true,138841,138841,138841,138841,true,138841,138841,138841,138841,true,138841,138841,138841,138841,true,138841,138841,138841,138841
true,205597,205597,205597,205597,true,123055,133385,135429,135429,true,93907,93907,93907,93907,true,93907,93907,93907,93907,true,93907,93907,93907,93907,true,93907,93907,93907,93907,true,93907,93907,93907,93907
true,403000,403000,403000,403000,true,237408,237408,282376,282376,true,188416,188416,188416,188416,true,179950,179950,179950,179950,true,179950,179950,179950,179950,true,179950,179950,179950,179950,true,179950,179950,179950,179950
true,223758,223758,223758,223758,true,191002,191002,197472,197472,true,190686,190686,193758,193758,true,190686,190686,190686,190686,true,190686,190686,190686,190686,true,190686,190686,190686,190686,true,190686,190686,190686,190686
true,333186,333186,333186,333186,true,325360,325360,325360,325360,true,325360,325360,325360,325360,true,325360,325360,325360,325360,true,325360,325360,325360,325360,true,325360,325360,325360,325360,true,325360,325360,325360,325360
true,818154,818154,818154,818154,true,479100,479100,508498,508498,true,371916,371916,448638,448638,true,319296,319296,371916,371916,true,319296,319296,319296,319296,true,319296,319296,319296,319296,true,319296,319296,319296,319296
true,385970,385970,385970,385970,true,222690,222690,247020,247020,true,175950,175950,175950,175950,true,175950,175950,175950,175950,true,175950,175950,175950,175950,true,175950,175950,175950,175950,true,175950,175950,175950,175950
true,332040,332040,332040,332040,true,186390,186390,210739,210739,true,134114,138484,168780,168780,false,127658,131700,131700,131700,false,123880,123880,123880,123880,true,123880,123880,123880,123880,true,123880,123880,123880,123880
true,263868,263868,263868,263868,true,155711,155711,171297,171297,false,119383,119383,140426,140426,false,116181,116181,119383,119383,false,116181,116181,116181,116181,true,116181,116181,116181,116181,true,116181,116181,116181,116181
true,925008,925008,925008,925008,true,533296,533296,617112,617112,true,397872,412632,501984,501984,false,364000,373110,379920,379920,true,347728,347728,347728,347728,true,347728,347728,347728,347728,true,347728,347728,347728,347728
true,552120,552120,552120,552120,true,310268,314258,365670,365670,true,240896,243536,253904,253904,false,197250,198980,227824,227824,true,197250,197250,197250,197250,true,197250,197250,197250,197250,true,197250,197250,197250,197250
true,229390,229390,229390,229390,true,115950,116450,128555,128555,true,88025,89640,102795,102795,true,79320,79320,79320,79320,true,79320,79320,79320,79320,true,79320,79320,79320,79320,true,79320,79320,79320,79320
true,364120,364120,364120,364120,true,207616,207616,219816,219816,true,184483,184483,184483,184483,true,184483,184483,184483,184483,true,184483,184483,184483,184483,true,184483,184483,184483,184483,true,184483,184483,184483,184483
true,169860,169860,169860,169860,true,89825,90350,93649,93649,false,70730,70730,75380,75380,true,58705,58705,59230,59230,true,58705,58705,58705,58705,true,58705,58705,58705,58705,true,58705,58705,58705,58705
true,387960,387960,387960,387960,true,237567,240288,240288,240288,true,199980,199980,199980,199980,true,199980,199980,199980,199980,true,199980,199980,199980,199980,true,199980,199980,199980,199980,true,199980,199980,199980,199980
true,524256,524256,524256,524256,true,300960,300960,351960,351960,true,224472,224472,252270,252270,true,221619,221619,221619,221619,true,221619,221619,221619,221619,true,221619,221619,221619,221619,true,221619,221619,221619,221619
true,846018,846018,846018,846018,true,501874,501874,571196,571196,true,366147,370274,458575,458575,false,325084,336386,358359,358359,true,325084,325084,325084,325084,true,325084,325084,325084,325084,true,325084,325084,325084,325084
true,312522,312522,312522,312522,true,230754,230754,247806,247806,true,197735,197735,204714,204714,false,162925,162925,162925,162925,true,162925,162925,162925,162925,true,162925,162925,162925,162925,true,162925,162925,162925,162925
true,1025731,1025731,1025731,1025731,true,644595,655040,699568,699568,true,512945,512945,521637,521637,true,487530,487530,512945,512945,true,487530,487530,487530,487530,true,487530,487530,487530,487530,true,487530,487530,487530,487530
true,495846,495846,495846,495846,true,280619,281574,322129,322129,true,215137,215137,215137,215137,true,215137,215137,215137,215137,true,215137,215137,215137,215137,true,215137,215137,215137,215137,true,215137,215137,215137,215137
true,364392,364392,364392,364392,true,198960,198960,211692,211692,true,162996,171528,198960,198960,true,143622,143622,143622,143622,false,143622,143622,143622,143622,true,143622,143622,143622,143622,true,143622,143622,143622,143622
true,453294,453294,453294,453294,true,249795,249795,249795,249795,true,249795,249795,249795,249795,true,249795,249795,249795,249795,true,249795,249795,249795,249795,true,249795,249795,249795,249795,true,249795,249795,249795,249795
true,176060,176060,176060,176060,true,141480,141480,141480,141480,true,141480,141480,141480,141480,true,141480,141480,141480,141480,true,141480,141480,141480,141480,true,141480,141480,141480,141480,true,141480,141480,141480,141480
true,278590,278590,278590,278590,true,210875,210875,236695,236695,true,183670,192810,196435,196435,true,168020,168020,168020,168020,true,164525,164525,164525,164525,true,164525,164525,164525,164525,true,164525,164525,164525,164525
true,916412,916412,916412,916412,true,539412,554464,569198,569198,true,418330,436868,491096,491096,true,378396,378396,378396,378396,true,378396,378396,378396,378396,true,378396,378396,378396,378396,true,378396,378396,378396,378396
true,258768,258768,258768,258768,true,169170,169170,169560,169560,true,140130,142040,152655,152655,true,107934,107934,107934,107934,true,107934,107934,107934,107934,true,107934,107934,107934,107934,true,107934,107934,107934,107934
true,551473,551473,551473,551473,true,353145,353145,366860,366860,true,248963,258427,328848,328848,false,218718,218718,248963,248963,true,218718,218718,218718,218718,true,218718,218718,218718,218718,true,218718,218718,218718,218718
true,297577,297577,297577,297577,true,221501,236628,244922,244922,true,202922,202922,202922,202922,true,202922,202922,202922,202922,true,202922,202922,202922,202922,true,202922,202922,202922,202922,true,202922,202922,202922,202922
true,161075,161075,161075,161075,true,140794,140794,140794,140794,true,140794,140794,140794,140794,true,140794,140794,140794,140794,true,140794,140794,140794,140794,true,140794,140794,140794,140794,true,140794,140794,140794,140794
true,226144,226144,226144,226144,true,134024,134024,134024,134024,true,125685,125685,125685,125685,true,125685,125685,125685,125685,true,125685,125685,125685,125685,true,125685,125685,125685,125685,true,125685,125685,125685,125685
true,384894,384894,384894,384894,true,225162,225162,225162,225162,true,207318,207318,207318,207318,true,207318,207318,207318,207318,true,207318,207318,207318,207318,true,207318,207318,207318,207318,true,207318,207318,207318,207318
true,436506,436506,436506,436506,true,234010,239115,273280,273280,true,196665,196665,196665,196665,true,196665,196665,196665,196665,true,196665,196665,196665,196665,true,196665,196665,196665,196665,true,196665,196665,196665,196665
true,401628,401628,401628,401628,true,213948,213948,213948,213948,true,194604,194736,194736,194736,true,180152,180152,180152,180152,true,180152,180152,180152,180152,true,180152,180152,180152,180152,true,180152,180152,180152,180152
true,509295,509295,509295,509295,true,282945,282945,338737,338737,false,239736,239736,264852,264852,false,191931,191931,196329,196329,false,169785,169785,173628,173628,true,169785,169785,169785,169785,true,169785,169785,169785,169785
true,456400,456400,456400,456400,true,296097,306087,315720,315720,true,268367,268367,269654,269654,true,266409,266409,268367,268367,true,266409,266409,266409,266409,true,266409,266409,266409,266409,true,266409,266409,266409,266409
true,284095,284095,284095,284095,true,211946,211946,224420,224420,true,204302,204302,211946,211946,true,204302,204302,204302,204302,true,204302,204302,204302,204302,true,204302,204302,204302,204302,true,204302,204302,204302,204302
true,373504,373504,373504,373504,true,201984,202064,202624,202624,false,143552,143835,182511,182511,false,120984,120984,123435,123435,true,105120,107360,120984,120984,true,105120,105120,105120,105120,true,105120,105120,105120,105120
true,742425,742425,742425,742425,true,443033,445398,443033,443033,false,330199,331084,396237,396237,false,257317,257317,257317,257317,true,247847,255567,255567,255567,true,247847,247847,247847,247847,true,247847,247847,247847,247847
true,341320,341320,341320,341320,true,187744,187744,187744,187744,false,158696,158696,158696,158696,false,156520,156520,156520,156520,true,156520,156520,156520,156520,true,156520,156520,156520,156520,true,156520,156520,156520,156520
true,221298,221298,221298,221298,true,129222,139692,139692,139692,true,96912,96912,96912,96912,true,88872,88872,88872,88872,true,88872,88872,88872,88872,true,88872,88872,88872,88872,true,88872,88872,88872,88872
true,323680,323680,323680,323680,true,184032,184032,209664,209664,true,158421,158421,158421,158421,true,144237,144237,144237,144237,true,144237,144237,144237,144237,true,144237,144237,144237,144237,true,144237,144237,144237,144237
true,642642,642642,642642,642642,true,340255,349473,407049,407049,true,240859,264693,277277,277277,true,223905,223905,223905,223905,true,223905,223905,223905,223905,true,223905,223905,223905,223905,true,223905,223905,223905,223905
true,416416,416416,416416,416416,true,321046,321046,321046,321046,true,281402,281402,281402,281402,true,281402,281402,281402,281402,true,281402,281402,281402,281402,true,281402,281402,281402,281402,true,281402,281402,281402,281402
true,229110,229110,229110,229110,true,123354,123354,123354,123354,true,123354,123354,123354,123354,true,123354,123354,123354,123354,true,123354,123354,123354,123354,true,123354,123354,123354,123354,true,123354,123354,123354,123354
true,407470,407470,407470,407470,true,222410,222410,235530,235530,true,164718,165414,188535,188535,false,153602,153602,162174,162174,true,142896,142896,152994,152994,true,142896,142896,142896,142896,true,142896,142896,142896,142896
true,329112,329112,329112,329112,true,195264,195264,200040,200040,true,188914,188914,195264,195264,true,188914,188914,188914,188914,true,188914,188914,188914,188914,true,188914,188914,188914,188914,true,188914,188914,188914,188914
true,301182,301182,301182,301182,true,164397,164397,182749,182749,true,133002,135639,135639,135639,true,116403,116403,125293,125293,true,116403,116403,116403,116403,true,116403,116403,116403,116403,true,116403,116403,116403,116403
true,283738,283738,283738,283738,true,191072,191072,229621,229621,true,191072,191072,191072,191072,true,191072,191072,191072,191072,true,191072,191072,191072,191072,true,191072,191072,191072,191072,true,191072,191072,191072,191072
true,295570,295570,295570,295570,true,155320,155320,207488,207488,true,134123,134123,134123,134123,true,134123,134123,134123,134123,true,134123,134123,134123,134123,true,134123,134123,134123,134123,true,134123,134123,134123,134123
